scenario;region;crop;water;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
Reference;USA;OilCropTree;IRR;0.1262532;0.131599;0.1484776;0.1531124;0.171640612;0.189151363;0.205142065;0.211775779;0.219210339;0.227892093;0.235835986;thous km2
Reference;USA;OilCropTree;RFD;0.0070168;0.002487;0.0015384;0.0013708;0.001410149;0.001340431;0.001301658;0.001278331;0.00125698;0.001233465;0.001224656;thous km2
Reference;USA;OtherArableLand;NA;673.0483168;494.8441885;448.3973062;393.0021309;384.4618385;373.4271571;365.3865671;356.2914724;345.1273673;332.4284985;321.7569202;thous km2
Reference;USA;OtherGrain;IRR;10.1452566;4.4139236;3.4262266;3.2939226;3.253524177;3.217343589;3.187316454;3.252736014;3.283598495;3.287098164;3.281520248;thous km2
Reference;USA;OtherGrain;RFD;46.1288456;19.3418688;14.9570904;14.3179194;14.08747497;13.91234755;13.80672682;14.13278683;14.26549503;14.24903107;14.24413698;thous km2
Reference;USA;OtherGrainC4;IRR;3.880492;2.5868038;2.1108092;2.7760602;2.847238067;2.926141486;3.01033285;3.08310547;3.127545922;3.149580188;3.16241659;thous km2
Reference;USA;OtherGrainC4;RFD;38.5988474;25.3072486;20.6238562;27.1457016;27.88827315;28.82638243;29.81102493;30.6953644;31.25625645;31.58318002;31.84722526;thous km2
Reference;USA;Pasture;NA;50.1514752;9.0040674;23.1380898;32.9225761;34.74125585;36.76804197;38.76461195;40.68450309;42.53677859;44.28980625;45.9597394;thous km2
Reference;USA;ProtectedGrassland;NA;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;521.76178;thous km2
Reference;USA;ProtectedShrubland;NA;676.80161;693.0834;696.19715;700.02904;700.02904;700.02904;700.02904;700.02904;700.02904;700.02904;700.02904;thous km2
Reference;USA;ProtectedUnmanagedForest;NA;346.6319185;360.3320671;383.6140088;377.7510135;377.7510135;377.7510135;377.7510135;377.7510135;377.7510135;377.7510135;377.7510135;thous km2
Reference;USA;ProtectedUnmanagedPasture;NA;489.0900774;507.82198;516.8521471;520.7134071;520.7134071;520.7134071;520.7134071;520.7134071;520.7134071;520.7134071;520.7134071;thous km2
Reference;USA;Rice;IRR;11.2459554;11.9785432;11.7710186;10.1493336;10.5181287;10.79787388;11.04146214;11.35201091;11.53121623;11.61165453;11.64435472;thous km2
Reference;USA;Rice;RFD;0.3469954;0.3683634;0.361982;0.313989;0.327548686;0.339578394;0.350550495;0.364276633;0.375281179;0.383888907;0.391675509;thous km2
Reference;USA;RockIceDesert;NA;145.74387;145.27719;145.42728;145.57089;145.57089;145.57089;145.57089;145.57089;145.57089;145.57089;145.57089;thous km2
Reference;USA;RootTuber;IRR;4.1759866;3.6736152;3.4879118;3.4440394;3.49872351;3.555621053;3.618082533;3.679414834;3.73109647;3.763061617;3.793174423;thous km2
Reference;USA;RootTuber;RFD;1.5236716;1.3275134;1.2640726;1.2457442;1.260149796;1.271834189;1.290592189;1.30891409;1.319496395;1.320153094;1.32350152;thous km2
Reference;USA;Shrubland;NA;295.798012;282.351432;284.733551;286.77826;285.053401;282.090177;279.661175;277.031028;274.221865;271.124758;268.337899;thous km2
Reference;USA;Soybean;IRR;17.0663962;20.928762;22.0662524;22.9114698;23.17418394;22.81159705;22.17377948;21.53280332;21.83063815;22.36457051;22.59015745;thous km2
Reference;USA;Soybean;RFD;217.2576618;259.9447208;266.8926468;272.0572346;282.0189592;284.7081093;283.9896649;285.0051447;296.8453914;310.7547356;320.6727464;thous km2
Reference;USA;SugarCrop;IRR;1.988699;1.895664;1.6831682;1.6877442;1.639485681;1.587627545;1.538126025;1.621518747;1.720880066;1.83077528;1.933887165;thous km2
Reference;USA;SugarCrop;RFD;3.4868538;3.2848356;2.8729856;2.8182732;2.707517936;2.591665921;2.500141145;2.617343036;2.74045;2.863480935;2.990441011;thous km2
Reference;USA;SugarCropC4;IRR;1.4145958;1.5176076;1.44047;1.45649;1.515162844;1.567707503;1.614121788;1.628774289;1.652001296;1.674951599;1.6885304;thous km2
Reference;USA;SugarCropC4;RFD;2.2611044;2.2295796;2.116256;2.0600152;2.1277646;2.197916;2.266883;2.2887256;2.3063054;2.3181076;2.3236724;thous km2
Reference;USA;Tundra;NA;391.75199;383.32132;382.40644;381.15627;381.15627;381.15627;381.15627;381.15627;381.15627;381.15627;381.15627;thous km2
Reference;USA;UnmanagedForest;NA;625.9283002;739.4240659;930.2597895;897.5652721;873.1906913;831.731613;799.5603949;767.6614549;734.2433723;698.7109894;668.4123462;thous km2
Reference;USA;UnmanagedPasture;NA;1835.169194;1920.046105;1954.214823;1968.792777;1926.29546;1866.543175;1822.509633;1774.410145;1716.466507;1650.325481;1594.528129;thous km2
Reference;USA;UrbanLand;NA;89.9385;117.64165;125.79919;134.45224;134.45224;134.45224;134.45224;134.45224;134.45224;134.45224;134.45224;thous km2
Reference;USA;Vegetables;IRR;5.4504232;5.388803;4.8581282;4.7676402;4.74218463;4.723301544;4.706631205;4.796375152;4.889891754;4.969927477;5.041548828;thous km2
Reference;USA;Vegetables;RFD;3.6886436;3.4980854;3.0923848;2.9487004;2.915432253;2.903888802;2.91163173;2.984477523;3.029701577;3.045411582;3.070476577;thous km2
Reference;USA;Wheat;IRR;13.6658558;11.6039652;11.4572172;10.6615092;10.49519952;10.38941892;10.21647607;10.32608296;10.3444289;10.29136437;10.19050065;thous km2
Reference;USA;Wheat;RFD;232.5519818;191.050619;188.1519176;174.5018618;181.3092503;189.3370354;195.8739945;202.7996138;207.2918646;209.9262861;212.0338703;thous km2
Reference;USA;biomassGrass;IRR;0;0;0;0;0;0.631507961;1.018623975;1.469055894;1.989240071;2.648519526;3.152530875;thous km2
Reference;USA;biomassGrass;RFD;0;0;0;0;0;9.304499291;15.12181618;21.80520899;29.4777403;39.02086672;46.35033679;thous km2
Reference;USA;biomassTree;IRR;0;0;0;0;0;4.569476588;7.283208664;10.1753998;12.80415795;16.02364072;18.2105934;thous km2
Reference;USA;biomassTree;RFD;0;0;0;0;0;40.64662797;66.17767565;94.0098172;119.3617583;150.028285;172.964363;thous km2
