scenario;region;sector;subsector;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin_id;sector_name;subRegion
NDC_W;NM;water_td_ind_W;MexCstNW;MexCstNW;1.35E-04;2.82E-04;2.37E-04;7.27E-05;7.40E-05;7.93E-05;8.22E-05;9.58E-05;1.10E-04;1.27E-04;1.44E-04;km^3;96;Manufacturing;Mexico_Northwest_Coast
NDC_W;NM;water_td_ind_W;RioGrande;RioGrande;0.00692441;0.0144963;0.0121808;0.00373106;0.00379948;0.00407175;0.00421871;0.00491477;0.00566174;0.00652899;0.0073748;km^3;231;Manufacturing;Rio_Grande_River
NDC_W;NM;water_td_ind_W;TexasCst;TexasCst;4.24E-04;8.88E-04;7.46E-04;2.28E-04;2.33E-04;2.49E-04;2.58E-04;3.01E-04;3.47E-04;4.00E-04;4.52E-04;km^3;225;Manufacturing;Texas_Gulf_Coast
NDC_W;NM;water_td_ind_W;UsaColoRN;UsaColoRN;7.29E-04;0.00152604;0.00128229;3.93E-04;4.00E-04;4.29E-04;4.44E-04;5.17E-04;5.96E-04;6.87E-04;7.76E-04;km^3;220;Manufacturing;Upper_Colorado_River
NDC_W;NM;water_td_ind_W;UsaColoRS;UsaColoRS;2.46E-04;5.14E-04;4.32E-04;1.32E-04;1.35E-04;1.45E-04;1.50E-04;1.74E-04;2.01E-04;2.32E-04;2.62E-04;km^3;221;Manufacturing;Lower_Colorado_River
NDC_W;NM;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;0.825814;1.14907;1.17128;1.27263;1.2499;1.17136;1.23236;1.12142;0.902187;0.614273;0.236205;km^3;224;Irrigation;Arkansas_White_Red
NDC_W;NM;water_td_irr_MexCstNW_W;MexCstNW;MexCstNW;0.00113238;0.00163584;0.00162232;0.00170106;0.00177629;0.00187682;0.00220468;0.00255044;0.00288903;0.00329964;0.00378657;km^3;96;Irrigation;Mexico_Northwest_Coast
NDC_W;NM;water_td_irr_RioGrande_W;RioGrande;RioGrande;0.443258;0.432173;0.406498;0.424602;0.444094;0.537984;0.726567;0.915484;1.05647;1.20201;1.34761;km^3;231;Irrigation;Rio_Grande_River
NDC_W;NM;water_td_irr_TexasCst_W;TexasCst;TexasCst;1.12296;1.41395;1.22386;1.30326;1.38352;1.49264;1.57734;1.3261;1.16863;1.01901;0.633462;km^3;225;Irrigation;Texas_Gulf_Coast
NDC_W;NM;water_td_irr_UsaColoRN_W;UsaColoRN;UsaColoRN;0.0269047;0.0305161;0.0322875;0.033312;0.0355872;0.0415495;0.0421989;0.051017;0.0570641;0.0620918;0.050695;km^3;220;Irrigation;Upper_Colorado_River
NDC_W;NM;water_td_irr_UsaColoRS_W;UsaColoRS;UsaColoRS;0.0134428;0.0157723;0.01253;0.0129035;0.012642;0.0141841;0.0177554;0.0210761;0.0232947;0.0239025;0.0173708;km^3;221;Irrigation;Lower_Colorado_River
NDC_W;NM;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.0143602;0.0154075;0.0149618;0.0138627;0.0136799;0.0138791;0.0142539;0.0144239;0.0145443;0.0145184;0.0139841;km^3;224;Municipal;Arkansas_White_Red
NDC_W;NM;water_td_muni_W;MexCstNW;MexCstNW;0.00115661;0.00124097;0.00120506;0.00111654;0.00110182;0.00111786;0.00114805;0.00116174;0.00117144;0.00116935;0.00112632;km^3;96;Municipal;Mexico_Northwest_Coast
NDC_W;NM;water_td_muni_W;RioGrande;RioGrande;0.323064;0.346627;0.336599;0.311871;0.307759;0.312241;0.320673;0.324498;0.327206;0.326623;0.314603;km^3;231;Municipal;Rio_Grande_River
NDC_W;NM;water_td_muni_W;TexasCst;TexasCst;0.0233918;0.0250978;0.0243717;0.0225813;0.0222836;0.0226081;0.0232186;0.0234956;0.0236916;0.0236495;0.0227791;km^3;225;Municipal;Texas_Gulf_Coast
NDC_W;NM;water_td_muni_W;UsaColoRN;UsaColoRN;0.0358621;0.0384776;0.0373644;0.0346196;0.0341631;0.0346606;0.0355966;0.0360212;0.0363218;0.0362571;0.0349228;km^3;220;Municipal;Upper_Colorado_River
NDC_W;NM;water_td_muni_W;UsaColoRS;UsaColoRS;0.0120772;0.012958;0.0125831;0.0116587;0.011505;0.0116726;0.0119878;0.0121308;0.012232;0.0122102;0.0117609;km^3;221;Municipal;Lower_Colorado_River
NDC_W;NM;water_td_pri_W;ArkWhtRedR;ArkWhtRedR;0.0031085;0.00338932;0.00143254;0.00738671;0.00741311;0.00728853;0.00498033;0.00384783;0.00282747;0.00175372;8.01E-04;km^3;224;Mining;Arkansas_White_Red
NDC_W;NM;water_td_pri_W;MexCstNW;MexCstNW;8.14E-05;8.88E-05;3.75E-05;1.93E-04;1.94E-04;1.91E-04;1.30E-04;1.01E-04;7.41E-05;4.59E-05;2.10E-05;km^3;96;Mining;Mexico_Northwest_Coast
NDC_W;NM;water_td_pri_W;RioGrande;RioGrande;0.0673365;0.0734194;0.0310318;0.160011;0.160583;0.157884;0.107884;0.0833518;0.0612488;0.0379891;0.0173588;km^3;231;Mining;Rio_Grande_River
NDC_W;NM;water_td_pri_W;TexasCst;TexasCst;0.00495634;0.00540408;0.00228411;0.0117777;0.0118198;0.0116212;0.00794087;0.00613515;0.00450825;0.00279621;0.00127771;km^3;225;Mining;Texas_Gulf_Coast
NDC_W;NM;water_td_pri_W;UsaColoRN;UsaColoRN;0.00761632;0.00830436;0.00350995;0.0180986;0.0181633;0.017858;0.0122026;0.00942779;0.00692775;0.00429688;0.00196343;km^3;220;Mining;Upper_Colorado_River
NDC_W;NM;water_td_pri_W;UsaColoRS;UsaColoRS;0.00244907;0.00267031;0.00112864;0.0058197;0.00584051;0.00574235;0.00392381;0.00303156;0.00222766;0.00138169;6.31E-04;km^3;221;Mining;Lower_Colorado_River
NDC_W;NV;water_td_an_W;California;California;2.86E-04;5.88E-04;3.98E-04;3.89E-04;4.12E-04;4.36E-04;4.42E-04;4.67E-04;4.92E-04;5.16E-04;5.25E-04;km^3;217;Livestock;California_River
NDC_W;NV;water_td_an_W;GreatBasin;GreatBasin;0.00358197;0.00735908;0.00498433;0.00486307;0.00515218;0.00546119;0.00553331;0.00584583;0.00615545;0.00645512;0.00657233;km^3;222;Livestock;Great
NDC_W;NV;water_td_an_W;UsaColoRS;UsaColoRS;3.50E-04;7.20E-04;4.87E-04;4.76E-04;5.04E-04;5.34E-04;5.41E-04;5.72E-04;6.02E-04;6.31E-04;6.43E-04;km^3;221;Livestock;Lower_Colorado_River
NDC_W;NV;water_td_an_W;UsaPacNW;UsaPacNW;4.49E-04;9.22E-04;6.25E-04;6.10E-04;6.46E-04;6.85E-04;6.94E-04;7.33E-04;7.72E-04;8.09E-04;8.24E-04;km^3;229;Livestock;Pacific_Northwest
NDC_W;NV;water_td_elec_W;California;California;0.00138383;0.00178196;0.0012741;0.00126235;0.00110093;0.00100943;4.04E-04;3.53E-04;3.43E-04;3.98E-04;5.04E-04;km^3;217;Electricity;California_River
NDC_W;NV;water_td_elec_W;GreatBasin;GreatBasin;0.0290334;0.0373864;0.0267312;0.0264849;0.023098;0.0211785;0.0084777;0.007413;0.00719923;0.0083596;0.0105723;km^3;222;Electricity;Great
NDC_W;NV;water_td_elec_W;UsaColoRS;UsaColoRS;0.0656397;0.0845245;0.0604348;0.0598779;0.0522208;0.047881;0.0191667;0.0167596;0.0162763;0.0188997;0.0239023;km^3;221;Electricity;Lower_Colorado_River
NDC_W;NV;water_td_elec_W;UsaPacNW;UsaPacNW;3.13E-04;4.03E-04;2.88E-04;2.85E-04;2.49E-04;2.28E-04;9.13E-05;7.99E-05;7.75E-05;9.00E-05;1.14E-04;km^3;229;Electricity;Pacific_Northwest
NDC_W;NV;water_td_ind_W;California;California;3.09E-04;1.79E-04;1.59E-04;1.73E-04;2.01E-04;2.27E-04;2.47E-04;2.79E-04;3.13E-04;3.52E-04;3.94E-04;km^3;217;Manufacturing;California_River
NDC_W;NV;water_td_ind_W;GreatBasin;GreatBasin;0.0042374;0.00244864;0.00217058;0.00236979;0.00275567;0.00310776;0.00338343;0.00382204;0.00428559;0.00481566;0.0053967;km^3;222;Manufacturing;Great
NDC_W;NV;water_td_ind_W;UsaColoRS;UsaColoRS;0.00951395;0.00549778;0.00487345;0.00532073;0.00618712;0.00697766;0.0075966;0.00858138;0.00962214;0.0108123;0.0121168;km^3;221;Manufacturing;Lower_Colorado_River
NDC_W;NV;water_td_ind_W;UsaPacNW;UsaPacNW;4.45E-05;2.57E-05;2.28E-05;2.49E-05;2.90E-05;3.27E-05;3.56E-05;4.02E-05;4.51E-05;5.06E-05;5.67E-05;km^3;229;Manufacturing;Pacific_Northwest
NDC_W;NV;water_td_irr_California_W;California;California;0.0260001;0.0201716;0.0198212;0.0196955;0.0192179;0.0188532;0.0180768;0.0168515;0.0145214;0.0114543;0.00791201;km^3;217;Irrigation;California_River
NDC_W;NV;water_td_irr_GreatBasin_W;GreatBasin;GreatBasin;0.470218;0.285814;0.313387;0.308782;0.324046;0.355598;0.354676;0.404372;0.441071;0.474038;0.35462;km^3;222;Irrigation;Great
NDC_W;NV;water_td_irr_UsaColoRS_W;UsaColoRS;UsaColoRS;0.0550279;0.0369094;0.032753;0.0337293;0.0330457;0.0370767;0.0464121;0.0550923;0.0608916;0.0624804;0.0454068;km^3;221;Irrigation;Lower_Colorado_River
NDC_W;NV;water_td_irr_UsaPacNW_W;UsaPacNW;UsaPacNW;0.0861095;0.0519889;0.0598312;0.0595847;0.0616926;0.0672027;0.0766376;0.0872921;0.0961147;0.106394;0.104425;km^3;229;Irrigation;Pacific_Northwest
NDC_W;NV;water_td_muni_W;California;California;0.0086084;0.0155582;0.0133119;0.0123614;0.013015;0.0138167;0.0144273;0.0147421;0.0149727;0.0147946;0.0131777;km^3;217;Municipal;California_River
NDC_W;NV;water_td_muni_W;GreatBasin;GreatBasin;0.165213;0.298595;0.255483;0.237241;0.249785;0.265172;0.276889;0.282932;0.287357;0.283938;0.252908;km^3;222;Municipal;Great
NDC_W;NV;water_td_muni_W;UsaColoRS;UsaColoRS;0.369946;0.668615;0.572079;0.531231;0.55932;0.593774;0.620013;0.633542;0.643452;0.635797;0.566313;km^3;221;Municipal;Lower_Colorado_River
NDC_W;NV;water_td_muni_W;UsaPacNW;UsaPacNW;0.0017548;0.0031715;0.00271359;0.00251983;0.00265307;0.0028165;0.00294096;0.00300514;0.00305215;0.00301583;0.00268624;km^3;229;Municipal;Pacific_Northwest
NDC_W;NV;water_td_pri_W;California;California;9.04E-04;0.00218852;0.00511837;0.00399598;0.00401026;0.00394286;0.0026942;0.00208155;0.00152957;9.49E-04;4.34E-04;km^3;217;Mining;California_River
NDC_W;NV;water_td_pri_W;GreatBasin;GreatBasin;0.0196513;0.047585;0.111289;0.0868848;0.0871954;0.0857299;0.0585802;0.0452594;0.0332576;0.0206278;0.00942571;km^3;222;Mining;Great
NDC_W;NV;water_td_pri_W;UsaColoRS;UsaColoRS;0.0442517;0.107154;0.250605;0.195651;0.19635;0.19305;0.131913;0.101917;0.0748908;0.0464504;0.0212252;km^3;221;Mining;Lower_Colorado_River
NDC_W;NV;water_td_pri_W;UsaPacNW;UsaPacNW;2.10E-04;5.09E-04;0.00119038;9.29E-04;9.33E-04;9.17E-04;6.27E-04;4.84E-04;3.56E-04;2.21E-04;1.01E-04;km^3;229;Mining;Pacific_Northwest
NDC_W;NY;water_td_an_W;GreatLakes;GreatLakes;0.0114254;0.0166525;0.0143491;0.0163433;0.0173149;0.0183534;0.0185958;0.019646;0.0206866;0.0216937;0.0220876;km^3;227;Livestock;Great_Lakes
NDC_W;NY;water_td_an_W;OhioR;OhioR;0.00168969;0.00246271;0.00212207;0.00241698;0.00256068;0.00271426;0.0027501;0.00290542;0.00305931;0.00320825;2.81E-06;km^3;228;Livestock;Ohio_River
NDC_W;NY;water_td_an_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;0.00326369;km^3;228;Livestock;Ohio_River
NDC_W;NY;water_td_an_W;UsaCstE;UsaCstE;0.00917584;0.0133735;0.0115239;0.0131254;0.0139057;0.0147388;0.0149325;0.0157323;0.0158918;0.00899121;2.89E-04;km^3;233;Livestock;Mid_Atlantic
NDC_W;NY;water_td_an_W;UsaCstE;desalination;0;1.70E-07;4.13E-09;0;0;9.52E-07;1.91E-06;4.55E-05;7.22E-04;0.00843113;0.01745;km^3;233;Livestock;Mid_Atlantic
NDC_W;NY;water_td_an_W;UsaCstNE;UsaCstNE;7.55E-04;0.00110107;9.49E-04;0.00108063;0.00114487;0.00121354;0.00122956;0.00129901;0.00136781;0.0014344;0.00142402;km^3;232;Livestock;New_England
NDC_W;NY;water_td_an_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;3.64E-05;km^3;232;Livestock;New_England
NDC_W;NY;water_td_elec_W;GreatLakes;GreatLakes;2.97432;3.0236;1.94259;1.49871;1.34465;1.23299;0.86901;0.370531;0.044146;0.0570114;0.0733616;km^3;227;Electricity;Great_Lakes
NDC_W;NY;water_td_elec_W;OhioR;OhioR;0.215459;0.219028;0.14072;0.108566;0.0974058;0.0893175;0.0629507;0.0268411;0.00319792;0.00412988;4.57E-06;km^3;228;Electricity;Ohio_River
NDC_W;NY;water_td_elec_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;0.00530971;km^3;228;Electricity;Ohio_River
NDC_W;NY;water_td_elec_W;UsaCstE;UsaCstE;7.42611;7.54903;4.85013;3.74188;3.35724;3.07826;2.16941;0.922451;0.105432;0.0734593;0.00298144;km^3;233;Electricity;Mid_Atlantic
NDC_W;NY;water_td_elec_W;UsaCstE;desalination;2.07E-10;9.60E-05;1.74E-06;0;0;1.99E-04;2.77E-04;0.00266918;0.00478852;0.0688833;0.180183;km^3;233;Electricity;Mid_Atlantic
NDC_W;NY;water_td_elec_W;UsaCstNE;UsaCstNE;0.0190908;0.019407;0.0124685;0.00961948;0.00863066;0.007914;0.00557776;0.00237827;2.83E-04;3.66E-04;4.59E-04;km^3;232;Electricity;New_England
NDC_W;NY;water_td_elec_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;1.17E-05;km^3;232;Electricity;New_England
NDC_W;NY;water_td_ind_W;GreatLakes;GreatLakes;0.123552;0.135622;0.158617;0.140557;0.146819;0.156107;0.158015;0.170956;0.183817;0.197294;0.212592;km^3;227;Manufacturing;Great_Lakes
NDC_W;NY;water_td_ind_W;OhioR;OhioR;0.00696887;0.00764966;0.00894668;0.00792803;0.00828121;0.00880509;0.00891269;0.00964266;0.010368;0.0111282;1.03E-05;km^3;228;Manufacturing;Ohio_River
NDC_W;NY;water_td_ind_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;0.0119808;km^3;228;Manufacturing;Ohio_River
NDC_W;NY;water_td_ind_W;UsaCstE;UsaCstE;0.246904;0.27102;0.316977;0.280886;0.293399;0.31194;0.315732;0.340649;0.351376;0.203471;0.00691525;km^3;233;Manufacturing;Mid_Atlantic
NDC_W;NY;water_td_ind_W;UsaCstE;desalination;0;3.45E-06;1.14E-07;0;0;2.02E-05;4.04E-05;9.86E-04;0.0159587;0.190796;0.417923;km^3;233;Manufacturing;Mid_Atlantic
NDC_W;NY;water_td_ind_W;UsaCstNE;UsaCstNE;0.00129264;0.00141892;0.0016595;0.00147056;0.00153607;0.00163324;0.0016532;0.0017886;0.00192315;0.00206415;0.00216873;km^3;232;Manufacturing;New_England
NDC_W;NY;water_td_ind_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;5.55E-05;km^3;232;Manufacturing;New_England
NDC_W;NY;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;0.120661;0.0769589;0.092259;0.0987625;0.102978;0.106825;0.109846;0.117634;0.125769;0.135691;0.152414;km^3;227;Irrigation;Great_Lakes
NDC_W;NY;water_td_irr_OhioR_W;OhioR;OhioR;0.0209568;0.00318815;0.00363225;0.00401943;0.00418486;0.00429699;0.00483865;0.00520974;0.0055905;0.006079;0.00395508;km^3;228;Irrigation;Ohio_River
NDC_W;NY;water_td_irr_OhioR_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;7.18E-08;km^3;228;Irrigation;Ohio_River
NDC_W;NY;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;0.14464;0.100339;0.0860163;0.0901082;0.0942989;0.0914461;0.0959874;0.099555;0.101307;0.10006;0.0880316;km^3;233;Irrigation;Mid_Atlantic
NDC_W;NY;water_td_irr_UsaCstE_W;UsaCstE;desalination;0;0;0;0;0;0;0;0;0;1.47E-09;8.31E-08;km^3;233;Irrigation;Mid_Atlantic
NDC_W;NY;water_td_irr_UsaCstNE_W;UsaCstNE;UsaCstNE;9.67E-04;8.12E-04;7.71E-04;7.59E-04;7.98E-04;0.00102907;0.00136911;0.00174426;0.00200434;0.00228393;0.00208932;km^3;232;Irrigation;New_England
NDC_W;NY;water_td_muni_W;GreatLakes;GreatLakes;1.089;0.959084;0.867677;0.938437;0.940878;0.915917;0.942418;0.944967;0.935839;0.909402;0.929575;km^3;227;Municipal;Great_Lakes
NDC_W;NY;water_td_muni_W;OhioR;OhioR;0.085096;0.0749444;0.0678017;0.073331;0.0735218;0.0715713;0.0736421;0.0738413;0.073128;0.0710622;6.25E-05;km^3;228;Municipal;Ohio_River
NDC_W;NY;water_td_muni_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;0.0725761;km^3;228;Municipal;Ohio_River
NDC_W;NY;water_td_muni_W;UsaCstE;UsaCstE;2.99618;2.63872;2.38726;2.58195;2.58866;2.51982;2.59257;2.59241;2.46294;1.29125;0.0416304;km^3;233;Municipal;Mid_Atlantic
NDC_W;NY;water_td_muni_W;UsaCstE;desalination;0;3.36E-05;8.56E-07;0;0;1.63E-04;3.32E-04;0.00750133;0.111861;1.21081;2.51593;km^3;233;Municipal;Mid_Atlantic
NDC_W;NY;water_td_muni_W;UsaCstNE;UsaCstNE;0.0174008;0.015325;0.0138644;0.0149951;0.0150341;0.0146352;0.0150587;0.0150994;0.0149536;0.0145311;0.014483;km^3;232;Municipal;New_England
NDC_W;NY;water_td_muni_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;3.71E-04;km^3;232;Municipal;New_England
NDC_W;NY;water_td_pri_W;GreatLakes;GreatLakes;0.020559;0.0166709;0.0239328;0.0178195;0.0178832;0.0175826;0.0120144;0.00928239;0.00682091;0.00423061;0.00193315;km^3;227;Mining;Great_Lakes
NDC_W;NY;water_td_pri_W;OhioR;OhioR;0.001244;0.00100873;0.00144814;0.00107823;0.00108209;0.0010639;7.27E-04;5.62E-04;4.13E-04;2.56E-04;1.01E-07;km^3;228;Mining;Ohio_River
NDC_W;NY;water_td_pri_W;OhioR;desalination;0;0;0;0;0;0;0;0;0;0;1.17E-04;km^3;228;Mining;Ohio_River
NDC_W;NY;water_td_pri_W;UsaCstE;UsaCstE;0.044077;0.0357408;0.0513101;0.0382037;0.0383403;0.0376935;0.0257547;0.0198434;0.0139882;0.00468086;6.75E-05;km^3;233;Mining;Mid_Atlantic
NDC_W;NY;water_td_pri_W;UsaCstE;desalination;0;4.55E-07;1.84E-08;0;0;2.44E-06;3.29E-06;5.74E-05;6.35E-04;0.00438928;0.00407707;km^3;233;Mining;Mid_Atlantic
NDC_W;NY;water_td_pri_W;UsaCstNE;UsaCstNE;2.10E-04;1.70E-04;2.45E-04;1.82E-04;1.83E-04;1.80E-04;1.23E-04;9.49E-05;6.97E-05;4.33E-05;1.93E-05;km^3;232;Mining;New_England
NDC_W;NY;water_td_pri_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;4.93E-07;km^3;232;Mining;New_England
NDC_W;OH;water_td_an_W;GreatLakes;GreatLakes;0.00569638;0.00511419;0.00579416;0.0059427;0.00629601;0.00667361;0.00676175;0.00714365;0.00752201;0.0078882;0.00803144;km^3;227;Livestock;Great_Lakes
NDC_W;OH;water_td_an_W;OhioR;OhioR;0.0245509;0.0220417;0.0249724;0.0256126;0.0271353;0.0287627;0.0291426;0.0307885;0.0324193;0.0339975;0.0346149;km^3;228;Livestock;Ohio_River
NDC_W;OH;water_td_elec_W;GreatLakes;GreatLakes;3.28892;3.93483;3.5657;2.19516;1.77451;1.74683;0.101975;0.101223;0.101545;0.10663;0.115176;km^3;227;Electricity;Great_Lakes
NDC_W;OH;water_td_elec_W;OhioR;OhioR;7.18183;8.59225;7.7862;4.79344;3.8749;3.81444;0.222678;0.221035;0.221738;0.232843;0.251504;km^3;228;Electricity;Ohio_River
NDC_W;OH;water_td_ind_W;GreatLakes;GreatLakes;0.168911;0.335677;0.233744;0.16615;0.172302;0.183422;0.172372;0.184669;0.196942;0.208782;0.21928;km^3;227;Manufacturing;Great_Lakes
NDC_W;OH;water_td_ind_W;OhioR;OhioR;0.319555;0.635051;0.442209;0.314331;0.325971;0.347007;0.326102;0.349367;0.372585;0.394985;0.414845;km^3;228;Manufacturing;Ohio_River
NDC_W;OH;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;0.0479651;0.0530141;0.0709072;0.0759056;0.0791452;0.082102;0.084424;0.0904095;0.0966618;0.104288;0.11714;km^3;227;Irrigation;Great_Lakes
NDC_W;OH;water_td_irr_OhioR_W;OhioR;OhioR;0.0546966;0.0598707;0.0635266;0.0702981;0.0731915;0.0751525;0.0846259;0.0911162;0.0977756;0.106319;0.0691739;km^3;228;Irrigation;Ohio_River
NDC_W;OH;water_td_muni_W;GreatLakes;GreatLakes;0.619913;0.684928;0.653087;0.625137;0.631956;0.647033;0.668698;0.68768;0.707349;0.725066;0.496268;km^3;227;Municipal;Great_Lakes
NDC_W;OH;water_td_muni_W;OhioR;OhioR;1.36075;1.50346;1.43357;1.37222;1.38719;1.42028;1.46784;1.5095;1.55268;1.59157;1.08934;km^3;228;Municipal;Ohio_River
NDC_W;OH;water_td_pri_W;GreatLakes;GreatLakes;0.0787641;0.0832994;0.0368427;0.0540813;0.0542746;0.0533624;0.0364632;0.0281716;0.0207011;0.0128397;0.00586702;km^3;227;Mining;Great_Lakes
NDC_W;OH;water_td_pri_W;OhioR;OhioR;0.182313;0.19281;0.0852787;0.12518;0.125628;0.123516;0.0844001;0.065208;0.0479163;0.0297197;0.0135802;km^3;228;Mining;Ohio_River
NDC_W;OK;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.11851;0.182181;0.114017;0.0906253;0.096013;0.101771;0.103115;0.108939;0.114709;0.120294;0.122478;km^3;224;Livestock;Arkansas_White_Red
NDC_W;OK;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.441645;0.635636;0.595336;0.488171;0.318471;0.31796;0.0488081;0.0425497;0.047124;0.0684392;0.0821866;km^3;224;Electricity;Arkansas_White_Red
NDC_W;OK;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.0487264;0.0332809;0.0286805;0.0718393;0.0727008;0.0773447;0.0726822;0.0779062;0.0831284;0.0884543;0.09419;km^3;224;Manufacturing;Arkansas_White_Red
NDC_W;OK;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;0.893086;1.00187;1.11114;1.20729;1.18573;1.11122;1.16909;1.06384;0.855867;0.582735;0.224077;km^3;224;Irrigation;Arkansas_White_Red
NDC_W;OK;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.769136;0.927335;0.945267;0.886345;0.837649;0.811766;0.784376;0.743678;0.701394;0.652494;0.603435;km^3;224;Municipal;Arkansas_White_Red
NDC_W;OK;water_td_pri_W;ArkWhtRedR;ArkWhtRedR;0.263964;0.306179;1.50323;0.267147;0.268102;0.263596;0.180118;0.13916;0.102258;0.0634248;0.0289815;km^3;224;Mining;Arkansas_White_Red
NDC_W;OR;water_td_an_W;California;California;0.00105011;0.00112052;0.00122189;0.00116593;0.00123333;0.00125478;5.58E-04;8.45E-05;8.69E-06;6.17E-07;3.93E-08;km^3;217;Livestock;California_River
NDC_W;OR;water_td_an_W;California;desalination;0;0;0;1.12E-08;1.93E-06;5.46E-05;7.68E-04;0.0013171;0.0014671;0.00154702;0.0015757;km^3;217;Livestock;California_River
NDC_W;OR;water_td_an_W;GreatBasin;GreatBasin;5.05E-05;5.39E-05;5.88E-05;5.61E-05;5.95E-05;6.30E-05;6.39E-05;6.75E-05;7.10E-05;7.45E-05;6.57E-05;km^3;222;Livestock;Great
NDC_W;OR;water_td_an_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;1.01E-05;km^3;222;Livestock;Great
NDC_W;OR;water_td_an_W;UsaPacNW;UsaPacNW;0.0176961;0.0188826;0.0205909;0.019648;0.0208161;0.0220646;0.022356;0.0236187;0.0248696;0.0260803;0.0264768;km^3;229;Livestock;Pacific_Northwest
NDC_W;OR;water_td_an_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;7.71E-05;km^3;229;Livestock;Pacific_Northwest
NDC_W;OR;water_td_elec_W;California;California;0.0117915;0.00532482;0.00632677;0.00397648;0.00177902;7.88E-04;1.18E-04;1.89E-05;2.27E-06;2.20E-07;1.85E-08;km^3;217;Electricity;California_River
NDC_W;OR;water_td_elec_W;California;desalination;0;0;1.29E-10;3.83E-08;2.78E-06;3.43E-05;1.62E-04;2.95E-04;3.83E-04;5.52E-04;7.43E-04;km^3;217;Electricity;California_River
NDC_W;OR;water_td_elec_W;GreatBasin;GreatBasin;5.53E-05;2.50E-05;2.97E-05;1.87E-05;8.36E-06;3.86E-06;1.31E-06;1.47E-06;1.81E-06;2.59E-06;3.02E-06;km^3;222;Electricity;Great
NDC_W;OR;water_td_elec_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;4.65E-07;km^3;222;Electricity;Great
NDC_W;OR;water_td_elec_W;UsaPacNW;UsaPacNW;0.534667;0.241445;0.286877;0.180309;0.0807929;0.0372967;0.0126624;0.0142254;0.0174513;0.0250217;0.0335913;km^3;229;Electricity;Pacific_Northwest
NDC_W;OR;water_td_elec_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;9.78E-05;km^3;229;Electricity;Pacific_Northwest
NDC_W;OR;water_td_ind_W;California;California;0.00914616;0.00554486;0.00404306;0.00336785;0.00380353;0.00403152;0.00175382;2.70E-04;2.81E-05;2.03E-06;1.35E-07;km^3;217;Manufacturing;California_River
NDC_W;OR;water_td_ind_W;California;desalination;0;0;0;3.25E-08;5.95E-06;1.75E-04;0.00241342;0.0042039;0.00475109;0.00508947;0.00541213;km^3;217;Manufacturing;California_River
NDC_W;OR;water_td_ind_W;GreatBasin;GreatBasin;1.92E-05;1.16E-05;8.49E-06;7.07E-06;8.00E-06;8.84E-06;8.75E-06;9.40E-06;1.00E-05;1.07E-05;9.85E-06;km^3;222;Manufacturing;Great
NDC_W;OR;water_td_ind_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;1.52E-06;km^3;222;Manufacturing;Great
NDC_W;OR;water_td_ind_W;UsaPacNW;UsaPacNW;0.383837;0.232701;0.169675;0.14134;0.159872;0.176548;0.174887;0.187738;0.20057;0.213675;0.226477;km^3;229;Manufacturing;Pacific_Northwest
NDC_W;OR;water_td_ind_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;6.59E-04;km^3;229;Manufacturing;Pacific_Northwest
NDC_W;OR;water_td_irr_California_W;California;California;0.844544;1.01106;1.02808;1.02156;0.996788;0.97787;0.937603;0.874049;0.753188;0.594086;0.41012;km^3;217;Irrigation;California_River
NDC_W;OR;water_td_irr_California_W;California;desalination;0;0;0;0;0;6.64E-10;2.02E-08;2.13E-07;1.99E-06;2.33E-05;2.57E-04;km^3;217;Irrigation;California_River
