scenario;region;sector;subsector;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin_id;sector_name;subRegion
CO2B;WV;water_td_an_W;UsaCstSE;UsaCstSE;1.53E-05;2.01E-05;2.33E-05;2.33E-05;2.47E-05;2.63E-05;2.76E-05;2.92E-05;3.00E-05;3.17E-05;3.35E-05;km^3;226;Livestock;South_Atlantic_Gulf
CO2B;WV;water_td_elec_W;OhioR;OhioR;2.22134;2.67404;2.34018;2.0605;1.9054;1.91087;1.07255;0.308165;0.123198;0.100965;0.129687;km^3;228;Electricity;Ohio_River
CO2B;WV;water_td_elec_W;UsaCstE;UsaCstE;0.187786;0.226056;0.197832;0.174189;0.161077;0.161539;0.0906706;0.0260514;0.0104148;0.00853532;0.0109633;km^3;233;Electricity;Mid_Atlantic
CO2B;WV;water_td_elec_W;UsaCstSE;UsaCstSE;0.00190691;0.00229553;0.00200893;0.00176884;0.00163569;0.00164039;9.21E-04;2.65E-04;1.06E-04;8.67E-05;1.11E-04;km^3;226;Electricity;South_Atlantic_Gulf
CO2B;WV;water_td_ind_W;OhioR;OhioR;0.165919;1.21441;0.961027;0.533522;0.540002;0.569652;0.569209;0.574992;0.586555;0.592233;0.611747;km^3;228;Manufacturing;Ohio_River
CO2B;WV;water_td_ind_W;UsaCstE;UsaCstE;0.0161947;0.118534;0.0938023;0.0520752;0.0527077;0.0556017;0.0555584;0.0561229;0.0572515;0.0578057;0.0597104;km^3;233;Manufacturing;Mid_Atlantic
CO2B;WV;water_td_ind_W;UsaCstSE;UsaCstSE;1.51E-04;0.00110804;8.77E-04;4.87E-04;4.93E-04;5.20E-04;5.19E-04;5.25E-04;5.35E-04;5.40E-04;5.58E-04;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B;WV;water_td_irr_OhioR_W;OhioR;OhioR;5.86E-04;5.19E-04;6.32E-04;6.99E-04;7.26E-04;7.42E-04;7.48E-04;8.26E-04;8.79E-04;9.56E-04;9.88E-04;km^3;228;Irrigation;Ohio_River
CO2B;WV;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;6.81E-04;7.55E-04;8.81E-04;9.23E-04;9.58E-04;9.89E-04;9.93E-04;0.00108164;0.00113203;0.00117198;0.00122186;km^3;233;Irrigation;Mid_Atlantic
CO2B;WV;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;1.92E-07;1.22E-06;8.07E-07;8.34E-07;8.94E-07;9.61E-07;1.02E-06;1.10E-06;1.16E-06;1.22E-06;1.25E-06;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B;WV;water_td_muni_W;OhioR;OhioR;0.254148;0.269932;0.267941;0.262598;0.258109;0.260216;0.264465;0.268087;0.271799;0.274228;0.276467;km^3;228;Municipal;Ohio_River
CO2B;WV;water_td_muni_W;UsaCstE;UsaCstE;0.0343519;0.0364853;0.0362162;0.0354941;0.0348873;0.0351721;0.0357464;0.036236;0.0367377;0.037066;0.0373687;km^3;233;Municipal;Mid_Atlantic
CO2B;WV;water_td_muni_W;UsaCstSE;UsaCstSE;6.81E-04;7.24E-04;7.18E-04;7.04E-04;6.92E-04;6.97E-04;7.09E-04;7.19E-04;7.29E-04;7.35E-04;7.41E-04;km^3;226;Municipal;South_Atlantic_Gulf
CO2B;WV;water_td_pri_W;OhioR;OhioR;0.515011;0.0211956;0.0150364;0.0693894;0.0696398;0.0684777;0.0620343;0.0465775;0.0350918;0.0201453;0.00786081;km^3;228;Mining;Ohio_River
CO2B;WV;water_td_pri_W;UsaCstE;UsaCstE;0.0504436;0.00207604;0.00147277;0.00679646;0.00682098;0.00670716;0.00607605;0.00456211;0.00343712;0.00197317;7.70E-04;km^3;233;Mining;Mid_Atlantic
CO2B;WV;water_td_pri_W;UsaCstSE;UsaCstSE;6.70E-04;2.76E-05;1.96E-05;9.03E-05;9.06E-05;8.91E-05;8.07E-05;6.06E-05;4.57E-05;2.62E-05;1.02E-05;km^3;226;Mining;South_Atlantic_Gulf
CO2B;WY;water_td_an_W;GreatBasin;GreatBasin;0.00120132;0.00146898;0.00170014;0.00166711;0.00176927;0.00187982;0.00197216;0.00209075;0.00214682;0.00226506;0.00239664;km^3;222;Livestock;Great
CO2B;WY;water_td_an_W;MissouriR;MissouriR;0.0110767;0.0135446;0.015676;0.0153715;0.0163134;0.0173328;0.0181841;0.0192776;0.0197946;0.0208848;0.022098;km^3;223;Livestock;Missouri_River
CO2B;WY;water_td_an_W;UsaColoRN;UsaColoRN;9.26E-04;0.00113251;0.00131073;0.00128526;0.00136402;0.00144925;0.00152044;0.00161187;0.0016551;0.00174625;0.00184769;km^3;220;Livestock;Upper_Colorado_River
CO2B;WY;water_td_an_W;UsaPacNW;UsaPacNW;0.00174241;0.00213062;0.0024659;0.00241799;0.00256617;0.00272651;0.00286043;0.00303244;0.00311377;0.00328526;0.00347611;km^3;229;Livestock;Pacific_Northwest
CO2B;WY;water_td_elec_W;GreatBasin;GreatBasin;0.0161545;0.0177765;0.0176134;0.0177741;0.0172959;0.0178962;0.00905034;0.0030628;0.0018952;0.00163038;0.00217917;km^3;222;Electricity;Great
CO2B;WY;water_td_elec_W;MissouriR;MissouriR;0.51448;0.566137;0.560941;0.56606;0.550832;0.569947;0.28823;0.0975425;0.0603574;0.0519233;0.069401;km^3;223;Electricity;Missouri_River
CO2B;WY;water_td_elec_W;UsaColoRN;UsaColoRN;0.0765961;0.0842869;0.0835134;0.0842754;0.0820083;0.0848541;0.0429119;0.0145222;0.00898606;0.00773038;0.0103325;km^3;220;Electricity;Upper_Colorado_River
CO2B;WY;water_td_elec_W;UsaPacNW;UsaPacNW;0.0343972;0.0378509;0.0375035;0.0378457;0.0368276;0.0381056;0.0192705;0.00652152;0.00403539;0.0034715;0.00464003;km^3;229;Electricity;Pacific_Northwest
CO2B;WY;water_td_ind_W;GreatBasin;GreatBasin;7.10E-04;2.70E-04;3.01E-04;3.59E-04;3.47E-04;3.60E-04;3.71E-04;3.90E-04;4.14E-04;4.43E-04;4.81E-04;km^3;222;Manufacturing;Great
CO2B;WY;water_td_ind_W;MissouriR;MissouriR;0.0172832;0.00656957;0.00733094;0.00874492;0.00844861;0.0087686;0.00902539;0.00948153;0.010066;0.0107858;0.011697;km^3;223;Manufacturing;Missouri_River
CO2B;WY;water_td_ind_W;UsaColoRN;UsaColoRN;0.00254032;9.66E-04;0.00107752;0.00128535;0.0012418;0.00128883;0.00132657;0.00139362;0.00147953;0.00158532;0.00171925;km^3;220;Manufacturing;Upper_Colorado_River
CO2B;WY;water_td_ind_W;UsaPacNW;UsaPacNW;0.00141862;5.39E-04;6.02E-04;7.18E-04;6.93E-04;7.20E-04;7.41E-04;7.78E-04;8.26E-04;8.85E-04;9.60E-04;km^3;229;Manufacturing;Pacific_Northwest
CO2B;WY;water_td_irr_GreatBasin_W;GreatBasin;GreatBasin;0.0330302;0.0215997;0.0236806;0.0233326;0.0244151;0.0266963;0.0267411;0.0311698;0.0333184;0.0336807;0.0360365;km^3;222;Irrigation;Great
CO2B;WY;water_td_irr_MissouriR_W;MissouriR;MissouriR;4.35903;3.38841;4.51868;5.09608;5.41194;5.57837;5.69513;6.7793;7.44802;8.38941;8.88722;km^3;223;Irrigation;Missouri_River
CO2B;WY;water_td_irr_UsaColoRN_W;UsaColoRN;UsaColoRN;0.0807916;0.0489289;0.0569223;0.0587285;0.0624886;0.0725875;0.0746927;0.0956069;0.102479;0.101203;0.11105;km^3;220;Irrigation;Upper_Colorado_River
CO2B;WY;water_td_irr_UsaPacNW_W;UsaPacNW;UsaPacNW;0.0813955;0.0605958;0.0657364;0.0654656;0.0673922;0.0728919;0.0760266;0.0902066;0.0977488;0.104964;0.111022;km^3;229;Irrigation;Pacific_Northwest
CO2B;WY;water_td_muni_W;GreatBasin;GreatBasin;0.00372709;0.00394635;0.00413638;0.00424216;0.00406119;0.00406422;0.00418124;0.00429345;0.00440067;0.00446914;0.00453805;km^3;222;Municipal;Great
CO2B;WY;water_td_muni_W;MissouriR;MissouriR;0.106723;0.113001;0.118442;0.121471;0.116289;0.116376;0.119727;0.12294;0.12601;0.127971;0.129944;km^3;223;Municipal;Missouri_River
CO2B;WY;water_td_muni_W;UsaColoRN;UsaColoRN;0.0159753;0.0169152;0.0177297;0.0181831;0.0174074;0.0174204;0.017922;0.0184029;0.0188625;0.019156;0.0194514;km^3;220;Municipal;Upper_Colorado_River
CO2B;WY;water_td_muni_W;UsaPacNW;UsaPacNW;0.00743107;0.00786823;0.00824711;0.00845803;0.0080972;0.00810325;0.00833657;0.00856028;0.00877407;0.00891057;0.00904797;km^3;229;Municipal;Pacific_Northwest
CO2B;WY;water_td_pri_W;GreatBasin;GreatBasin;0.00412633;0.0115942;0.00396958;0.00625488;0.00627745;0.0061727;0.00559188;0.00419857;0.00316323;0.00181593;7.09E-04;km^3;222;Mining;Great
CO2B;WY;water_td_pri_W;MissouriR;MissouriR;0.102006;0.286617;0.0981312;0.154626;0.155184;0.152594;0.138236;0.103792;0.0781976;0.0448914;0.0175168;km^3;223;Mining;Missouri_River
CO2B;WY;water_td_pri_W;UsaColoRN;UsaColoRN;0.0151664;0.0426145;0.0145903;0.0229899;0.0230729;0.0226878;0.020553;0.0154319;0.0116265;0.0066745;0.00260442;km^3;220;Mining;Upper_Colorado_River
CO2B;WY;water_td_pri_W;UsaPacNW;UsaPacNW;0.00824144;0.0231568;0.00792836;0.0124927;0.0125378;0.0123286;0.0111685;0.00838573;0.00631786;0.00362693;0.00141525;km^3;229;Mining;Pacific_Northwest
CO2B_W;AK;water_td_an_W;PacArctic;PacArctic;5.36E-04;3.38E-04;3.21E-04;1.67E-04;1.77E-04;1.87E-04;1.96E-04;2.06E-04;2.11E-04;2.18E-04;2.24E-04;km^3;7;Livestock;Pacific_and_Arctic_Coast
CO2B_W;AK;water_td_elec_W;PacArctic;PacArctic;0.0744283;0.113127;0.100494;0.148046;0.0425075;0.0614356;0.0165773;0.0093617;0.00538567;0.00251508;0.00309068;km^3;7;Electricity;Pacific_and_Arctic_Coast
CO2B_W;AK;water_td_ind_W;PacArctic;PacArctic;0.154012;0.0112733;0.0107483;0.0115357;0.01116;0.0112945;0.0115488;0.0119211;0.0122557;0.0124141;0.015517;km^3;7;Manufacturing;Pacific_and_Arctic_Coast
CO2B_W;AK;water_td_muni_W;PacArctic;PacArctic;0.136729;0.12413;0.129656;0.152797;0.14703;0.144753;0.147054;0.150192;0.153491;0.156361;0.158753;km^3;7;Municipal;Pacific_and_Arctic_Coast
CO2B_W;AK;water_td_pri_W;PacArctic;PacArctic;0.409034;0.314062;0.260336;0.232165;0.232996;0.22908;0.208401;0.156482;0.117534;0.0689599;0.0258702;km^3;7;Mining;Pacific_and_Arctic_Coast
CO2B_W;AL;water_td_an_W;TennR;TennR;0.0147563;0.00806779;0.00865714;0.00856348;0.00907259;0.00961672;0.0100501;0.0105703;0.0108373;0.0112029;0.011486;km^3;230;Livestock;Tennessee_River
CO2B_W;AL;water_td_an_W;UsaCstSE;UsaCstSE;0.0431775;0.0236066;0.0253311;0.025057;0.0265467;0.0281388;0.029407;0.0309291;0.0317104;0.0288574;5.80E-04;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;AL;water_td_an_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;0.00392252;0.0330288;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;AL;water_td_elec_W;TennR;TennR;1.58254;2.75343;2.63383;2.24326;1.98741;1.96861;1.50663;0.810693;0.24886;0.0527572;0.0776102;km^3;230;Electricity;Tennessee_River
CO2B_W;AL;water_td_elec_W;UsaCstSE;UsaCstSE;5.31116;9.2408;8.83939;7.52859;6.66993;6.60686;5.0564;2.72077;0.835198;0.155871;0.00449247;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;AL;water_td_elec_W;UsaCstSE;desalination;0;0;0;0;0;0;1.06E-10;3.24E-10;4.65E-10;0.0211872;0.255975;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;AL;water_td_ind_W;TennR;TennR;0.247544;0.173801;0.181383;0.155926;0.161524;0.173455;0.182316;0.184071;0.186281;0.18798;0.196392;km^3;230;Manufacturing;Tennessee_River
CO2B_W;AL;water_td_ind_W;UsaCstSE;UsaCstSE;0.835516;0.586618;0.612207;0.526285;0.545178;0.585446;0.615357;0.621279;0.628738;0.558552;0.0114329;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;AL;water_td_ind_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;3.50E-10;0.0759226;0.651432;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;AL;water_td_irr_TennR_W;TennR;TennR;0.0413555;0.0500426;0.0463985;0.0484971;0.0518829;0.0559924;0.0598845;0.0707051;0.0807601;0.0951965;0.112555;km^3;230;Irrigation;Tennessee_River
CO2B_W;AL;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;0.0778128;0.144378;0.146006;0.150854;0.163305;0.177471;0.191602;0.212405;0.233633;0.232345;0.216735;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;AL;water_td_irr_UsaCstSE_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;4.93E-10;1.93E-07;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;AL;water_td_muni_W;TennR;TennR;0.230115;0.263373;0.272225;0.250038;0.253434;0.259932;0.268979;0.27512;0.281949;0.247393;0.242368;km^3;230;Municipal;Tennessee_River
CO2B_W;AL;water_td_muni_W;UsaCstSE;UsaCstSE;0.784767;0.898186;0.928375;0.852709;0.86429;0.886452;0.917304;0.938246;0.961535;0.742731;0.0142561;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;AL;water_td_muni_W;UsaCstSE;desalination;0;0;0;0;0;0;0;1.12E-10;5.36E-10;0.100958;0.812295;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;AL;water_td_pri_W;TennR;TennR;0.00487275;0.0100171;0.00486693;0.00951932;0.00955336;0.0093928;0.00854492;0.00641613;0.00481916;0.00282752;0.00106074;km^3;230;Mining;Tennessee_River
CO2B_W;AL;water_td_pri_W;UsaCstSE;UsaCstSE;0.016635;0.0341973;0.0166151;0.0324979;0.0326141;0.032066;0.0291714;0.0219039;0.0164521;0.00849775;6.25E-05;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;AL;water_td_pri_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;0.00115508;0.00355879;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;AR;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.0474009;0.0333646;0.0381133;0.033338;0.03532;0.0374383;0.0391255;0.0411507;0.0421902;0.0436132;0.0447156;km^3;224;Livestock;Arkansas_White_Red
CO2B_W;AR;water_td_an_W;MissppRS;MissppRS;0.0147917;0.0104116;0.0118935;0.0104033;0.0110218;0.0116828;0.0122093;0.0128413;0.0131657;0.0136098;0.0139537;km^3;219;Livestock;Lower_Mississippi_River
CO2B_W;AR;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.190948;0.243707;0.296695;0.236983;0.214006;0.202873;0.104474;0.0517009;0.0415668;0.0563078;0.0790222;km^3;224;Electricity;Arkansas_White_Red
CO2B_W;AR;water_td_elec_W;MissppRS;MissppRS;0.150672;0.192302;0.234114;0.186996;0.168866;0.160081;0.0824377;0.0407957;0.0327992;0.0444309;0.0623542;km^3;219;Electricity;Lower_Mississippi_River
CO2B_W;AR;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.136893;0.137642;0.208809;0.121131;0.12365;0.130119;0.135899;0.137243;0.138262;0.139336;0.144376;km^3;224;Manufacturing;Arkansas_White_Red
CO2B_W;AR;water_td_ind_W;MissppRS;MissppRS;0.10812;0.108712;0.164921;0.0956713;0.0976603;0.10277;0.107335;0.108397;0.109201;0.11005;0.114031;km^3;219;Manufacturing;Lower_Mississippi_River
CO2B_W;AR;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;0.842032;1.85339;1.94672;2.11517;2.07739;1.94686;1.80357;1.76267;1.46451;1.01896;0.395027;km^3;224;Irrigation;Arkansas_White_Red
CO2B_W;AR;water_td_irr_MissppRS_W;MissppRS;MissppRS;9.62077;14.0653;13.3357;14.1215;14.75;15.2778;14.6222;12.532;10.4278;7.94706;3.6131;km^3;219;Irrigation;Lower_Mississippi_River
CO2B_W;AR;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.278576;0.32729;0.342478;0.291592;0.283935;0.278205;0.272786;0.250494;0.231896;0.21147;0.193115;km^3;224;Municipal;Arkansas_White_Red
CO2B_W;AR;water_td_muni_W;MissppRS;MissppRS;0.217571;0.255617;0.267479;0.227737;0.221756;0.217281;0.213048;0.195638;0.181113;0.16516;0.150825;km^3;219;Municipal;Lower_Mississippi_River
CO2B_W;AR;water_td_pri_W;ArkWhtRedR;ArkWhtRedR;0.00139644;0.00107565;0.0246995;0.00223946;0.00224747;0.0022097;0.00201023;0.00150942;0.00113373;6.65E-04;2.50E-04;km^3;224;Mining;Arkansas_White_Red
CO2B_W;AR;water_td_pri_W;MissppRS;MissppRS;0.0012652;9.75E-04;0.0223782;0.002029;0.00203625;0.00200203;0.00182131;0.00136757;0.00102718;6.03E-04;2.26E-04;km^3;219;Mining;Lower_Mississippi_River
CO2B_W;AZ;water_td_an_W;MexCstNW;MexCstNW;5.53E-04;2.95E-04;7.19E-04;0.00103627;0.00109787;0.00116372;0.00121616;0.00127911;0.00131142;0.00135566;0.00138992;km^3;96;Livestock;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_an_W;UsaColoRN;UsaColoRN;4.79E-04;2.55E-04;6.23E-04;8.98E-04;9.51E-04;0.00100802;0.00105345;0.00110798;0.00113596;0.00117428;0.00120396;km^3;220;Livestock;Upper_Colorado_River
CO2B_W;AZ;water_td_an_W;UsaColoRS;UsaColoRS;0.0255828;0.0136254;0.0332621;0.047926;0.0507753;0.0538206;0.0562461;0.0591575;0.0606518;0.0626976;0.0642823;km^3;221;Livestock;Lower_Colorado_River
CO2B_W;AZ;water_td_elec_W;MexCstNW;MexCstNW;0.00250299;0.00323489;0.0036441;0.00334117;0.00312725;0.00345532;0.00313167;0.00263066;0.0023878;0.00268284;0.0025385;km^3;96;Electricity;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_elec_W;UsaColoRN;UsaColoRN;0.00398597;0.0051515;0.00580317;0.00532076;0.00498008;0.00550254;0.00498712;0.00418928;0.00380252;0.00427238;0.00404252;km^3;220;Electricity;Upper_Colorado_River
CO2B_W;AZ;water_td_elec_W;UsaColoRS;UsaColoRS;0.330404;0.427016;0.481035;0.441047;0.412808;0.456115;0.413391;0.347257;0.315198;0.354145;0.335091;km^3;221;Electricity;Lower_Colorado_River
CO2B_W;AZ;water_td_ind_W;MexCstNW;MexCstNW;0.00755946;0.0010411;5.99E-04;2.84E-04;3.30E-04;3.78E-04;4.35E-04;4.96E-04;5.69E-04;6.75E-04;8.00E-04;km^3;96;Manufacturing;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_ind_W;UsaColoRN;UsaColoRN;0.0026028;3.58E-04;2.06E-04;9.77E-05;1.14E-04;1.30E-04;1.50E-04;1.71E-04;1.96E-04;2.33E-04;2.76E-04;km^3;220;Manufacturing;Upper_Colorado_River
CO2B_W;AZ;water_td_ind_W;UsaColoRS;UsaColoRS;0.21504;0.0296157;0.0170439;0.00807341;0.00939995;0.0107563;0.0123817;0.0141147;0.0161968;0.0192094;0.0227684;km^3;221;Manufacturing;Lower_Colorado_River
CO2B_W;AZ;water_td_irr_MexCstNW_W;MexCstNW;MexCstNW;0.0332318;0.0394159;0.0392552;0.0411605;0.0429808;0.0454134;0.0475054;0.0587085;0.0679312;0.0788131;0.0905139;km^3;96;Irrigation;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_irr_UsaColoRN_W;UsaColoRN;UsaColoRN;0.00147573;0.00165235;0.00172336;0.00177805;0.00189949;0.00221773;0.00229081;0.00298547;0.00328868;0.00338181;0.00269413;km^3;220;Irrigation;Upper_Colorado_River
CO2B_W;AZ;water_td_irr_UsaColoRS_W;UsaColoRS;UsaColoRS;2.11491;2.4427;2.06644;2.12804;2.08491;2.33923;2.5581;3.35338;3.7766;3.96746;3.00763;km^3;221;Irrigation;Lower_Colorado_River
CO2B_W;AZ;water_td_muni_W;MexCstNW;MexCstNW;0.00489021;0.00792115;0.00821558;0.00807353;0.00842612;0.00892225;0.00932165;0.00949866;0.00962333;0.00945554;0.00857415;km^3;96;Municipal;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_muni_W;UsaColoRN;UsaColoRN;0.0120641;0.0195415;0.0202678;0.0199174;0.0207872;0.0220112;0.0229965;0.0234332;0.0237407;0.0233268;0.0211524;km^3;220;Municipal;Upper_Colorado_River
CO2B_W;AZ;water_td_muni_W;UsaColoRS;UsaColoRS;1.00323;1.62503;1.68544;1.6563;1.72863;1.83041;1.91235;1.94866;1.97424;1.93982;1.759;km^3;221;Municipal;Lower_Colorado_River
CO2B_W;AZ;water_td_pri_W;MexCstNW;MexCstNW;9.31E-04;9.08E-04;5.09E-04;5.26E-04;5.28E-04;5.19E-04;4.72E-04;3.54E-04;2.66E-04;1.56E-04;5.86E-05;km^3;96;Mining;Mexico_Northwest_Coast
CO2B_W;AZ;water_td_pri_W;UsaColoRN;UsaColoRN;0.00203541;0.00198335;0.00111314;0.00114889;0.001153;0.00113362;0.00103129;7.74E-04;5.82E-04;3.41E-04;1.28E-04;km^3;220;Mining;Upper_Colorado_River
CO2B_W;AZ;water_td_pri_W;UsaColoRS;UsaColoRS;0.165371;0.161141;0.0904389;0.0933439;0.0936776;0.0921032;0.0837892;0.0629148;0.0472553;0.0277258;0.0104013;km^3;221;Mining;Lower_Colorado_River
CO2B_W;CA;water_td_an_W;California;California;0.21093;0.216543;0.235587;0.229595;0.242867;0.24709;0.141389;0.0226208;0.00213273;1.28E-04;7.84E-06;km^3;217;Livestock;California_River
CO2B_W;CA;water_td_an_W;California;desalination;0;0;4.80E-09;2.21E-06;3.80E-04;0.0107453;0.128066;0.260782;0.288429;0.300234;0.307946;km^3;217;Livestock;California_River
CO2B_W;CA;water_td_an_W;GreatBasin;GreatBasin;8.45E-04;8.68E-04;9.44E-04;9.20E-04;9.75E-04;0.00103323;0.00107979;0.00113568;0.00116437;0.00120364;0.00107554;km^3;222;Livestock;Great
CO2B_W;CA;water_td_an_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;1.59E-04;km^3;222;Livestock;Great
CO2B_W;CA;water_td_an_W;UsaColoRS;UsaColoRS;0.00401388;0.00412071;0.0044831;0.00436911;0.00462871;0.0049052;0.00512415;0.0053798;0.00547733;0.00517777;5.61E-04;km^3;221;Livestock;Lower_Colorado_River
CO2B_W;CA;water_td_an_W;UsaColoRS;desalination;0;0;0;0;1.44E-07;1.27E-06;3.44E-06;1.32E-05;5.19E-05;5.38E-04;0.0052995;km^3;221;Livestock;Lower_Colorado_River
CO2B_W;CA;water_td_an_W;UsaPacNW;UsaPacNW;1.95E-05;2.00E-05;2.18E-05;2.12E-05;2.25E-05;2.38E-05;2.49E-05;2.62E-05;2.69E-05;2.78E-05;2.84E-05;km^3;229;Livestock;Pacific_Northwest
CO2B_W;CA;water_td_an_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;8.13E-08;km^3;229;Livestock;Pacific_Northwest
CO2B_W;CA;water_td_elec_W;California;California;0.129539;0.149783;0.158247;0.121661;0.0807765;0.0827632;0.0448362;0.00741749;8.41E-04;7.98E-05;7.29E-06;km^3;217;Electricity;California_River
CO2B_W;CA;water_td_elec_W;California;desalination;0;0;3.23E-09;1.17E-06;1.26E-04;0.00359914;0.0406113;0.085512;0.113685;0.18728;0.286332;km^3;217;Electricity;California_River
CO2B_W;CA;water_td_elec_W;GreatBasin;GreatBasin;3.42E-04;3.96E-04;4.18E-04;3.21E-04;2.14E-04;2.28E-04;2.26E-04;2.45E-04;3.02E-04;4.95E-04;6.59E-04;km^3;222;Electricity;Great
CO2B_W;CA;water_td_elec_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;9.71E-05;km^3;222;Electricity;Great
CO2B_W;CA;water_td_elec_W;UsaColoRS;UsaColoRS;0.00170216;0.00196818;0.00207939;0.00159866;0.00106305;0.00113452;0.00112204;0.00121812;0.00149076;0.00223023;3.60E-04;km^3;221;Electricity;Lower_Colorado_River
CO2B_W;CA;water_td_elec_W;UsaColoRS;desalination;0;0;0;0;3.31E-08;2.94E-07;7.54E-07;2.99E-06;1.41E-05;2.32E-04;0.00340255;km^3;221;Electricity;Lower_Colorado_River
CO2B_W;CA;water_td_elec_W;UsaPacNW;UsaPacNW;1.53E-05;1.77E-05;1.87E-05;1.44E-05;9.56E-06;1.02E-05;1.01E-05;1.10E-05;1.35E-05;2.21E-05;3.37E-05;km^3;229;Electricity;Pacific_Northwest
CO2B_W;CA;water_td_elec_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;9.66E-08;km^3;229;Electricity;Pacific_Northwest
CO2B_W;CA;water_td_ind_W;California;California;0.175939;0.0986406;0.546729;0.544197;0.596637;0.626989;0.359946;0.0571417;0.0054957;3.34E-04;2.17E-05;km^3;217;Manufacturing;California_River
CO2B_W;CA;water_td_ind_W;California;desalination;0;0;1.11E-08;5.25E-06;9.33E-04;0.027266;0.326029;0.658754;0.743235;0.783929;0.8533;km^3;217;Manufacturing;California_River
CO2B_W;CA;water_td_ind_W;GreatBasin;GreatBasin;4.08E-04;2.29E-04;0.00126675;0.0012609;0.00138455;0.00151589;0.00158938;0.00165871;0.00173479;0.00181711;0.00172314;km^3;222;Manufacturing;Great
CO2B_W;CA;water_td_ind_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;2.54E-04;km^3;222;Manufacturing;Great
CO2B_W;CA;water_td_ind_W;UsaColoRS;UsaColoRS;0.00143359;8.04E-04;0.00445486;0.00443428;0.00486898;0.00532962;0.00558571;0.00581898;0.00604354;0.00578888;6.65E-04;km^3;221;Manufacturing;Lower_Colorado_River
CO2B_W;CA;water_td_ind_W;UsaColoRS;desalination;0;0;0;0;1.51E-07;1.38E-06;3.75E-06;1.43E-05;5.73E-05;6.01E-04;0.00628777;km^3;221;Manufacturing;Lower_Colorado_River
CO2B_W;CA;water_td_ind_W;UsaPacNW;UsaPacNW;2.29E-04;1.29E-04;7.12E-04;7.09E-04;7.78E-04;8.52E-04;8.94E-04;9.33E-04;9.75E-04;0.0010217;0.0011085;km^3;229;Manufacturing;Pacific_Northwest
CO2B_W;CA;water_td_ind_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;3.17E-06;km^3;229;Manufacturing;Pacific_Northwest
CO2B_W;CA;water_td_irr_California_W;California;California;19.1514;24.7351;25.3184;25.1579;24.5478;24.082;21.8149;21.2912;18.4454;14.6392;10.1018;km^3;217;Irrigation;California_River
CO2B_W;CA;water_td_irr_California_W;California;desalination;0;0;0;0;6.00E-10;1.64E-08;3.09E-07;3.84E-06;3.90E-05;5.37E-04;0.00619677;km^3;217;Irrigation;California_River
CO2B_W;CA;water_td_irr_GreatBasin_W;GreatBasin;GreatBasin;0.0154291;0.0156155;0.0159911;0.0157561;0.016535;0.0181449;0.0182505;0.0215405;0.0234934;0.0244943;0.0180084;km^3;222;Irrigation;Great
CO2B_W;CA;water_td_irr_UsaColoRS_W;UsaColoRS;UsaColoRS;0.308009;0.351665;0.292927;0.301658;0.295545;0.331597;0.362622;0.475357;0.535349;0.562405;0.426345;km^3;221;Irrigation;Lower_Colorado_River
