scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
CO2B;MS;coal_base_conv pul_CCS;0;0;0;0;0;0;5.95E-04;0.001582527;0.002370295;0.002732967;0.002602299;EJ;coal;w/ CCS;c coal;Southeast
CO2B;MS;coal_base_conv pul_retire_2020;0.002838772;0.006033703;0.005350307;0.003902282;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_int_IGCC_CCS;0;0;0;0;0;0;1.29E-04;4.36E-04;9.05E-04;0.002112951;0.003593299;EJ;coal;w/ CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul;0.01546113;0.02454838;0.01938893;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul 1976-1980;0;0;0;5.87E-04;5.86E-04;5.86E-04;3.24E-04;7.79E-05;1.67E-05;1.10E-06;1.69E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul 1981-1985;0;0;0;6.43E-04;6.43E-04;6.43E-04;3.56E-04;8.56E-05;1.86E-05;1.29E-06;2.34E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul 2001-2005;0;0;0;0.001484516;0.001483986;0.001483953;8.22E-04;1.98E-04;4.34E-05;3.14E-06;6.60E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul_CCS;0;0;0;0;0;0;1.50E-04;4.84E-04;9.67E-04;0.002135093;0.003496874;EJ;coal;w/ CCS;c coal;Southeast
CO2B;MS;coal_int_conv pul_retire_2020;0.003279638;0.005207222;0.004112791;5.76E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_peak_conv pul;1.22E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_peak_conv pul_retire_2020;2.58E-05;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_subpeak_conv pul;9.05E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;coal_subpeak_conv pul_retire_2020;1.92E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;MS;gas_base_CC;0;0;0.016017214;0.007301157;0.012589208;0.015902234;0.017534896;0.014298526;0.007119477;0.001377084;6.24E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;gas_base_CC_CCS;0;0;0;0;0;0;0.002438147;0.006822445;0.011426201;0.017675298;0.024467011;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;MS;gas_int_CC;0.013639133;0.039137797;0.071911253;0.134160811;0.126830175;0.123824467;0.103144976;0.084519762;0.062586549;0.024832449;0.010565098;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;gas_int_CC_CCS;0;0;0;0;0;0;0.00148444;0.004687597;0.009555079;0.023043093;0.040747996;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;MS;gas_peak_CC;5.33E-04;0.001971315;4.87E-04;0.001508852;0.00128388;0.001168862;9.05E-04;6.63E-04;4.13E-04;9.53E-05;2.82E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;gas_peak_CC_CCS;0;0;0;0;0;0;2.06E-07;5.37E-07;1.07E-06;2.44E-06;5.09E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;MS;gas_peak_steam/CT;3.95E-04;6.93E-04;3.77E-04;7.97E-04;6.38E-04;5.52E-04;1.89E-04;9.67E-05;4.23E-05;8.22E-06;5.46E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;gas_subpeak_CC;0.003550511;0.013120951;0.0099345;0.010183687;0.008854542;0.008172191;0.006591295;0.005095934;0.003456416;0.001043256;4.00E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.17E-05;3.08E-05;6.18E-05;1.55E-04;3.00E-04;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;MS;gas_subpeak_steam/CT;0.002630363;0.004615219;0.007699921;0.00538235;0.004577992;0.004060544;0.001616568;9.09E-04;4.45E-04;1.31E-04;8.65E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;MS;nuc_base_Gen II;0.0283246;0.0376137;0.0360904;0.0439226;0.0439223;0.0439223;0.0439226;0.0439226;0.0439226;0;0;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;MS;nuc_base_Gen III;0;0;0;0;0;0;0.00302494;0.00899095;0.01504428;0.02452664;0.03706731;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;MS;refined liquids_base_steam/CT;0;0;0;6.68E-05;8.00E-06;6.43E-06;9.91E-06;6.48E-06;1.99E-06;1.98E-07;3.45E-08;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;MS;refined liquids_int_steam/CT;0.002153522;0.004627424;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;MS;refined liquids_peak_steam/CT;0;0;1.66E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;MS;refined liquids_subpeak_steam/CT;5.38E-04;0.001156905;1.66E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;MS;rooftop_pv;0;0;0;0;1.57E-04;4.55E-04;0.00223507;0.00281106;0.0040573;0.00526931;0.00551319;EJ;rooftop_pv;no CCS;h solar;Southeast
CO2B;MS;wind_base;0;0;0;0;0.00153502;0.00263592;0.006422;0.01180697;0.01515338;0.0184247;0.02127304;EJ;wind;no CCS;g wind;Southeast
CO2B;MS;wind_base_offshore;0;0;0;0;0;6.64E-05;6.82E-04;0.001939791;0.003030171;0.004399331;0.004815593;EJ;wind;no CCS;g wind;Southeast
CO2B;MS;wind_base_storage;0;0;0;0;3.26E-05;5.25E-05;1.18E-04;2.36E-04;3.46E-04;5.07E-04;7.20E-04;EJ;wind;no CCS;g wind;Southeast
CO2B;MT;CSP_base_storage;0;0;0;0;1.37E-04;2.79E-04;7.39E-04;0.00123831;0.001764879;0.003199819;0.004631605;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;CSP_int;0;0;0;0;0.001748616;0.002700568;0.005140588;0.008666468;0.012488848;0.019355848;0.025552032;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;CSP_peak;0;0;0;0;1.42E-06;2.29E-06;4.61E-06;6.90E-06;9.54E-06;1.37E-05;1.95E-05;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;CSP_subpeak;3.17E-05;2.85E-05;4.20E-05;1.69E-04;1.86E-04;1.96E-04;2.19E-04;2.42E-04;2.72E-04;1.78E-04;2.42E-04;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;PV_base_storage;0;0;0;0;1.77E-05;3.75E-05;1.04E-04;1.79E-04;2.59E-04;4.79E-04;7.03E-04;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;PV_int;0;0;0;0;0.0102947;0.01565286;0.0231488;0.03155206;0.04009867;0.05373227;0.05757917;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;PV_peak;0;0;0;0;8.36E-06;1.33E-05;2.04E-05;2.59E-05;3.18E-05;4.00E-05;4.45E-05;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;PV_subpeak;0;0;0;0;9.98E-05;1.54E-04;2.24E-04;2.81E-04;3.47E-04;4.97E-04;5.40E-04;EJ;solar;no CCS;h solar;Northwest
CO2B;MT;biomass_base_IGCC;0;0;0;0;1.64E-05;5.12E-05;1.24E-04;1.14E-04;5.59E-05;4.56E-05;2.86E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B;MT;biomass_base_IGCC_CCS;0;0;0;0;0;0;1.09E-04;4.97E-04;0.001162978;0.00333111;0.006748229;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B;MT;biomass_base_conv;9.82E-05;0;0;0;3.32E-05;8.09E-05;1.87E-04;1.22E-04;5.09E-05;3.37E-05;1.94E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B;MT;biomass_base_conv_CCS;0;0;0;0;0;0;2.05E-04;0.001223175;0.002883055;0.007327767;0.014419589;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B;MT;biomass_int_IGCC;0;0;0;0;1.93E-05;3.20E-05;5.26E-05;7.66E-05;5.07E-05;4.20E-05;3.92E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B;MT;biomass_int_IGCC_CCS;0;0;0;0;0;0;1.33E-05;5.15E-05;1.17E-04;3.20E-04;6.93E-04;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B;MT;biomass_int_conv;9.82E-05;0;0;0;5.37E-05;7.89E-05;1.28E-04;1.41E-04;6.31E-05;4.35E-05;3.54E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B;MT;biomass_int_conv_CCS;0;0;0;0;0;0;2.44E-05;1.01E-04;2.26E-04;5.93E-04;0.001256499;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B;MT;coal_base_IGCC_CCS;0;0;0;0;0;0;0.001257724;0.002485629;0.003539598;0.004878214;0.005113638;EJ;coal;w/ CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul;0.01809622;0.02158854;0.0178659;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 1956-1960;0;0;0;2.15E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 1971-1975;0;0;0;0.001434561;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 1976-1980;0;0;0;0.001581048;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 1981-1985;0;0;0;0.004411523;0.004408091;0.004407503;0.001021135;5.07E-05;4.56E-06;1.83E-07;3.27E-08;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 1986-1990;0;0;0;0.004402603;0.004399204;0.004398682;0.001019175;5.06E-05;4.56E-06;1.85E-07;3.39E-08;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 2006-2010;0;0;0;1.34E-04;1.34E-04;1.34E-04;3.11E-05;1.54E-06;1.39E-07;5.70E-09;1.01E-09;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul 2011-2015;0;0;0;4.96E-06;4.96E-06;4.95E-06;1.15E-06;5.70E-08;5.15E-09;1.96E-10;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul before 1950;0;0;0;8.11E-06;7.43E-06;5.76E-06;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul_CCS;0;0;0;0;0;0;0.001393318;0.002643603;0.003576355;0.004334457;0.004073964;EJ;coal;w/ CCS;c coal;Northwest
CO2B;MT;coal_base_conv pul_retire_2020;0.003601611;0.004296674;0.003555784;0.002426528;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_IGCC_CCS;0;0;0;0;0;0;2.50E-04;6.78E-04;0.001182002;0.00211354;0.003149603;EJ;coal;w/ CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul;0.02674226;0.0388221;0.04471095;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 1956-1960;0;0;0;7.30E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 1971-1975;0;0;0;0.00487015;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 1976-1980;0;0;0;0.005367436;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 1981-1985;0;0;0;0.01497654;0.01497455;0.0149741;0.009827943;0.001885643;2.50E-04;1.23E-05;2.08E-06;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 1986-1990;0;0;0;0.0149462;0.01494442;0.01494419;0.009809059;0.001882684;2.50E-04;1.24E-05;2.15E-06;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 2006-2010;0;0;0;4.56E-04;4.56E-04;4.56E-04;2.99E-04;5.75E-05;7.64E-06;3.82E-07;6.89E-08;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul 2011-2015;0;0;0;1.68E-05;1.68E-05;1.68E-05;1.11E-05;2.12E-06;2.82E-07;1.41E-08;2.55E-09;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul before 1950;0;0;0;2.75E-05;2.52E-05;1.96E-05;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul_CCS;0;0;0;0;0;0;2.93E-04;7.61E-04;0.001281138;0.002170665;0.003074322;EJ;coal;w/ CCS;c coal;Northwest
CO2B;MT;coal_int_conv pul_retire_2020;0.005322408;0.007726616;0.008898643;0.008237722;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_peak_conv pul;7.23E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_peak_conv pul_retire_2020;1.44E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_subpeak_conv pul;0.00507593;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;coal_subpeak_conv pul_retire_2020;0.001010244;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B;MT;gas_base_CC;0;0;4.84E-05;4.71E-04;0.005013378;0.013413948;0.015405438;0.008935912;0.003831782;0.001808145;9.62E-04;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;gas_base_CC_CCS;0;0;0;0;0;0;0.004450419;0.008529417;0.013190329;0.024937348;0.034339295;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B;MT;gas_int_CC;1.08E-04;6.63E-05;2.15E-04;0.002237177;0.016999419;0.026345157;0.031752266;0.034189851;0.02871136;0.010386715;0.004418011;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;gas_int_CC_CCS;0;0;0;0;0;0;0.002525575;0.00645095;0.011091761;0.020501723;0.032121561;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B;MT;gas_peak_CC;3.00E-06;2.30E-06;3.30E-06;4.39E-05;3.70E-05;3.37E-05;2.51E-05;1.56E-05;6.48E-06;8.16E-07;2.68E-07;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;gas_peak_CC_CCS;0;0;0;0;0;0;8.94E-09;1.94E-08;3.30E-08;5.75E-08;1.02E-07;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B;MT;gas_peak_steam/CT;2.20E-06;8.00E-07;2.60E-06;2.32E-05;1.66E-05;1.42E-05;4.48E-06;1.60E-06;4.58E-07;9.84E-08;8.68E-08;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;gas_subpeak_CC;2.06E-05;1.63E-05;2.98E-05;2.32E-04;2.03E-04;1.89E-04;1.53E-04;1.08E-04;5.46E-05;1.39E-05;6.53E-06;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;gas_subpeak_CC_CCS;0;0;0;0;0;0;7.74E-07;1.71E-06;3.01E-06;6.67E-06;1.07E-05;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B;MT;gas_subpeak_steam/CT;1.53E-05;5.70E-06;2.31E-05;1.22E-04;9.93E-05;8.81E-05;3.54E-05;1.56E-05;6.21E-06;3.69E-06;2.32E-06;EJ;gas;no CCS;b natural gas;Northwest
CO2B;MT;hydro_base;0.0274152;0.0352131;0.0343924;0.0360821;0.042133;0.0420683;0.0420225;0.0420287;0.0419345;0.0415828;0.0416291;EJ;hydro;no CCS;f hydro;Northwest
CO2B;MT;hydro_int;0.00895483;0;0;0;0;0;0;0;0;0;0;EJ;hydro;no CCS;f hydro;Northwest
CO2B;MT;refined liquids_base_steam/CT;0;0;0;0.00334037;2.19E-04;1.52E-04;1.05E-04;6.61E-05;2.19E-05;2.69E-06;6.39E-07;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B;MT;refined liquids_int_steam/CT;1.03E-04;0.00217391;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B;MT;refined liquids_peak_steam/CT;0;0;0.00128858;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B;MT;refined liquids_subpeak_steam/CT;2.57E-05;5.44E-04;0.00128859;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B;MT;rooftop_pv;0;0;0;0;2.80E-05;5.23E-05;1.16E-04;2.25E-04;3.61E-04;4.92E-04;5.53E-04;EJ;rooftop_pv;no CCS;h solar;Northwest
CO2B;MT;wind_base;0;0;0.0033668;0.00716342;0.01587571;0.03404251;0.08927471;0.14445051;0.19679541;0.30325799;0.4001217;EJ;wind;no CCS;g wind;Northwest
CO2B;MT;wind_base_storage;0;0;0;0;1.71E-04;4.81E-04;0.001447614;0.002519594;0.003658834;0.006726544;0.009875524;EJ;wind;no CCS;g wind;Northwest
CO2B;NC;PV_base_storage;0;0;0;0;1.15E-04;1.59E-04;3.37E-04;6.93E-04;0.00105616;0.001620629;0.002240285;EJ;solar;no CCS;h solar;Southeast
CO2B;NC;PV_int;0;0;0;0;0.0060991;0.01292014;0.03182474;0.05376594;0.07555824;0.11758774;0.15721474;EJ;solar;no CCS;h solar;Southeast
CO2B;NC;PV_peak;0;0;0;0;2.87E-04;5.22E-04;9.69E-04;0.001316778;0.001667087;0.002280328;0.003002473;EJ;solar;no CCS;h solar;Southeast
CO2B;NC;PV_subpeak;0;0;1.04E-04;0.00612133;0.00810667;0.00976026;0.0128301;0.01533639;0.01793721;0.01736764;0.0227526;EJ;solar;no CCS;h solar;Southeast
CO2B;NC;biomass_base_IGCC;0;0;0;0;1.47E-04;1.92E-04;4.15E-04;5.67E-04;2.38E-04;9.55E-05;6.90E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;NC;biomass_base_IGCC_CCS;0;0;0;0;0;0;2.63E-04;0.001820861;0.004275625;0.008707236;0.016841176;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;NC;biomass_base_conv;2.21E-04;9.97E-04;0.001640788;0.001965139;5.18E-04;6.45E-04;0.001743745;7.81E-04;2.15E-04;7.19E-05;4.79E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;NC;biomass_base_conv_CCS;0;0;0;0;0;0;5.00E-04;0.004615762;0.010800865;0.020066516;0.037338716;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;NC;biomass_int_IGCC;0;0;0;0;7.16E-05;1.13E-04;1.69E-04;2.43E-04;1.92E-04;1.57E-04;1.35E-04;EJ;biomass;no CCS;d biomass;Southeast
CO2B;NC;biomass_int_IGCC_CCS;0;0;0;0;0;0;3.56E-05;1.45E-04;3.45E-04;0.001080005;0.002337464;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;NC;biomass_int_conv;2.21E-04;9.97E-04;0.001640788;0.001965139;0.001032333;0.001291729;0.001586742;8.86E-04;2.79E-04;1.66E-04;1.24E-04;EJ;biomass;no CCS;d biomass;Southeast
CO2B;NC;biomass_int_conv_CCS;0;0;0;0;0;0;6.70E-05;2.90E-04;6.85E-04;0.002043931;0.004344281;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;NC;coal_base_IGCC_CCS;0;0;0;0;0;0;0.002246702;0.006304704;0.009881407;0.012573541;0.013476833;EJ;coal;w/ CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul;0.0646108;0.1217493;0.1201882;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1951-1955;0;0;0;1.84E-04;1.75E-04;1.50E-04;4.25E-05;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1956-1960;0;0;0;0.001536104;0.001365417;9.90E-04;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1961-1965;0;0;0;0.006079558;0.005976148;0.005684563;0.002153073;9.55E-05;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1966-1970;0;0;0;0.03188628;0.0317902;0.03171219;0.01447665;0.001102811;7.98E-05;1.61E-06;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1971-1975;0;0;0;0.0353592;0.03526833;0.03523595;0.01619539;0.001270401;1.03E-04;2.71E-06;1.80E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1976-1980;0;0;0;0.005413113;0.00540063;0.005400664;0.002492596;1.99E-04;1.74E-05;6.03E-07;7.33E-08;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1981-1985;0;0;0;0.004640559;0.004629961;0.00463035;0.002137802;1.71E-04;1.50E-05;5.37E-07;7.28E-08;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1986-1990;0;0;0;2.83E-05;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 1991-1995;0;0;0;1.58E-04;1.57E-04;1.57E-04;7.27E-05;5.82E-06;5.14E-07;1.87E-08;2.74E-09;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul 2011-2015;0;0;0;0.01341562;0.0133852;0.01338702;0.006182141;4.95E-04;4.37E-05;1.59E-06;2.36E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul before 1950;0;0;0;5.89E-04;3.79E-04;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul_CCS;0;0;0;0;0;0;0.002453037;0.006594451;0.009951341;0.011542748;0.0110225;EJ;coal;w/ CCS;c coal;Southeast
CO2B;NC;coal_base_conv pul_retire_2020;0.01676475;0.03159066;0.03118556;0.02576294;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_IGCC_CCS;0;0;0;0;0;0;1.74E-04;5.88E-04;0.001219446;0.00283855;0.004818718;EJ;coal;w/ CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul;0.0746452;0.1050722;0.092389;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1951-1955;0;0;0;2.72E-05;2.59E-05;2.22E-05;7.53E-06;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1956-1960;0;0;0;2.27E-04;2.02E-04;1.46E-04;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1961-1965;0;0;0;8.97E-04;8.83E-04;8.40E-04;3.82E-04;5.10E-05;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1966-1970;0;0;0;0.004704468;0.004699275;0.004687005;0.002566474;5.89E-04;1.06E-04;4.24E-06;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1971-1975;0;0;0;0.005216872;0.005213412;0.005207804;0.002871185;6.79E-04;1.36E-04;7.13E-06;6.72E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1976-1980;0;0;0;7.99E-04;7.98E-04;7.98E-04;4.42E-04;1.06E-04;2.30E-05;1.58E-06;2.74E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1981-1985;0;0;0;6.85E-04;6.84E-04;6.84E-04;3.79E-04;9.14E-05;1.99E-05;1.41E-06;2.72E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1986-1990;0;0;0;4.17E-06;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 1991-1995;0;0;0;2.33E-05;2.33E-05;2.33E-05;1.29E-05;3.11E-06;6.81E-07;4.91E-08;1.02E-08;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul 2011-2015;0;0;0;0.001979325;0.001978623;0.001978575;0.001095995;2.65E-04;5.79E-05;4.19E-06;8.82E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul before 1950;0;0;0;8.68E-05;5.61E-05;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul_CCS;0;0;0;0;0;0;2.03E-04;6.54E-04;0.001303186;0.002868805;0.004690257;EJ;coal;w/ CCS;c coal;Southeast
CO2B;NC;coal_int_conv pul_retire_2020;0.01936846;0.02726345;0.02397242;0.003801038;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_peak_conv pul;5.88E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_peak_conv pul_retire_2020;1.53E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_subpeak_conv pul;0.004369952;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;coal_subpeak_conv pul_retire_2020;0.001133885;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;NC;gas_base_CC;0;0;0.00496365;0.0059603;0.03233244;0.04845421;0.05862463;0.05324315;0.028203637;0.005711607;0.002626067;EJ;gas;no CCS;b natural gas;Southeast
CO2B;NC;gas_base_CC_CCS;0;0;0;0;0;0;0.0100505;0.02845267;0.04805101;0.07476434;0.10366207;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;NC;gas_int_CC;5.88E-04;0.00766214;0.022285;0.109523;0.1108947;0.112651;0.09761841;0.08439724;0.06695368;0.02996341;0.013490282;EJ;gas;no CCS;b natural gas;Southeast
CO2B;NC;gas_int_CC_CCS;0;0;0;0;0;0;0.00201548;0.00632848;0.01288046;0.03097362;0.05467201;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;NC;gas_peak_CC;2.30E-05;3.86E-04;1.51E-04;0.00123176;0.001048079;9.54E-04;7.39E-04;5.41E-04;3.37E-04;7.78E-05;2.30E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;NC;gas_peak_CC_CCS;0;0;0;0;0;0;1.68E-07;4.38E-07;8.72E-07;1.99E-06;4.16E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;NC;gas_peak_steam/CT;1.70E-05;1.36E-04;1.17E-04;6.51E-04;5.22E-04;4.53E-04;1.57E-04;8.01E-05;3.49E-05;6.77E-06;4.49E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B;NC;gas_subpeak_CC;1.53E-04;0.00256871;0.00307867;0.00831346;0.007220918;0.00666641;0.005382536;0.004168878;0.002837146;8.71E-04;3.43E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B;NC;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.03E-05;2.73E-05;5.47E-05;1.37E-04;2.66E-04;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;NC;gas_subpeak_steam/CT;1.13E-04;9.04E-04;0.002386176;0.004393869;0.003738236;0.003323945;0.001342383;7.56E-04;3.72E-04;1.14E-04;7.65E-05;EJ;gas;no CCS;b natural gas;Southeast
