scenario;region;sector;subsector;output;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin;region_id;subRegion;basin_name
NDC_W;USA;FodderHerb;FodderHerb_RioGrande;FodderHerb;FodderHerb_RioGrande_RFD_lo;0.155532;0.167297;0.15975;0.15228;0.158976;0.168627;0.161647;0.169262;0.173297;0.175557;0.178416;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
NDC_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_IRR_hi;0.0004091;0.0004401;0.0004202;0.0004005;0.000429373;0.000476259;0.00044338;0.000481846;0.000504723;0.00052114;0.000539986;Mt;TennR;230;Tennessee_River;Tennessee River
NDC_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_IRR_lo;0.0002728;0.0002934;0.0002801;0.000267;0.000274446;0.000285333;0.000262627;0.000265079;0.000263032;0.000257277;0.000254313;Mt;TennR;230;Tennessee_River;Tennessee River
NDC_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_RFD_hi;0.0899163;0.0967175;0.0923544;0.0880356;0.0943819;0.104693;0.0974582;0.105916;0.11095;0.114598;0.118826;Mt;TennR;230;Tennessee_River;Tennessee River
NDC_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_RFD_lo;0.0599442;0.0644783;0.0615696;0.0586904;0.060327;0.0627209;0.0577287;0.0582681;0.0578183;0.0565548;0.0559052;Mt;TennR;230;Tennessee_River;Tennessee River
NDC_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_IRR_hi;0.0215216;0.0231494;0.0221052;0.0210716;0.0228242;0.025744;0.0231301;0.0238629;0.0240483;0.0235433;0.0219487;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
NDC_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_IRR_lo;0.0143478;0.0154329;0.0147368;0.0140477;0.0146174;0.0154676;0.0139463;0.014357;0.0144839;0.0143395;0.0143912;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
NDC_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_RFD_hi;0.193412;0.208042;0.198657;0.189367;0.205655;0.232209;0.212564;0.239327;0.257233;0.271427;0.293556;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
NDC_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_RFD_lo;0.128942;0.138695;0.132438;0.126245;0.13145;0.139115;0.125911;0.131662;0.13405;0.133951;0.138111;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_IRR_hi;0.383394;0.412393;0.39379;0.375375;0.403923;0.448051;0.346725;0.377243;0.391872;0.394965;0.366467;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_IRR_lo;0.255596;0.274929;0.262526;0.25025;0.258179;0.268424;0.20538;0.207534;0.204213;0.194921;0.193471;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_RFD_hi;0.26269;0.282559;0.269813;0.257196;0.276756;0.306991;0.237565;0.258475;0.268499;0.270622;0.284435;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_RFD_lo;0.175127;0.188373;0.179875;0.171464;0.176897;0.183916;0.14072;0.142196;0.139921;0.133554;0.13382;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_IRR_hi;1.04986;1.12927;1.07833;1.0279;1.07831;1.20035;1.13843;1.2642;1.33897;1.36447;1.2405;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_IRR_lo;0.699908;0.752848;0.718886;0.68527;0.703444;0.741353;0.699745;0.728604;0.740378;0.737968;0.717013;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_RFD_hi;0.0357706;0.0384762;0.0367405;0.0350224;0.0377604;0.0425306;0.0406485;0.0455619;0.0488909;0.0515912;0.053512;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_RFD_lo;0.0238471;0.0256508;0.0244937;0.0233483;0.0241357;0.0254798;0.0240779;0.0250652;0.0254782;0.0254607;0.0251763;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
NDC_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_IRR_hi;0.0072461;0.0077943;0.0074426;0.0070946;0.00747839;0.00786569;0.00675636;0.00695236;0.00686102;0.00649089;0.00568498;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_IRR_lo;0.0048308;0.0051962;0.0049617;0.0047297;0.00478033;0.00484069;0.00412472;0.00402522;0.0038777;0.00366555;0.0035056;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_RFD_hi;1.42646;1.53436;1.46514;1.39663;1.47232;1.60283;1.38045;1.45354;1.48197;1.48475;1.52085;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_RFD_lo;0.950975;1.02291;0.976761;0.931085;0.941074;0.960242;0.817698;0.799639;0.772286;0.732735;0.715526;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_IRR_hi;0.0000698;0.0000751;0.0000717;0.0000683;7.25513E-05;7.83902E-05;7.23852E-05;7.68575E-05;7.95933E-05;8.21902E-05;7.79102E-05;Mt;UsaCstNE;232;New_England;New England Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_IRR_lo;0.0000465;0.0000501;0.0000478;0.0000456;4.64469E-05;4.70465E-05;4.29545E-05;4.23676E-05;4.15687E-05;0.000040658;3.95705E-05;Mt;UsaCstNE;232;New_England;New England Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_RFD_hi;0.0801856;0.0862507;0.0823598;0.0785085;0.0833985;0.0901159;0.0832109;0.0883581;0.0915078;0.0945005;0.0967724;Mt;UsaCstNE;232;New_England;New England Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_RFD_lo;0.0534571;0.0575004;0.0549065;0.052339;0.0533066;0.0539879;0.0492894;0.0486088;0.0476868;0.0466367;0.0455293;Mt;UsaCstNE;232;New_England;New England Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_IRR_hi;0.0039906;0.0042925;0.0040988;0.0039072;0.00416273;0.00457209;0.00428956;0.0045923;0.00476493;0.00463555;0.00384862;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_IRR_lo;0.0026604;0.0028616;0.0027325;0.0026048;0.00266109;0.00274218;0.00254453;0.00253159;0.00249032;0.00241099;0.00229306;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_RFD_hi;0.0797728;0.0858067;0.0819358;0.0781043;0.0832271;0.0915256;0.0858973;0.092019;0.0955594;0.0981519;0.100514;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_RFD_lo;0.0531818;0.0572045;0.0546239;0.0520695;0.053197;0.0548324;0.0508806;0.0506227;0.0497981;0.0484386;0.0472894;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_IRR_hi;3.7521;4.03591;3.85384;3.67363;3.92655;4.30895;4.00136;4.33516;4.54185;4.71698;4.58815;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_IRR_lo;2.5014;2.69061;2.56923;2.44909;2.50977;2.58146;2.37018;2.38493;2.36691;2.3282;2.27315;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_RFD_hi;1.43483;1.54336;1.47373;1.40482;1.50154;1.64777;1.53015;1.6578;1.73687;1.80409;1.85543;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
NDC_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_RFD_lo;0.956552;1.0289;0.982489;0.936546;0.959752;0.987167;0.906372;0.912011;0.905122;0.890332;0.872939;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
NDC_W;USA;Forest;Forest_ArkWhtRedR;Forest;Forest_ArkWhtRedR;0.018219;0.0174878;0.0146341;0.015674;0.0166234;0.0177282;0.0198482;0.0210282;0.0221938;0.023352;0.0245198;billion m3;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
NDC_W;USA;Forest;Forest_California;Forest;Forest_California;0.0315789;0.0284339;0.0233286;0.0246481;0.0259128;0.0274058;0.0318389;0.0340387;0.0365014;0.0391029;0.0412639;billion m3;California;217;California_River;California River
NDC_W;USA;Forest;Forest_Caribbean;Forest;Forest_Caribbean;0.0004035;0.0004479;0.0003575;0.0003618;0.000379918;0.000390297;0.000413207;0.000412988;0.000418849;0.000424087;0.000425813;billion m3;Caribbean;101;Caribbean;Caribbean
NDC_W;USA;Forest;Forest_FraserR;Forest;Forest_FraserR;0.0000705;0.0000685;0.0000567;0.0000602;6.11907E-05;6.20271E-05;5.51404E-05;5.54729E-05;5.53711E-05;5.42913E-05;5.60233E-05;billion m3;FraserR;27;Fraser;Fraser
NDC_W;USA;Forest;Forest_GreatBasin;Forest;Forest_GreatBasin;0.0024482;0.0020926;0.0017205;0.0018068;0.00190287;0.00201957;0.00205326;0.00215649;0.0022389;0.00228903;0.00245241;billion m3;GreatBasin;222;Great;Great Basin
NDC_W;USA;Forest;Forest_GreatLakes;Forest;Forest_GreatLakes;0.03062;0.0263799;0.0221753;0.0236828;0.0245924;0.0254554;0.0261746;0.0263285;0.026564;0.0265324;0.0266986;billion m3;GreatLakes;227;Great_Lakes;Great Lakes Basin
NDC_W;USA;Forest;Forest_MexCstNW;Forest;Forest_MexCstNW;0.0000017;0.0000013;0.0000011;0.0000012;1.27632E-06;1.33666E-06;1.68048E-06;1.75667E-06;1.86039E-06;1.99413E-06;2.03155E-06;billion m3;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
NDC_W;USA;Forest;Forest_MissouriR;Forest;Forest_MissouriR;0.0130792;0.0123529;0.0102897;0.0109854;0.0116109;0.0123213;0.0139121;0.0146339;0.0154497;0.0162845;0.0170429;billion m3;MissouriR;223;Missouri_River;Missouri River
NDC_W;USA;Forest;Forest_MissppRN;Forest;Forest_MissppRN;0.0076865;0.0073062;0.0061603;0.0066588;0.00692928;0.00717553;0.00752317;0.00745947;0.00744879;0.0073386;0.00727704;billion m3;MissppRN;218;Upper_Mississippi;Upper Mississippi River
NDC_W;USA;Forest;Forest_MissppRS;Forest;Forest_MissppRS;0.0256817;0.0245261;0.0207218;0.0224131;0.0233187;0.0243286;0.02453;0.0254019;0.0263227;0.0270743;0.0288031;billion m3;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
NDC_W;USA;Forest;Forest_NelsonR;Forest;Forest_NelsonR;0.0044279;0.0040997;0.003382;0.0035865;0.00373111;0.0038505;0.00434407;0.00437615;0.00445716;0.00453571;0.00453208;billion m3;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
NDC_W;USA;Forest;Forest_OhioR;Forest;Forest_OhioR;0.0356098;0.035014;0.0295827;0.0319395;0.0333103;0.0348522;0.0372194;0.037733;0.0382695;0.0383733;0.0386485;billion m3;OhioR;228;Ohio_River;Ohio River
NDC_W;USA;Forest;Forest_PacArctic;Forest;Forest_PacArctic;0.0287226;0.0259163;0.0212344;0.0223589;0.0226515;0.0230128;0.000484509;0.000464825;0.000417551;0.000337248;0.000394936;billion m3;PacArctic;7;Pacific_and_Arctic_Coast;Pacific and Arctic Coast
NDC_W;USA;Forest;Forest_RioGrande;Forest;Forest_RioGrande;0.0023827;0.0021784;0.0017934;0.0019076;0.00202662;0.0021557;0.00261728;0.00278218;0.00296288;0.00317566;0.00329647;billion m3;RioGrande;231;Rio_Grande_River;Rio Grande River
NDC_W;USA;Forest;Forest_TennR;Forest;Forest_TennR;0.0133356;0.012141;0.0101065;0.0108134;0.0113477;0.0119455;0.0133553;0.0138807;0.0143932;0.0148761;0.0151946;billion m3;TennR;230;Tennessee_River;Tennessee River
NDC_W;USA;Forest;Forest_TexasCst;Forest;Forest_TexasCst;0.0102966;0.0100099;0.008286;0.0088048;0.00935199;0.00995472;0.0107596;0.0113942;0.0119959;0.0125275;0.0132304;billion m3;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
NDC_W;USA;Forest;Forest_UsaColoRN;Forest;Forest_UsaColoRN;0.008225;0.0075382;0.0062216;0.0066062;0.00692871;0.00730957;0.00666529;0.00691775;0.00707011;0.00705086;0.00752447;billion m3;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
NDC_W;USA;Forest;Forest_UsaColoRS;Forest;Forest_UsaColoRS;0.003537;0.0031127;0.0025764;0.0027049;0.00287153;0.00307166;0.00360209;0.00384795;0.00409382;0.00437867;0.0046894;billion m3;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
NDC_W;USA;Forest;Forest_UsaCstE;Forest;Forest_UsaCstE;0.0318659;0.0282871;0.0234348;0.0248635;0.0258986;0.0269821;0.0278711;0.0284688;0.0290151;0.0292951;0.0299087;billion m3;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
NDC_W;USA;Forest;Forest_UsaCstNE;Forest;Forest_UsaCstNE;0.0233104;0.0208941;0.0170959;0.0180135;0.0187818;0.019329;0.0207021;0.0209242;0.0213201;0.0217484;0.0219785;billion m3;UsaCstNE;232;New_England;New England Basin
NDC_W;USA;Forest;Forest_UsaCstSE;Forest;Forest_UsaCstSE;0.0951554;0.0841605;0.0696871;0.0741017;0.0775027;0.0812785;0.0902461;0.0932417;0.0963075;0.0992121;0.101303;billion m3;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
NDC_W;USA;Forest;Forest_UsaPacNW;Forest;Forest_UsaPacNW;0.108874;0.0995063;0.0816059;0.0861853;0.0900561;0.0941126;0.10379;0.107354;0.110976;0.114558;0.117711;billion m3;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
NDC_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_IRR_hi;0.0123543;0.0126249;0.0119322;0.0108319;0.0109587;0.0108249;0.0103208;0.00887217;0.00663734;0.00372438;0.000202874;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
NDC_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_IRR_lo;0.0082362;0.0084166;0.0079548;0.0072213;0.00755034;0.00780013;0.00769378;0.00734728;0.00652808;0.00474576;0.000383273;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
NDC_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_RFD_hi;0.0298712;0.0305251;0.028851;0.0261898;0.0292138;0.0329354;0.0379406;0.0433895;0.0501271;0.0608961;0.0786559;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
NDC_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_RFD_lo;0.0199141;0.02035;0.019234;0.0174598;0.0187942;0.0201683;0.0208071;0.0214494;0.0219921;0.0223458;0.0227416;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
NDC_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_IRR_hi;3.21666;3.28708;3.10679;2.82022;2.86589;2.86149;2.79268;2.59709;2.17123;1.40176;0.405478;Mt;California;217;California_River;California River
NDC_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_IRR_lo;2.14444;2.19138;2.07119;1.88015;1.93478;1.96345;1.93537;1.85743;1.6849;1.29392;0.526998;Mt;California;217;California_River;California River
NDC_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_RFD_hi;0.0063922;0.0065321;0.0061739;0.0056044;0.00598604;0.00642331;0.00722618;0.00786217;0.00837424;0.00852195;0.00649841;Mt;California;217;California_River;California River
NDC_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_RFD_lo;0.0042615;0.0043547;0.0041159;0.0037363;0.0038826;0.00399918;0.00406379;0.00401185;0.00382108;0.00328739;0.00200214;Mt;California;217;California_River;California River
NDC_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_IRR_hi;0.0384247;0.0363558;0.0348425;0.0377512;0.0374313;0.035285;0.0319522;0.0333157;0.0371025;0.0432172;0.0554817;Mt;Caribbean;101;Caribbean;Caribbean
NDC_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_IRR_lo;0.0256164;0.0242372;0.0232283;0.0251674;0.0250021;0.0232197;0.0193349;0.0183885;0.0183685;0.0184706;0.0194037;Mt;Caribbean;101;Caribbean;Caribbean
NDC_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_RFD_hi;0.0867141;0.0820448;0.0786298;0.0851936;0.0846549;0.0798176;0.0723083;0.0754112;0.0840085;0.0991091;0.128448;Mt;Caribbean;101;Caribbean;Caribbean
NDC_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_RFD_lo;0.0578094;0.0546966;0.0524199;0.0567958;0.0564562;0.0524334;0.043671;0.0415297;0.0414795;0.0417026;0.0436637;Mt;Caribbean;101;Caribbean;Caribbean
NDC_W;USA;Fruits;FruitsTree_FraserR;Fruits;FruitsTree_FraserR_IRR_hi;0.0000506;0.0000519;0.0000489;0.0000445;4.70425E-05;5.01334E-05;4.56301E-05;5.06032E-05;5.69943E-05;6.68331E-05;0.000091142;Mt;FraserR;27;Fraser;Fraser
NDC_W;USA;Fruits;FruitsTree_FraserR;Fruits;FruitsTree_FraserR_IRR_lo;0.0000337;0.0000346;0.0000326;0.0000297;3.05755E-05;3.12452E-05;2.52966E-05;2.54361E-05;2.55322E-05;2.52738E-05;2.74936E-05;Mt;FraserR;27;Fraser;Fraser
NDC_W;USA;Fruits;FruitsTree_GreatBasin;Fruits;FruitsTree_GreatBasin_IRR_hi;0.0220075;0.0224893;0.021256;0.0192953;0.0211537;0.0234908;0.0239775;0.0277279;0.0323828;0.0397838;0.0345799;Mt;GreatBasin;222;Great;Great Basin
NDC_W;USA;Fruits;FruitsTree_GreatBasin;Fruits;FruitsTree_GreatBasin_IRR_lo;0.0146717;0.0149929;0.0141707;0.0128635;0.0137169;0.0146245;0.0135912;0.0142673;0.0149194;0.0155143;0.0153171;Mt;GreatBasin;222;Great;Great Basin
NDC_W;USA;Fruits;FruitsTree_GreatBasin;Fruits;FruitsTree_GreatBasin_RFD_hi;0.0023029;0.0023534;0.0022243;0.0020192;0.00222318;0.0024796;0.00254326;0.00294832;0.00344839;0.00424971;0.00513651;Mt;GreatBasin;222;Great;Great Basin
NDC_W;USA;Fruits;FruitsTree_GreatBasin;Fruits;FruitsTree_GreatBasin_RFD_lo;0.0015353;0.0015689;0.0014828;0.0013461;0.0014391;0.00153813;0.00143373;0.00150627;0.00157525;0.00163828;0.00157709;Mt;GreatBasin;222;Great;Great Basin
NDC_W;USA;Fruits;FruitsTree_GreatLakes;Fruits;FruitsTree_GreatLakes_IRR_hi;0.164612;0.168216;0.15899;0.144325;0.153706;0.166537;0.163247;0.177707;0.197726;0.229685;0.301932;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
NDC_W;USA;Fruits;FruitsTree_GreatLakes;Fruits;FruitsTree_GreatLakes_IRR_lo;0.109742;0.112144;0.105993;0.0962166;0.0997495;0.10372;0.0915369;0.0903807;0.0898398;0.0881663;0.0924924;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
NDC_W;USA;Fruits;FruitsTree_GreatLakes;Fruits;FruitsTree_GreatLakes_RFD_hi;0.397058;0.40575;0.383496;0.348122;0.371147;0.402565;0.395984;0.431093;0.48028;0.558098;0.73327;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
NDC_W;USA;Fruits;FruitsTree_GreatLakes;Fruits;FruitsTree_GreatLakes_RFD_lo;0.264705;0.2705;0.255664;0.232081;0.240758;0.250497;0.22171;0.218895;0.2177;0.213646;0.223916;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
NDC_W;USA;Fruits;FruitsTree_MexCstNW;Fruits;FruitsTree_MexCstNW_IRR_hi;0.0024747;0.0025288;0.0023902;0.0021697;0.00245125;0.00282801;0.00336695;0.00402279;0.00485981;0.00621441;0.00863938;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
NDC_W;USA;Fruits;FruitsTree_MexCstNW;Fruits;FruitsTree_MexCstNW_IRR_lo;0.0016498;0.0016859;0.0015934;0.0014465;0.00158299;0.00174716;0.00186273;0.00200634;0.00214891;0.0022974;0.00251314;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
NDC_W;USA;Fruits;FruitsTree_MissouriR;Fruits;FruitsTree_MissouriR_IRR_hi;0.0014073;0.0014382;0.001359;0.0012339;0.00135057;0.00151371;0.00159948;0.00139376;0.000749562;8.34812E-05;0;Mt;MissouriR;223;Missouri_River;Missouri River
NDC_W;USA;Fruits;FruitsTree_MissouriR;Fruits;FruitsTree_MissouriR_IRR_lo;0.0009382;0.0009588;0.000906;0.0008226;0.000878368;0.000948924;0.000950107;0.000945466;0.000763507;0.000149309;0;Mt;MissouriR;223;Missouri_River;Missouri River
NDC_W;USA;Fruits;FruitsTree_MissouriR;Fruits;FruitsTree_MissouriR_RFD_hi;0.0969353;0.0990574;0.0936244;0.0849884;0.0954245;0.109665;0.125445;0.147368;0.17779;0.226951;0.32354;Mt;MissouriR;223;Missouri_River;Missouri River
NDC_W;USA;Fruits;FruitsTree_MissouriR;Fruits;FruitsTree_MissouriR_RFD_lo;0.0646235;0.0660382;0.0624163;0.0566589;0.0613686;0.0671188;0.0685611;0.072576;0.0775982;0.0827864;0.0928282;Mt;MissouriR;223;Missouri_River;Missouri River
NDC_W;USA;Fruits;FruitsTree_MissppRN;Fruits;FruitsTree_MissppRN_IRR_hi;0.0216222;0.0220953;0.0208834;0.018957;0.0202708;0.0224252;0.0229361;0.0249312;0.0276401;0.0317342;0.00484715;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRN;Fruits;FruitsTree_MissppRN_IRR_lo;0.0144148;0.0147302;0.0139222;0.012638;0.0131568;0.0139636;0.0127888;0.0126085;0.012478;0.012113;0.00608142;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRN;Fruits;FruitsTree_MissppRN_RFD_hi;0.0969083;0.0990299;0.0935984;0.0849647;0.0919308;0.102713;0.106182;0.115997;0.129275;0.149338;0.172661;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRN;Fruits;FruitsTree_MissppRN_RFD_lo;0.0646056;0.0660199;0.0623989;0.0566431;0.0593871;0.0633809;0.0583479;0.0576019;0.0570486;0.0553391;0.0507059;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRS;Fruits;FruitsTree_MissppRS_IRR_hi;0.0081917;0.0083711;0.0079119;0.0071823;0.00783316;0.00868258;0.00818012;0.00656999;0.00514087;0.00334926;0.00175672;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRS;Fruits;FruitsTree_MissppRS_IRR_lo;0.0054611;0.0055807;0.0052746;0.0047882;0.00505432;0.00535443;0.0048007;0.00447479;0.00411239;0.00339516;0.00239679;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRS;Fruits;FruitsTree_MissppRS_RFD_hi;0.0119702;0.0122321;0.0115612;0.010495;0.0114046;0.0126154;0.01276;0.0140026;0.0157484;0.0185101;0.0249824;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
NDC_W;USA;Fruits;FruitsTree_MissppRS;Fruits;FruitsTree_MissppRS_RFD_lo;0.0079802;0.0081548;0.0077075;0.0069967;0.00736514;0.00778416;0.00707847;0.00702455;0.00703721;0.00695494;0.00744913;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
NDC_W;USA;Fruits;FruitsTree_NelsonR;Fruits;FruitsTree_NelsonR_IRR_hi;0.0000045;0.0000045;0.0000042;0.0000041;4.43268E-06;4.82457E-06;0.000004956;5.46086E-06;6.1789E-06;7.35399E-06;9.83939E-06;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
NDC_W;USA;Fruits;FruitsTree_NelsonR;Fruits;FruitsTree_NelsonR_IRR_lo;0.000003;0.000003;0.0000028;0.0000027;2.83907E-06;2.96372E-06;2.74911E-06;2.74306E-06;2.76992E-06;2.77764E-06;2.95451E-06;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
NDC_W;USA;Fruits;FruitsTree_NelsonR;Fruits;FruitsTree_NelsonR_RFD_hi;0.0138253;0.0141281;0.013353;0.0121215;0.0134717;0.0150311;0.0158101;0.0176059;0.0201587;0.0242549;0.0327954;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
NDC_W;USA;Fruits;FruitsTree_NelsonR;Fruits;FruitsTree_NelsonR_RFD_lo;0.0092169;0.0094187;0.008902;0.008081;0.00864392;0.00915824;0.00860551;0.00862461;0.00874284;0.00877554;0.009309;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
