scenario;region;sector;subsector;output;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin;region_id;subRegion;basin_name
CO2B_W;USA;FodderHerb;FodderHerb_MexCstNW;FodderHerb;FodderHerb_MexCstNW_IRR_lo;0.0085298;0.0091749;0.008761;0.0083514;0.00865511;0.00915874;0.0088637;0.00909728;0.00933507;0.00908625;0.00903041;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;FodderHerb;FodderHerb_MexCstNW;FodderHerb;FodderHerb_MexCstNW_RFD_hi;0.0009284;0.0009986;0.0009536;0.000909;0.000985051;0.0011144;0.00106901;0.00117798;0.00130601;0.00134328;0.00138697;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;FodderHerb;FodderHerb_MexCstNW;FodderHerb;FodderHerb_MexCstNW_RFD_lo;0.0006189;0.0006657;0.0006357;0.000606;0.000629625;0.00066763;0.000646772;0.000663183;0.000679682;0.00066097;0.000656628;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;FodderHerb;FodderHerb_MissouriR;FodderHerb;FodderHerb_MissouriR_IRR_hi;2.305;2.47935;2.3675;2.25679;2.42303;2.71823;2.5686;2.5668;2.37675;1.74155;1.21964;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;FodderHerb;FodderHerb_MissouriR;FodderHerb;FodderHerb_MissouriR_IRR_lo;1.53667;1.6529;1.57833;1.50453;1.54989;1.63182;1.57338;1.55633;1.52555;1.33596;1.15477;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;FodderHerb;FodderHerb_MissouriR;FodderHerb;FodderHerb_MissouriR_RFD_hi;12.3723;13.3081;12.7078;12.1136;13.0186;14.6285;14.0074;15.1077;16.5125;16.5016;17.0301;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;FodderHerb;FodderHerb_MissouriR;FodderHerb;FodderHerb_MissouriR_RFD_lo;8.24821;8.8721;8.47186;8.0757;8.32125;8.76385;8.47475;8.50535;8.59358;8.11972;8.06245;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRN;FodderHerb;FodderHerb_MissppRN_IRR_hi;0.0453382;0.0487675;0.0465676;0.0443899;0.046685;0.0516404;0.0487161;0.0484017;0.0494633;0.0444667;0.0266081;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRN;FodderHerb;FodderHerb_MissppRN_IRR_lo;0.0302255;0.0325117;0.0310451;0.0295933;0.0298402;0.0309381;0.0294746;0.0272492;0.0257426;0.0218865;0.018712;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRN;FodderHerb;FodderHerb_MissppRN_RFD_hi;7.18489;7.72834;7.3797;7.03461;7.39836;8.18383;7.72033;7.67032;7.83879;7.04899;6.84092;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRN;FodderHerb;FodderHerb_MissppRN_RFD_lo;4.78992;5.15223;4.9198;4.68974;4.72888;4.90288;4.67094;4.31825;4.07952;3.46851;3.23866;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRS;FodderHerb;FodderHerb_MissppRS_IRR_hi;0.0007732;0.0008317;0.0007941;0.000757;0.000797883;0.000872397;0.000787055;0.000745021;0.000717659;0.000575864;0.000465897;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRS;FodderHerb;FodderHerb_MissppRS_IRR_lo;0.0005154;0.0005544;0.0005294;0.0005046;0.000510147;0.0005233;0.000487908;0.00046958;0.000462306;0.000407547;0.000388134;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRS;FodderHerb;FodderHerb_MissppRS_RFD_hi;0.0395899;0.0425844;0.0406633;0.0387619;0.0408797;0.0447504;0.041591;0.0439873;0.0477977;0.0462973;0.0498848;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_MissppRS;FodderHerb;FodderHerb_MissppRS_RFD_lo;0.0263933;0.0283896;0.0271089;0.0258412;0.0261294;0.0268096;0.0251632;0.0247639;0.0248752;0.0227809;0.0236166;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;FodderHerb;FodderHerb_NelsonR;FodderHerb;FodderHerb_NelsonR_IRR_hi;0.0144883;0.0155841;0.0148811;0.0141852;0.0149772;0.0162269;0.0151169;0.0153421;0.0160765;0.0153659;0.0153144;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;FodderHerb;FodderHerb_NelsonR;FodderHerb;FodderHerb_NelsonR_IRR_lo;0.0096588;0.0103894;0.0099207;0.0094568;0.00957309;0.00972141;0.00914598;0.00863729;0.0083666;0.00756085;0.00725015;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;FodderHerb;FodderHerb_NelsonR;FodderHerb;FodderHerb_NelsonR_RFD_hi;1.02854;1.10634;1.05643;1.00703;1.06325;1.15197;1.07317;1.08915;1.14128;1.09084;1.08718;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;FodderHerb;FodderHerb_NelsonR;FodderHerb;FodderHerb_NelsonR_RFD_lo;0.685693;0.737558;0.704285;0.671352;0.679607;0.690136;0.649285;0.613173;0.593957;0.536755;0.514698;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;FodderHerb;FodderHerb_OhioR;FodderHerb;FodderHerb_OhioR_IRR_hi;0.0022007;0.0023672;0.0022603;0.0021547;0.00227061;0.00249653;0.00233803;0.00236063;0.00245687;0.00228596;0.00132169;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;FodderHerb;FodderHerb_OhioR;FodderHerb;FodderHerb_OhioR_IRR_lo;0.0014671;0.0015781;0.0015069;0.0014364;0.00145125;0.00149559;0.00141449;0.00132891;0.00127856;0.00112497;0.000960963;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;FodderHerb;FodderHerb_OhioR;FodderHerb;FodderHerb_OhioR_RFD_hi;2.39838;2.57979;2.46341;2.34821;2.47453;2.72079;2.54803;2.57262;2.67756;2.49179;2.44405;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;FodderHerb;FodderHerb_OhioR;FodderHerb;FodderHerb_OhioR_RFD_lo;1.59892;1.71986;1.64227;1.56548;1.58167;1.63001;1.54161;1.44834;1.39348;1.2261;1.15707;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;FodderHerb;FodderHerb_RioGrande;FodderHerb;FodderHerb_RioGrande_IRR_hi;0.544223;0.585388;0.55898;0.532841;0.577084;0.652021;0.625567;0.696139;0.780892;0.821103;0.841776;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;FodderHerb;FodderHerb_RioGrande;FodderHerb;FodderHerb_RioGrande_IRR_lo;0.362816;0.390258;0.372653;0.355227;0.370349;0.392771;0.381526;0.395803;0.412073;0.412298;0.413487;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;FodderHerb;FodderHerb_RioGrande;FodderHerb;FodderHerb_RioGrande_RFD_hi;0.233299;0.250945;0.239625;0.228419;0.248719;0.281471;0.270912;0.301974;0.340051;0.359793;0.375395;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;FodderHerb;FodderHerb_RioGrande;FodderHerb;FodderHerb_RioGrande_RFD_lo;0.155532;0.167297;0.15975;0.15228;0.158976;0.168627;0.163907;0.170006;0.176972;0.177039;0.177721;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_IRR_hi;0.0004091;0.0004401;0.0004202;0.0004005;0.000429373;0.000476259;0.000447711;0.000479929;0.000524916;0.000532798;0.000539645;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_IRR_lo;0.0002728;0.0002934;0.0002801;0.000267;0.000274446;0.000285333;0.000270881;0.000270194;0.000273191;0.00026225;0.000255744;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_RFD_hi;0.0899163;0.0967175;0.0923544;0.0880356;0.0943819;0.104693;0.0984169;0.105496;0.115389;0.117157;0.118752;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;FodderHerb;FodderHerb_TennR;FodderHerb;FodderHerb_TennR_RFD_lo;0.0599442;0.0644783;0.0615696;0.0586904;0.060327;0.0627209;0.059544;0.0593925;0.0600516;0.057648;0.05622;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_IRR_hi;0.0215216;0.0231494;0.0221052;0.0210716;0.0228242;0.025744;0.0239738;0.0244488;0.0254199;0.024154;0.0218077;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_IRR_lo;0.0143478;0.0154329;0.0147368;0.0140477;0.0146174;0.0154676;0.0147657;0.0149345;0.0152124;0.0146063;0.0143407;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_RFD_hi;0.193412;0.208042;0.198657;0.189367;0.205654;0.232209;0.220451;0.243282;0.270304;0.276923;0.290856;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;FodderHerb;FodderHerb_TexasCst;FodderHerb;FodderHerb_TexasCst_RFD_lo;0.128942;0.138695;0.132438;0.126245;0.13145;0.139115;0.133377;0.136963;0.140674;0.136262;0.137698;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_IRR_hi;0.383394;0.412393;0.39379;0.375375;0.403923;0.448051;0.401461;0.415716;0.43564;0.409151;0.36331;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_IRR_lo;0.255596;0.274929;0.262526;0.25025;0.258179;0.268424;0.242891;0.23404;0.22672;0.201329;0.192717;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_RFD_hi;0.26269;0.282559;0.269813;0.257196;0.276756;0.306991;0.275068;0.284836;0.298488;0.280343;0.281641;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRN;FodderHerb;FodderHerb_UsaColoRN_RFD_lo;0.175127;0.188373;0.179875;0.171464;0.176897;0.183916;0.166421;0.160357;0.155341;0.137945;0.133336;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_IRR_hi;1.04986;1.12927;1.07833;1.0279;1.07831;1.20035;1.13945;1.2513;1.3796;1.3877;1.24763;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_IRR_lo;0.699908;0.752848;0.718886;0.68527;0.703444;0.741353;0.714986;0.737576;0.761107;0.74645;0.717499;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_RFD_hi;0.0357706;0.0384762;0.0367405;0.0350224;0.0377604;0.0425306;0.0406997;0.0451177;0.0503281;0.0523115;0.0531295;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaColoRS;FodderHerb;FodderHerb_UsaColoRS_RFD_lo;0.0238471;0.0256508;0.0244937;0.0233483;0.0241357;0.0254798;0.0246241;0.0254005;0.0261922;0.0257403;0.0251528;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_IRR_hi;0.0072461;0.0077943;0.0074426;0.0070946;0.00747839;0.00786569;0.00709427;0.00711151;0.00730378;0.00669513;0.00571265;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_IRR_lo;0.0048308;0.0051962;0.0049617;0.0047297;0.00478033;0.00484069;0.00447731;0.00424478;0.00412769;0.00376791;0.00353677;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_RFD_hi;1.42646;1.53436;1.46514;1.39663;1.47232;1.60283;1.47475;1.50383;1.58207;1.5312;1.52576;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstE;FodderHerb;FodderHerb_UsaCstE_RFD_lo;0.950975;1.02291;0.976761;0.931085;0.941074;0.960242;0.892248;0.846631;0.823356;0.753437;0.722334;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_IRR_hi;0.0000698;0.0000751;0.0000717;0.0000683;7.25513E-05;7.83902E-05;7.18106E-05;7.45638E-05;8.05864E-05;0.000082899;7.73239E-05;Mt;UsaCstNE;232;New_England;New England Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_IRR_lo;0.0000465;0.0000501;0.0000478;0.0000456;4.64469E-05;4.70465E-05;4.35226E-05;4.20603E-05;4.20314E-05;4.08885E-05;3.95167E-05;Mt;UsaCstNE;232;New_England;New England Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_RFD_hi;0.0801856;0.0862507;0.0823598;0.0785085;0.0833985;0.0901159;0.0825507;0.0857209;0.0926509;0.0953161;0.0960661;Mt;UsaCstNE;232;New_England;New England Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstNE;FodderHerb;FodderHerb_UsaCstNE_RFD_lo;0.0534571;0.0575004;0.0549065;0.052339;0.0533066;0.0539879;0.0499446;0.0482593;0.0482181;0.046901;0.04548;Mt;UsaCstNE;232;New_England;New England Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_IRR_hi;0.0039906;0.0042925;0.0040988;0.0039072;0.00416273;0.00457209;0.00428148;0.00452917;0.00492045;0.00450192;0.00370346;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_IRR_lo;0.0026604;0.0028616;0.0027325;0.0026048;0.00266109;0.00274218;0.00259506;0.0025563;0.00256942;0.00244229;0.00229209;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_RFD_hi;0.0797728;0.0858067;0.0819358;0.0781043;0.0832271;0.0915257;0.0857829;0.0908132;0.0987368;0.100326;0.100711;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaCstSE;FodderHerb;FodderHerb_UsaCstSE_RFD_lo;0.0531818;0.0572045;0.0546239;0.0520695;0.053197;0.0548324;0.0519001;0.0511261;0.0513853;0.0493663;0.047679;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_IRR_hi;3.7521;4.03591;3.85384;3.67363;3.92655;4.30895;4.01972;4.27257;4.65075;4.77261;4.55144;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_IRR_lo;2.5014;2.69061;2.56923;2.44909;2.50977;2.58146;2.43201;2.40539;2.42043;2.34874;2.26876;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_RFD_hi;1.43483;1.54336;1.47373;1.40482;1.50154;1.64777;1.53717;1.63387;1.77851;1.82536;1.84069;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;FodderHerb;FodderHerb_UsaPacNW;FodderHerb;FodderHerb_UsaPacNW_RFD_lo;0.956552;1.0289;0.982489;0.936546;0.959752;0.987167;0.930014;0.919837;0.925588;0.898185;0.871428;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;Forest;Forest_ArkWhtRedR;Forest;Forest_ArkWhtRedR;0.018219;0.0174878;0.0146341;0.015674;0.0166234;0.0177282;0.0196608;0.0209433;0.022115;0.0232941;0.024452;billion m3;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Forest;Forest_California;Forest;Forest_California;0.0315789;0.0284339;0.0233286;0.0246481;0.0259128;0.0274058;0.0304814;0.0329773;0.035624;0.0387852;0.0411701;billion m3;California;217;California_River;California River
CO2B_W;USA;Forest;Forest_Caribbean;Forest;Forest_Caribbean;0.0004035;0.0004479;0.0003575;0.0003618;0.000379918;0.000390297;0.000417203;0.00040991;0.000416325;0.000422712;0.00042471;billion m3;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Forest;Forest_FraserR;Forest;Forest_FraserR;0.0000705;0.0000685;0.0000567;0.0000602;6.11907E-05;6.20271E-05;6.16777E-05;6.03637E-05;5.88773E-05;5.52388E-05;5.58964E-05;billion m3;FraserR;27;Fraser;Fraser
CO2B_W;USA;Forest;Forest_GreatBasin;Forest;Forest_GreatBasin;0.0024482;0.0020926;0.0017205;0.0018068;0.00190287;0.00201957;0.00217528;0.00226987;0.00232305;0.00231024;0.00244316;billion m3;GreatBasin;222;Great;Great Basin
CO2B_W;USA;Forest;Forest_GreatLakes;Forest;Forest_GreatLakes;0.03062;0.0263799;0.0221753;0.0236828;0.0245924;0.0254554;0.0272347;0.0270805;0.0272014;0.0268024;0.0268489;billion m3;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;Forest;Forest_MexCstNW;Forest;Forest_MexCstNW;0.0000017;0.0000013;0.0000011;0.0000012;1.27632E-06;1.33666E-06;1.51975E-06;1.61227E-06;1.74698E-06;1.95583E-06;2.02598E-06;billion m3;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;Forest;Forest_MissouriR;Forest;Forest_MissouriR;0.0130792;0.0123529;0.0102897;0.0109854;0.0116109;0.0123213;0.0136981;0.0145245;0.0153714;0.0162646;0.0170516;billion m3;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;Forest;Forest_MissppRN;Forest;Forest_MissppRN;0.0076865;0.0073062;0.0061603;0.0066588;0.00692928;0.00717553;0.00785786;0.00769747;0.00769175;0.00747591;0.00738644;billion m3;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;Forest;Forest_MissppRS;Forest;Forest_MissppRS;0.0256817;0.0245261;0.0207218;0.0224131;0.0233187;0.0243286;0.0261354;0.026844;0.0275763;0.0274964;0.0289856;billion m3;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;Forest;Forest_NelsonR;Forest;Forest_NelsonR;0.0044279;0.0040997;0.003382;0.0035865;0.00373111;0.0038505;0.00424381;0.00429969;0.00441308;0.00453463;0.00456029;billion m3;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;Forest;Forest_OhioR;Forest;Forest_OhioR;0.0356098;0.035014;0.0295827;0.0319395;0.0333103;0.0348522;0.0380144;0.0385264;0.0391324;0.0388616;0.0390176;billion m3;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;Forest;Forest_PacArctic;Forest;Forest_PacArctic;0.0287226;0.0259163;0.0212344;0.0223589;0.0226515;0.0230128;0.00333012;0.00144711;0.00079753;0.000382398;0.000391182;billion m3;PacArctic;7;Pacific_and_Arctic_Coast;Pacific and Arctic Coast
CO2B_W;USA;Forest;Forest_RioGrande;Forest;Forest_RioGrande;0.0023827;0.0021784;0.0017934;0.0019076;0.00202662;0.0021557;0.00243417;0.00263124;0.00284223;0.00313199;0.00328477;billion m3;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;Forest;Forest_TennR;Forest;Forest_TennR;0.0133356;0.012141;0.0101065;0.0108134;0.0113477;0.0119455;0.0130563;0.013683;0.0142613;0.0148417;0.0151953;billion m3;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;Forest;Forest_TexasCst;Forest;Forest_TexasCst;0.0102966;0.0100099;0.008286;0.0088048;0.00935199;0.00995472;0.0109357;0.0115502;0.0121138;0.012541;0.0131757;billion m3;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;Forest;Forest_UsaColoRN;Forest;Forest_UsaColoRN;0.008225;0.0075382;0.0062216;0.0066062;0.00692871;0.00730957;0.00757987;0.00766906;0.00762125;0.00719414;0.00749394;billion m3;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;Forest;Forest_UsaColoRS;Forest;Forest_UsaColoRS;0.003537;0.0031127;0.0025764;0.0027049;0.00287153;0.00307166;0.00344441;0.00373411;0.00400187;0.00434042;0.00466202;billion m3;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;Forest;Forest_UsaCstE;Forest;Forest_UsaCstE;0.0318659;0.0282871;0.0234348;0.0248635;0.0258986;0.0269821;0.0288046;0.0292022;0.0295968;0.029495;0.0299492;billion m3;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B_W;USA;Forest;Forest_UsaCstNE;Forest;Forest_UsaCstNE;0.0233104;0.0208941;0.0170959;0.0180135;0.0187818;0.019329;0.0205229;0.0206147;0.0210801;0.0216509;0.0219252;billion m3;UsaCstNE;232;New_England;New England Basin
CO2B_W;USA;Forest;Forest_UsaCstSE;Forest;Forest_UsaCstSE;0.0951554;0.0841605;0.0696871;0.0741017;0.0775027;0.0812785;0.0883876;0.0920741;0.095581;0.0991598;0.101429;billion m3;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B_W;USA;Forest;Forest_UsaPacNW;Forest;Forest_UsaPacNW;0.108874;0.0995063;0.0816059;0.0861853;0.0900561;0.0941126;0.10177;0.105788;0.10968;0.114007;0.117448;billion m3;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_IRR_hi;0.0123543;0.0126249;0.0119322;0.0108319;0.0109587;0.0108249;0.0108323;0.00952677;0.00733312;0.0042728;0.00044318;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_IRR_lo;0.0082362;0.0084166;0.0079548;0.0072213;0.00755034;0.00780013;0.00807306;0.00772176;0.00695186;0.0052098;0.000815251;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_RFD_hi;0.0298712;0.0305251;0.028851;0.0261898;0.0292138;0.0329354;0.037481;0.0429326;0.0498442;0.0616941;0.0792177;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Fruits;FruitsTree_ArkWhtRedR;Fruits;FruitsTree_ArkWhtRedR_RFD_lo;0.0199141;0.02035;0.019234;0.0174598;0.0187942;0.0201683;0.0216074;0.0221428;0.0226542;0.0227982;0.0229637;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_IRR_hi;3.21666;3.28708;3.10679;2.82022;2.86589;2.86149;2.68944;2.52142;2.12835;1.42115;0.412359;Mt;California;217;California_River;California River
CO2B_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_IRR_lo;2.14444;2.19138;2.07119;1.88015;1.93478;1.96345;1.92738;1.84636;1.67604;1.30776;0.534353;Mt;California;217;California_River;California River
CO2B_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_RFD_hi;0.0063922;0.0065321;0.0061739;0.0056044;0.00598603;0.00642331;0.006854;0.0075224;0.00808814;0.00853688;0.00653886;Mt;California;217;California_River;California River
CO2B_W;USA;Fruits;FruitsTree_California;Fruits;FruitsTree_California_RFD_lo;0.0042615;0.0043547;0.0041159;0.0037363;0.0038826;0.00399918;0.00404638;0.00399867;0.00381994;0.00331599;0.00201934;Mt;California;217;California_River;California River
CO2B_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_IRR_hi;0.0384247;0.0363558;0.0348425;0.0377512;0.0374313;0.035285;0.0345805;0.0336097;0.0368845;0.0434267;0.0554904;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_IRR_lo;0.0256164;0.0242372;0.0232283;0.0251674;0.0250021;0.0232197;0.0218826;0.0192229;0.0189124;0.0187011;0.0194208;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_RFD_hi;0.0867141;0.0820448;0.0786298;0.0851936;0.0846548;0.0798176;0.0782518;0.0760736;0.0835155;0.0995674;0.128471;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Fruits;FruitsTree_Caribbean;Fruits;FruitsTree_Caribbean_RFD_lo;0.0578094;0.0546966;0.0524199;0.0567958;0.0564562;0.0524334;0.0494187;0.0434099;0.0427057;0.042225;0.0437026;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Fruits;FruitsTree_FraserR;Fruits;FruitsTree_FraserR_IRR_hi;0.0000506;0.0000519;0.0000489;0.0000445;4.70425E-05;5.01334E-05;5.20229E-05;5.55963E-05;6.03594E-05;6.84692E-05;9.11708E-05;Mt;FraserR;27;Fraser;Fraser
