scenario;region;fuel;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
Reference;NJ;hydro;0.0001064;0.000108;0.0000663;0.0000349;0.0000408;0.0000407;0.0000406;0.0000407;0.0000406;0.0000402;0.0000403;EJ
Reference;NJ;wind;0;0;4.55996E-05;0.000078598;0.003765988;0.005916729;0.008156819;0.012495145;0.020091643;0.029251552;0.034646475;EJ
Reference;NJ;solar;0;0;0.000191199;0.00233324;0.009337694;0.015192047;0.027254896;0.038752435;0.049973904;0.059057422;0.06712796;EJ
Reference;NM;nuclear;0;0;0;0;0;6.28155E-06;4.56461E-05;7.97466E-05;0.000108029;0.000124323;0.000149736;EJ
Reference;NM;hydro;0.0006972;0.0006061;0.0007927;0.000363;0.0004239;0.0004232;0.0004228;0.0004228;0.0004219;0.0004183;0.0004188;EJ
Reference;NM;wind;0;0.00287207;0.006631442;0.00760992;0.014652778;0.021007665;0.031788959;0.041080523;0.051583521;0.060117677;0.075949451;EJ
Reference;NM;solar;0.000345506;0.000310598;0.000539686;0.004751298;0.011360193;0.018135498;0.029285458;0.03859677;0.048253492;0.057755182;0.063748661;EJ
Reference;NV;nuclear;0;0;0;0;0;1.09557E-05;7.08901E-05;0.000117534;0.000165725;0.000210352;0.000279407;EJ
Reference;NV;hydro;0.0058883;0.0062526;0.0078809;0.008262;0.0096475;0.0096327;0.0096222;0.0096236;0.0096021;0.0095215;0.0095321;EJ
Reference;NV;wind;0;0;0;0.00112916;0.00222453;0.005483834;0.010660262;0.014997126;0.019473455;0.026255071;0.03107299;EJ
Reference;NV;solar;0.000170502;0.000153202;0.002194588;0.008516966;0.023874341;0.035878053;0.053098583;0.067980771;0.083805735;0.096348797;0.11455802;EJ
Reference;NY;nuclear;0.0901483;0.1584108;0.1566996;0.1672374;0.1639168;0.151308801;0.115529518;0.060882608;0.025892651;0.032331786;0.0391935;EJ
Reference;NY;hydro;0.0952017;0.0944657;0.092829;0.0946892;0.110568;0.110399;0.110278;0.110295;0.110048;0.109125;0.109246;EJ
Reference;NY;wind;0;0.0003723;0.00939665;0.0144915;0.026742764;0.052718632;0.088019689;0.133196626;0.169392963;0.185341402;0.204410433;EJ
Reference;NY;solar;0;0;0;0.000462794;0.015205101;0.031952254;0.055630146;0.075327733;0.094479568;0.115139131;0.129873652;EJ
Reference;OH;nuclear;0.0406946;0.0552481;0.0591501;0.0651523;0.0650273;0.064680901;0.068639013;0.068941022;0.060575602;0.046686345;0.036106535;EJ
Reference;OH;hydro;0.0006157;0.0018943;0.0015674;0.0016666;0.0019461;0.0019431;0.001941;0.0019413;0.0019369;0.0019207;0.0019228;EJ
Reference;OH;wind;0;4.80999E-05;4.55993E-05;0.004262647;0.028722682;0.045509475;0.068248474;0.092786685;0.12002757;0.150766273;0.172996466;EJ
Reference;OH;solar;0;0;0.000117198;0.000239791;0.01606959;0.026390065;0.04573605;0.062676592;0.078691131;0.096349436;0.106434235;EJ
Reference;OK;nuclear;0;0;0;0;0;1.18118E-05;8.60877E-05;0.000148847;0.000218838;0.000269147;0.000325004;EJ
Reference;OK;hydro;0.0092671;0.009661;0.0102609;0.0097211;0.0113513;0.0113339;0.0113215;0.0113232;0.0112978;0.0112031;0.0112156;EJ
Reference;OK;wind;0;0.003033514;0.0137828;0.05115701;0.053025274;0.056795582;0.065275731;0.072930984;0.081526873;0.063712498;0.076509098;EJ
Reference;OK;solar;0.000103935;9.26856E-05;0.000138095;0.00056428;0.001325186;0.010445508;0.031739838;0.05168477;0.070712755;0.101825453;0.113650099;EJ
Reference;OR;nuclear;0.02317908;0;0;0;0;1.47399E-05;9.25177E-05;0.000155975;0.000218162;0.00026921;0.000343773;EJ
Reference;OR;hydro;0.139959;0.113669;0.111573;0.114051;0.133177;0.132972;0.132827;0.132847;0.132549;0.131438;0.131584;EJ
Reference;OR;wind;2.30015E-06;0.00265385;0.0141885;0.0241788;0.027966643;0.034208749;0.041169114;0.047297825;0.053933332;0.043138574;0.04931271;EJ
Reference;OR;solar;5.78008E-05;5.19006E-05;7.65996E-05;0.000423494;0.003974994;0.006859355;0.010619286;0.013655241;0.016580336;0.019825196;0.021712763;EJ
Reference;PA;nuclear;0.2205209;0.2847367;0.2912778;0.3018919;0.2998052;0.295145832;0.291268105;0.267352842;0.211199161;0.14724279;0.089864246;EJ
Reference;PA;hydro;0.0097372;0.0081987;0.0085197;0.0095014;0.0110948;0.0110777;0.0110657;0.0110673;0.0110425;0.0109499;0.0109621;EJ
Reference;PA;wind;0;0.0010273;0.00671055;0.0122244;0.039433379;0.057381098;0.085309603;0.127276007;0.182842568;0.221192704;0.25130624;EJ
Reference;PA;solar;0;0;6.83996E-05;0.000246894;0.019070598;0.034630275;0.068014627;0.098539304;0.127225058;0.153994627;0.170895746;EJ
Reference;RI;nuclear;0;0;0;0;0;1.62517E-06;1.46877E-05;2.40089E-05;3.40136E-05;4.1758E-05;5.46232E-05;EJ
Reference;RI;hydro;0.0000336;0.0000246;0.0000135;0.0000114;0.0000133;0.0000133;0.0000133;0.0000133;0.0000132;0.0000131;0.0000132;EJ
Reference;RI;wind;0;0;0.0000111;1.12998E-05;9.91123E-05;0.00033984;0.00075573;0.001339775;0.001828301;0.002339541;0.002966763;EJ
Reference;RI;solar;0;0;0;6.78996E-05;0.000501815;0.001677293;0.003654123;0.005128622;0.006605838;0.008181075;0.009041668;EJ
Reference;SC;nuclear;0.1636428;0.198327;0.1945678;0.1993043;0.1944741;0.185900027;0.17019378;0.136792883;0.094148946;0.063703846;0.040042609;EJ
Reference;SC;hydro;0.0111848;0.010782;0.0086778;0.0093491;0.0109169;0.0109002;0.0108883;0.0108899;0.0108655;0.0107744;0.0107864;EJ
Reference;SC;wind;0;0;0;0;0.004730407;0.008198207;0.013829119;0.022816848;0.035009807;0.047767945;0.055743273;EJ
Reference;SC;solar;0;0;0;1.97994E-05;0.006233206;0.013179535;0.028105612;0.042162977;0.055641358;0.06768464;0.076443621;EJ
Reference;SD;nuclear;0;0;0;0;0;2.79231E-06;2.04254E-05;3.47773E-05;4.87345E-05;5.73657E-05;0.000067631;EJ
Reference;SD;hydro;0.0133525;0.0112926;0.0191379;0.0177004;0.0206687;0.020637;0.0206145;0.0206175;0.0205714;0.0203988;0.0204215;EJ
Reference;SD;wind;0;0.000571505;0.004965124;0.009106;0.009365674;0.009771009;0.010563509;0.011735884;0.012388915;0.004955598;0.005684445;EJ
Reference;SD;solar;3.35004E-05;3.01004E-05;4.43996E-05;0.000178993;0.00098476;0.001910448;0.003348876;0.004600266;0.006058876;0.011285409;0.012275322;EJ
Reference;TN;nuclear;0.0534371;0.10377;0.103815;0.0935869;0.0934082;0.093076483;0.095000273;0.096037813;0.092942048;0.080313139;0.060124197;EJ
Reference;TN;hydro;0.0339897;0.0313588;0.0297279;0.0349637;0.0408271;0.0407644;0.04072;0.040726;0.0406347;0.0402939;0.0403388;EJ
Reference;TN;wind;0;1.19001E-05;0.000146899;0.000167094;0.007092018;0.012677927;0.022308405;0.036432127;0.054053725;0.071129163;0.081088429;EJ
Reference;TN;solar;0;0;0;0.00034669;0.00496654;0.010200754;0.020789767;0.029485516;0.037122248;0.043409069;0.04739741;EJ
Reference;TX;nuclear;0.0605242;0.142692;0.154693;0.147552;0.147547;0.147628611;0.157198637;0.166150775;0.175817395;0.190260798;0.096717226;EJ
Reference;TX;hydro;0.006087;0.0048942;0.0046094;0.0034902;0.0040755;0.0040692;0.0040648;0.0040654;0.0040563;0.0040223;0.0040268;EJ
Reference;TX;wind;0;0.015314;0.0950115;0.1633492;0.211667658;0.271550714;0.343618264;0.417629136;0.500542069;0.486564182;0.624773535;EJ
Reference;TX;solar;0.000468338;0.000420892;0.000695766;0.00438653;0.041991409;0.096745275;0.196243616;0.287030007;0.377529834;0.497710303;0.56038211;EJ
Reference;UT;nuclear;0;0;0;0;0;8.74273E-06;6.24855E-05;0.000107242;0.000151895;0.000186795;0.00023632;EJ
Reference;UT;hydro;0.001725598;0.0028813;0.0025406;0.0028053;0.0032757;0.0032707;0.0032672;0.0032676;0.0032603;0.003233;0.0032366;EJ
Reference;UT;wind;0;0;0.0016205;0.00228211;0.006288791;0.01486576;0.026389575;0.036036263;0.045978695;0.061203292;0.070249732;EJ
Reference;UT;solar;0.000104101;0.000093601;0.000138099;0.00070729;0.053977815;0.085969082;0.125477294;0.162304603;0.19920565;0.23187064;0.24540155;EJ
Reference;VA;nuclear;0.0909035;0.104201;0.0994466;0.105209;0.105208;0.105206314;0.107103384;0.064230545;0.013297081;0.018645986;0.023839494;EJ
Reference;VA;hydro;0.004444;0.0054033;0.0054366;0.0041821;0.0048834;0.0048759;0.0048706;0.0048713;0.0048604;0.0048197;0.004825;EJ
Reference;VA;wind;0;0;0;0;0.004601363;0.007953446;0.013572091;0.022522179;0.034925683;0.048411585;0.057883483;EJ
Reference;VA;solar;0;0;0;0;0.007730085;0.016161994;0.033099626;0.04789252;0.061184607;0.072999611;0.080012723;EJ
Reference;VT;nuclear;0.0137998;0.0151965;0.0178987;0;0;1.7444E-06;1.41649E-05;2.37974E-05;3.37474E-05;4.16163E-05;5.38872E-05;EJ
Reference;VT;hydro;0.0045748;0.0043693;0.0048277;0.0041582;0.0048555;0.0048481;0.0048428;0.0048435;0.0048327;0.0047921;0.0047975;EJ
Reference;VT;wind;0;4.16003E-05;5.05001E-05;0.00118628;0.001220685;0.001312311;0.001486686;0.001776944;0.002068208;0.001352724;0.002101922;EJ
Reference;VT;solar;0;0;0;0.000227099;0.000606267;0.001331601;0.002362675;0.003106546;0.003829371;0.004272698;0.004498196;EJ
Reference;WA;nuclear;0.0219129;0.0307632;0.0345857;0.0305984;0.0305981;0.030629255;0.035314135;0.039123756;0.043086916;0.019432443;0.024769901;EJ
Reference;WA;hydro;0.2959092;0.264531;0.249261;0.267867;0.312787;0.312307;0.311967;0.312013;0.311314;0.308703;0.309047;EJ
Reference;WA;wind;0;0.00180153;0.0171732;0.0257974;0.037786369;0.057857792;0.075860753;0.091361288;0.107754688;0.112986743;0.123504056;EJ
Reference;WA;solar;3.30004E-06;3.00004E-06;4.39998E-06;2.12997E-05;0.003419748;0.006260997;0.009668738;0.01239983;0.015108228;0.018308975;0.019822796;EJ
Reference;WI;nuclear;0.0428394;0.037028;0.0497046;0.0375254;0.0375251;0.037534793;0.019338229;0.004233628;0.006584218;0.00948488;0.015716715;EJ
Reference;WI;hydro;0.0061141;0.0056204;0.0072193;0.0079468;0.0092795;0.0092652;0.0092551;0.0092565;0.0092358;0.0091583;0.0091685;EJ
Reference;WI;wind;0;0.0003344;0.003939567;0.005767893;0.024333927;0.03201441;0.040342858;0.050301436;0.060370088;0.067263218;0.077197683;EJ
Reference;WI;solar;0;0;0;6.59987E-06;0.029276315;0.038085107;0.05119294;0.065394783;0.080398614;0.097112951;0.106316424;EJ
Reference;WV;nuclear;0;0;0;0;0;4.44401E-06;3.47039E-05;5.82718E-05;7.83298E-05;8.88642E-05;0.000106292;EJ
Reference;WV;hydro;0.0023262;0.0032758;0.0031742;0.0030375;0.0035469;0.0035414;0.0035376;0.0035381;0.0035302;0.0035006;0.0035045;EJ
Reference;WV;wind;0;0.000556299;0.003399451;0.005017833;0.011602244;0.016263659;0.024878646;0.033607092;0.042835461;0.049456274;0.058052133;EJ
Reference;WV;solar;0;0;0;0;0.011397692;0.017982738;0.030458173;0.042044918;0.052877204;0.064273572;0.06908584;EJ
Reference;WY;nuclear;0;0;0;0;0;2.93015E-06;1.99363E-05;3.73416E-05;5.10508E-05;5.7944E-05;6.78138E-05;EJ
Reference;WY;hydro;0.0021876;0.0029691;0.0037403;0.0031683;0.0036996;0.0036939;0.0036899;0.0036905;0.0036822;0.0036513;0.0036554;EJ
Reference;WY;wind;0;0.00259237;0.01175163;0.0136975;0.028168872;0.04108493;0.062892607;0.081650487;0.102898681;0.1218866;0.154373898;EJ
Reference;WY;solar;0.000111102;9.98994E-05;0.000147296;0.000593886;0.012376802;0.020362121;0.031230859;0.040061176;0.04872739;0.056864885;0.054743029;EJ
NDC_W;USA;oil;18.2174;13.5608;15.0209;23.8024;22.1837;20.5714;16.5023;13.38;10.045;5.90103;1.86179;EJ
NDC_W;USA;natural gas;17.3717;17.5483;20.9848;26.1913;26.115;25.4072;23.7468;22.8678;21.2874;20.6758;20.4157;EJ
NDC_W;USA;coal;19.5285;22.8838;20.9226;15.3266;12.62;12.2277;2.2557;2.51497;2.70335;2.8367;3.14336;EJ
NDC_W;USA;biomass;2.61712;2.88964;2.73357;2.78798;2.8418;3.33889;9;15.004;21;26.9999;33;EJ
NDC_W;USA;coal;0;0;0;0.222073;0.43536;0.640201;0.13696;0.204236;0.266074;0.32847;0.418876;EJ
NDC_W;USA;natural gas;0.834733;3.84424;2.33389;0.531904;1.86978;3.50642;1.98182;2.79236;4.39438;5.14683;5.94793;EJ
NDC_W;USA;oil;15.8203;27.2966;20.8665;11.9125;13.909;14.9468;7.57626;4.83615;2.8715;1.35571;0.377221;EJ
NDC_W;AK;nuclear;0;0;0;0;0;2.56212E-06;9.66271E-05;0.000289768;0.000706272;0.001925073;0.005432734;EJ
NDC_W;AK;hydro;0.0033073;0.0053769;0.0052355;0.0057253;0.00572136;0.00495152;0.0066679;0.0066689;0.0066539;0.0065981;0.0066055;EJ
NDC_W;AK;wind;0;2.19856E-06;4.55722E-05;0.000581723;0.000497838;0.000432742;0.005195021;0.008614654;0.013098021;0.020139223;0.030751976;EJ
NDC_W;AK;solar;0;0;0;0;3.67144E-07;2.34204E-06;0.001597063;0.002894781;0.004763729;0.007590058;0.011569476;EJ
NDC_W;AL;nuclear;0.045993;0.1182933;0.1419954;0.157293;0.1570381;0.155424427;0.18622943;0.155884691;0.114418735;0.120771282;0.156641163;EJ
NDC_W;AL;hydro;0.0351811;0.0372598;0.0317975;0.0359873;0.0420223;0.0419578;0.0419121;0.0419182;0.0418244;0.0414736;0.0415197;EJ
NDC_W;AL;wind;0;0;0;0;0.006363174;0.010986331;0.061557605;0.087139078;0.120212045;0.147505468;0.171763015;EJ
NDC_W;AL;solar;0;0;0;0;0.014969347;0.031069547;0.158012085;0.20088168;0.253158229;0.317305396;0.379564197;EJ
NDC_W;AR;nuclear;0.0430551;0.0510939;0.0562232;0.0518835;0.0518821;0.05185556;0.070810804;0.056028168;0.040664712;0.053799922;0.067388434;EJ
NDC_W;AR;hydro;0.0124031;0.0113216;0.0133666;0.0130245;0.0152087;0.0151853;0.0151688;0.015171;0.015137;0.0150101;0.0150268;EJ
NDC_W;AR;wind;0;0;0;0;0.007492049;0.013897474;0.103571217;0.144526698;0.191880838;0.244380026;0.292880731;EJ
NDC_W;AR;solar;0;0;0;4.59987E-06;0.003756847;0.00791398;0.034695304;0.044703072;0.05727692;0.072783245;0.087298366;EJ
NDC_W;AZ;nuclear;0.0786024;0.0963203;0.116766;0.121953;0.121951;0.12197069;0.174046301;0.191528767;0.211499657;0.244181351;0.166607079;EJ
NDC_W;AZ;hydro;0.0251735;0.0235432;0.0241914;0.0238498;0.0278494;0.0278066;0.0277763;0.0277804;0.0277182;0.0274857;0.0275163;EJ
NDC_W;AZ;wind;0;0;0.000488088;0.00164836;0.021866778;0.038822061;0.113339402;0.137840643;0.16533275;0.208311043;0.244642908;EJ
NDC_W;AZ;solar;0.000257804;0.000278298;0.000486186;0.01760397;0.037592737;0.055325375;0.152702619;0.196132784;0.241773645;0.290848231;0.338933733;EJ
NDC_W;CA;nuclear;0.124765;0.134934;0.120505;0.0693808;0.0693806;9.34162E-05;0.07673157;0.110727061;0.152390305;0.226721673;0.309777068;EJ
NDC_W;CA;hydro;0.0807207;0.145543;0.122102;0.0503768;0.0588249;0.0587346;0.0586706;0.0586792;0.0585478;0.0580568;0.0581214;EJ
NDC_W;CA;wind;0.0109208;0.0154038;0.0219996;0.0445538;0.048743835;0.094636119;0.237771074;0.298766411;0.371954481;0.460367732;0.583187565;EJ
NDC_W;CA;solar;0.000185308;0.001996635;0.007230648;0.070423445;0.078491372;0.098805353;0.293170644;0.385288617;0.487155587;0.611777558;0.764713722;EJ
NDC_W;CO;nuclear;0;0;0;0;0;1.26523E-05;0.000315988;0.00065484;0.001126361;0.001859794;0.002823788;EJ
NDC_W;CO;hydro;0.0048185;0.0051984;0.0057657;0.0058886;0.0068761;0.0068656;0.0068581;0.0068591;0.0068437;0.0067863;0.0067939;EJ
NDC_W;CO;wind;0;0.00280557;0.01249351;0.0272317;0.038269456;0.047713075;0.114520062;0.1367206;0.162267951;0.179160326;0.221946885;EJ
NDC_W;CO;solar;0.000188103;0.000169099;0.000638381;0.002130948;0.011994273;0.023104512;0.100088965;0.130797698;0.164417983;0.208753687;0.242990603;EJ
NDC_W;CT;nuclear;0.0754677;0.0580829;0.0626896;0.0652816;0.063792;0.061881917;0.072735518;0.073961647;0.071014379;0.069810039;0.066918933;EJ
NDC_W;CT;hydro;0.0019109;0.0017565;0.001427;0.0011039;0.001289;0.001287;0.0012856;0.0012858;0.001283;0.0012722;0.0012736;EJ
NDC_W;CT;wind;0;0;0;0;0.001787748;0.004945594;0.014623848;0.018102674;0.022239896;0.028853176;0.029243545;EJ
NDC_W;CT;solar;0;0;0;8.25995E-05;0.001253682;0.004428436;0.023323212;0.030805025;0.040136893;0.051545454;0.060792163;EJ
NDC_W;DC;nuclear;0;0;0;0;0;5.25114E-07;1.97209E-05;3.81132E-05;6.32922E-05;0.000102453;0.00015544;EJ
NDC_W;DC;solar;0;0;0;0;3.11441E-05;9.29475E-05;0.000557392;0.000884934;0.00123024;0.00164212;0.00206096;EJ
NDC_W;DE;nuclear;0;0;0;0;0;1.88765E-06;5.48159E-05;0.000103571;0.000173438;0.000278887;0.000444362;EJ
NDC_W;DE;wind;0;0;9.29993E-06;0;5.05407E-05;0.000107448;0.000623213;0.000903793;0.001233887;0.00163602;0.002114138;EJ
NDC_W;DE;solar;0;0;0;0.000224094;0.001411475;0.002466394;0.010798555;0.014204847;0.01829605;0.023070091;0.027271353;EJ
NDC_W;FL;nuclear;0.0831123;0.107338;0.0895828;0.105443;0.105255;0.104170218;0.196110754;0.196947157;0.188119551;0.204916316;0.25016171;EJ
NDC_W;FL;hydro;0.0005925;0.0009774;0.0006482;0.0008916;0.0010411;0.0010395;0.0010384;0.0010385;0.0010362;0.0010275;0.0010287;EJ
NDC_W;FL;wind;0;0;0;0;0.005335005;0.009547575;0.085457748;0.110486276;0.136828913;0.16232657;0.190474386;EJ
NDC_W;FL;solar;0;0;0.000735905;0.0010498;0.017982797;0.036172399;0.170459127;0.21713663;0.273187444;0.336265034;0.397467245;EJ
NDC_W;GA;nuclear;0.094631;0.117696;0.125421;0.126874;0.125486;0.123230069;0.15330083;0.157768165;0.156736226;0.154936338;0.137978997;EJ
NDC_W;GA;hydro;0.0154506;0.0147366;0.0120526;0.0108101;0.0126229;0.0126036;0.0125898;0.0125917;0.0125635;0.0124581;0.012472;EJ
NDC_W;GA;wind;0;0;0;0;0.004342308;0.007704649;0.050230984;0.0733523;0.105509217;0.147404846;0.193461173;EJ
NDC_W;GA;solar;0;0;0;0.000596583;0.010906579;0.0225071;0.104249838;0.134248891;0.170962229;0.215162816;0.258007362;EJ
NDC_W;HI;nuclear;0;0;0;0;0;7.51742E-06;0.000404509;0.000803572;0.001294992;0.002373646;0.003925176;EJ
NDC_W;HI;hydro;0.0000773;0.0002288;0.0001045;0.0002287;0.0002671;0.0002666;0.0002664;0.0002664;0.0002658;0.0002636;0.0002639;EJ
NDC_W;HI;wind;0.000114203;2.39006E-05;0.000944911;0.00223408;0.006192972;0.006684496;0.010765244;0.012473854;0.014642705;0.016593724;0.019416648;EJ
NDC_W;HI;solar;3.00006E-07;3.00012E-07;1.63005E-05;0.000258703;0.00561619;0.007432171;0.019651252;0.023937324;0.028236476;0.033158172;0.038440793;EJ
NDC_W;IA;nuclear;0.0114923;0.0169386;0.0166566;0.0196598;0.0196596;0.01967121;0.035558218;0.025645061;0.032771911;0.046046107;0.053968013;EJ
NDC_W;IA;hydro;0.0029699;0.0035241;0.0034636;0.0035039;0.0040915;0.0040852;0.0040808;0.0040814;0.0040722;0.0040381;0.0040426;EJ
NDC_W;IA;wind;0;0.005953253;0.03319144;0.0651556;0.069574582;0.077040013;0.122756598;0.147997625;0.167409425;0.15096826;0.178436545;EJ
NDC_W;IA;solar;0;0;0;0;0.003024898;0.006813015;0.033981675;0.042787077;0.05415176;0.076941085;0.088641074;EJ
NDC_W;ID;nuclear;0;0;0;0;0;9.72207E-06;0.000199322;0.000435022;0.000756348;0.001277422;0.001830267;EJ
NDC_W;ID;hydro;0.03093388;0.0313742;0.0334413;0.0319544;0.0373131;0.0372558;0.0372152;0.0372207;0.0371373;0.0368259;0.0368669;EJ
NDC_W;ID;wind;0;0;0.0015953;0.00827727;0.009456955;0.011815423;0.021509697;0.026291595;0.031677004;0.03341079;0.041087564;EJ
NDC_W;ID;solar;0.000072001;6.47008E-05;9.53994E-05;0.000384794;0.001386834;0.002146795;0.005266652;0.006679884;0.0081954;0.010009126;0.011564714;EJ
NDC_W;IL;nuclear;0.2743289;0.3480864;0.3599954;0.3647552;0.3162069;0.286961818;0.344928111;0.34709437;0.3495761;0.380613114;0.315350972;EJ
NDC_W;IL;hydro;0.0004884;0.0004738;0.0004332;0.0004488;0.0005241;0.0005233;0.0005227;0.0005228;0.0005216;0.0005172;0.0005178;EJ
NDC_W;IL;wind;0;0.00051;0.01611975;0.0391672;0.18501174;0.239485414;0.444563386;0.545358951;0.647630788;0.752229594;0.843438357;EJ
NDC_W;IL;solar;0;0;0.000129399;0.000233195;0.044956541;0.057173879;0.157937762;0.199345192;0.246593512;0.308064247;0.343874562;EJ
NDC_W;IN;nuclear;0;0;0;0;0;0.000019595;0.000569863;0.001138222;0.001965529;0.003278392;0.004795906;EJ
NDC_W;IN;hydro;0.0014969;0.0016096;0.0016573;0.0013913;0.0016246;0.0016221;0.0016204;0.0016206;0.001617;0.0016034;0.0016052;EJ
NDC_W;IN;wind;0;0;0.01061184;0.01645913;0.037671298;0.052541778;0.195550293;0.241473476;0.29990614;0.364884529;0.428861036;EJ
NDC_W;IN;solar;0;0;0;0.000737573;0.016194921;0.025748383;0.090025661;0.11549001;0.146683768;0.187293775;0.216618116;EJ
NDC_W;KS;nuclear;0.0299991;0.0325891;0.0357618;0.0323574;0.0323566;0.032363041;0.054088188;0.058428075;0.0619869;0.032086234;0.020430427;EJ
NDC_W;KS;hydro;0.000045;0.0000415;0.0000483;0.0000693;0.0000809;0.0000808;0.0000807;0.0000807;0.0000805;0.0000799;0.00008;EJ
NDC_W;KS;wind;0;0.001523835;0.0123242;0.04010098;0.043833072;0.049680917;0.112423862;0.129079141;0.153763288;0.191493945;0.241985318;EJ
NDC_W;KS;solar;0.00016364;0.000145861;0.000217292;0.000884568;0.001268698;0.002557062;0.014375815;0.018661957;0.02413543;0.03682337;0.044519653;EJ
NDC_W;KY;nuclear;0;0;0;0;0;1.85706E-05;0.000422441;0.001121657;0.002155103;0.004107618;0.006430119;EJ
NDC_W;KY;hydro;0.0107254;0.0108761;0.0094259;0.0124199;0.0145027;0.0144804;0.0144647;0.0144668;0.0144344;0.0143133;0.0143293;EJ
NDC_W;KY;wind;0;0;0;0;0.007562676;0.013282004;0.052045514;0.063666173;0.076887581;0.094770847;0.107286426;EJ
NDC_W;KY;solar;0;0;0;0;0.017724914;0.028367524;0.109078288;0.1397354;0.177029181;0.226188357;0.262046195;EJ
NDC_W;LA;nuclear;0.0541782;0.0585091;0.0697587;0.0573685;0.0573654;0.057369808;0.082943225;0.073200342;0.085739563;0.088786356;0.097778646;EJ
NDC_W;LA;hydro;0.002228;0.0029786;0.0040504;0.0036456;0.004257;0.0042504;0.0042458;0.0042464;0.0042369;0.0042014;0.004206;EJ
NDC_W;LA;wind;0;0;0;0;0.005673555;0.009898789;0.051878083;0.070214974;0.090393656;0.113064152;0.13391092;EJ
NDC_W;LA;solar;0;0;0;0;0.009817655;0.020401269;0.103602401;0.132242837;0.167231893;0.210621472;0.253836851;EJ
NDC_W;MA;nuclear;0.0193462;0.0204348;0.022148;0.018728;0.018728;0.01874107;0.027116865;0.014401981;0.019999542;0.027888308;0.040105841;EJ
NDC_W;MA;hydro;0.0042016;0.0038253;0.0036037;0.0029811;0.003481;0.0034757;0.0034719;0.0034724;0.0034646;0.0034356;0.0034394;EJ
NDC_W;MA;wind;0;0;7.20001E-05;0.000678791;0.001835589;0.00486037;0.021215541;0.029935813;0.038377941;0.048933782;0.063455261;EJ
NDC_W;MA;solar;0;0;5.59998E-06;0.00211839;0.003878975;0.00859686;0.036852303;0.048255833;0.062415511;0.077636411;0.091771708;EJ
NDC_W;MD;nuclear;0.00477532;0.0548772;0.0523733;0.0549041;0.0549039;0.054917666;0.0691884;0.051472499;0.036165779;0.052132344;0.070584568;EJ
NDC_W;MD;hydro;0.0078018;0.0062574;0.0060911;0.0059235;0.0069169;0.0069062;0.0068987;0.0068997;0.0068843;0.0068265;0.0068341;EJ
NDC_W;MD;wind;0;0;5.59996E-06;0.00158456;0.005748086;0.008519861;0.029063193;0.041804983;0.058537814;0.076981898;0.096652371;EJ
NDC_W;MD;solar;0;0;8.99995E-07;0.000529186;0.00928264;0.014444698;0.059095688;0.076869688;0.098114864;0.122855301;0.140905089;EJ
NDC_W;ME;nuclear;0.0185489;0;0;0;0;4.18056E-06;0.00013102;0.000263597;0.000453568;0.000780895;0.001249776;EJ
NDC_W;ME;hydro;0.0093206;0.0127296;0.0113423;0.0108406;0.0126586;0.0126391;0.0126254;0.0126272;0.0125989;0.0124933;0.0125072;EJ
NDC_W;ME;wind;0;0;0.0018068;0.00472443;0.004982113;0.005529935;0.010438987;0.013406374;0.016699082;0.017472519;0.025691732;EJ
NDC_W;ME;solar;0;0;0;0;0.000211553;0.000888332;0.005524493;0.007426958;0.009830296;0.012808423;0.015483732;EJ
NDC_W;MI;nuclear;0.0824681;0.1226866;0.1108709;0.109984;0.1083957;0.105248019;0.177964278;0.18294861;0.181991749;0.195474575;0.218430636;EJ
NDC_W;MI;hydro;0.0054462;0.0052623;0.0044656;0.0053612;0.0062603;0.0062507;0.0062438;0.0062448;0.0062308;0.0061785;0.0061854;EJ
NDC_W;MI;wind;0;6.49999E-06;0.00130408;0.01748965;0.046568389;0.066935369;0.229617462;0.278103926;0.333926364;0.393217421;0.450915919;EJ
NDC_W;MI;solar;0;0;0;5.5998E-06;0.012963989;0.02149442;0.081811749;0.106111428;0.135712041;0.175204041;0.204940418;EJ
NDC_W;MN;nuclear;0.0463248;0.0479054;0.0504422;0.0451377;0.0451371;0.045149594;0.063162823;0.033919416;0.043355592;0.061143612;0.071588004;EJ
NDC_W;MN;hydro;0.0023259;0.0023696;0.0026054;0.0026776;0.0031266;0.0031218;0.0031184;0.0031189;0.0031119;0.0030858;0.0030892;EJ
NDC_W;MN;wind;1.20003E-06;0.005719452;0.01730052;0.03554832;0.041002324;0.050370802;0.101851047;0.130093623;0.151635323;0.169439114;0.198741981;EJ
NDC_W;MN;solar;0;0;0;1.31995E-05;0.002839405;0.006407051;0.034468139;0.044580994;0.057730572;0.087949694;0.102587184;EJ
NDC_W;MO;nuclear;0.0305212;0.0299725;0.0336683;0.0391445;0.0391442;0.039165452;0.060906966;0.072083848;0.083504873;0.059965364;0.080759077;EJ
NDC_W;MO;hydro;0.0074394;0.004258;0.0056234;0.0058205;0.0067966;0.0067862;0.0067788;0.0067798;0.0067646;0.0067078;0.0067153;EJ
NDC_W;MO;wind;0;0;0.003349668;0.003766632;0.035849417;0.050356405;0.123967039;0.160245901;0.197532404;0.246679703;0.296011345;EJ
NDC_W;MO;solar;0;0;0;7.75984E-05;0.045232027;0.057331592;0.16975645;0.213835883;0.263886436;0.328383979;0.367469105;EJ
