scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
CO2B;Southeast grid;AR;0.00538363;0.00653073;0.00740343;0.00516045;0.00503972;0.00520274;0.00495144;0.00514521;0.00541174;0.00656317;0.00847383;EJ
CO2B;Southeast grid;GA;0.219304;0.302712;0.304491;0.270693;0.279189;0.293728;0.277865;0.293253;0.327721;0.398632;0.498817;EJ
CO2B;Southeast grid;GA;0.127143;0.168946;0.17344;0.163337;0.166208;0.174768;0.173925;0.185159;0.198465;0.232848;0.301071;EJ
CO2B;Southeast grid;GA;0.00102127;0.00143971;0.000891887;0.00247552;0.00243862;0.00253147;0.00249663;0.00266998;0.0028632;0.00337395;0.00440278;EJ
CO2B;Southeast grid;GA;0.00770807;0.00979324;0.0135423;0.0173048;0.0170273;0.0176692;0.0174784;0.0187143;0.0200716;0.0239278;0.0311923;EJ
CO2B;Southeast grid;LA;0.0886236;0.111731;0.14706;0.141002;0.133865;0.146259;0.163931;0.204211;0.244191;0.27392;0.330468;EJ
CO2B;Southeast grid;LA;0.098241;0.137084;0.125824;0.146771;0.145918;0.151227;0.153892;0.16979;0.183459;0.215893;0.278623;EJ
CO2B;Southeast grid;LA;0.00440718;0.00559153;0.0072984;0.00238043;0.00243294;0.00259107;0.00273495;0.00309128;0.00343697;0.00415962;0.00543819;EJ
CO2B;Southeast grid;LA;0.0297099;0.0401105;0.0268495;0.0160667;0.0163791;0.0174991;0.0184628;0.0210162;0.0235099;0.0299978;0.0392637;EJ
CO2B;Southeast grid;MS;0.0445461;0.072092;0.0826829;0.0736043;0.076527;0.0810519;0.0841747;0.0934619;0.104208;0.0789154;0.106556;EJ
CO2B;Southeast grid;MS;0.0345335;0.0735208;0.095415;0.137466;0.134368;0.136651;0.131176;0.132304;0.132797;0.143816;0.181792;EJ
CO2B;Southeast grid;MS;0.00107627;0.00266472;0.00103019;0.00230633;0.00229305;0.00239418;0.00234189;0.00245108;0.00259042;0.003013;0.00384409;EJ
CO2B;Southeast grid;MS;0.00781637;0.0188931;0.0178005;0.0155661;0.0154411;0.0161487;0.0157705;0.0165239;0.0174829;0.0212865;0.027264;EJ
CO2B;Southeast grid;NC;0.203508;0.320665;0.327776;0.309891;0.315729;0.335023;0.338327;0.38053;0.410713;0.457493;0.608783;EJ
CO2B;Southeast grid;NC;0.095457;0.141945;0.140287;0.129938;0.132662;0.141364;0.141452;0.149083;0.15976;0.187698;0.241829;EJ
CO2B;Southeast grid;NC;0.00078055;0.000521703;0.000863488;0.00188274;0.00185733;0.00192852;0.00186463;0.00193877;0.00204001;0.00236688;0.00303416;EJ
CO2B;Southeast grid;NC;0.00592896;0.00370982;0.00616464;0.0188287;0.0190658;0.0197506;0.0195653;0.0202885;0.0212015;0.0184894;0.0234386;EJ
CO2B;Southeast grid;SC;0.213211;0.288049;0.290368;0.288696;0.308736;0.322352;0.322289;0.332584;0.336018;0.387852;0.493596;EJ
CO2B;Southeast grid;SC;0.0459948;0.0827551;0.0896949;0.068049;0.0717635;0.0787289;0.0870815;0.102742;0.118299;0.149078;0.194429;EJ
CO2B;Southeast grid;SC;0.000447729;0.000887506;0.000643391;0.000946571;0.000986895;0.00106448;0.00115129;0.00131176;0.0014646;0.0017741;0.00230045;EJ
CO2B;Southeast grid;SC;0.0033023;0.00627273;0.00696763;0.00640852;0.00665483;0.00720444;0.00779634;0.00894768;0.0100513;0.0128048;0.016626;EJ
CO2B;Southeast grid;TN;0.170223;0.249569;0.228426;0.232496;0.225675;0.235207;0.249642;0.302134;0.354806;0.423408;0.509624;EJ
CO2B;Southeast grid;TN;0.0961507;0.101064;0.0785075;0.0426628;0.0468;0.053358;0.0586443;0.0684557;0.0805109;0.103089;0.134544;EJ
CO2B;Southeast grid;TN;0.000761449;0.000109701;0.000530092;0.000473985;0.000476733;0.000501656;0.00049824;0.000525987;0.000560246;0.000657156;0.000839457;EJ
CO2B;Southeast grid;TN;0.00574765;0.000903404;0.00212698;0.0035462;0.00357164;0.00374917;0.00372272;0.00391563;0.00415364;0.00467834;0.00597541;EJ
CO2B;Southeast grid;VA;0.134597;0.18478;0.173556;0.182681;0.165774;0.178112;0.201292;0.203391;0.201166;0.290247;0.41679;EJ
CO2B;Southeast grid;VA;0.0506531;0.0971276;0.0894639;0.11366;0.109338;0.114923;0.11721;0.123872;0.130931;0.153801;0.199765;EJ
CO2B;Southeast grid;VA;0.000488331;0.00131661;0.00308176;0.00173495;0.00180227;0.00193473;0.00199634;0.00215753;0.00234354;0.0028025;0.00358001;EJ
CO2B;Southeast grid;VA;0.00437166;0.0119263;0.0132716;0.0117105;0.0120612;0.0129538;0.0132886;0.0143563;0.0155988;0.0195359;0.0249783;EJ
CO2B;Southeast grid;electricity;2.12698;3.10852;3.21433;3.14688;3.1881;3.37265;3.45011;3.76671;4.09832;4.88039;6.3056;EJ
CO2B;Southwest grid;AZ;0.17436;0.237379;0.270427;0.255546;0.274305;0.312861;0.379254;0.414926;0.458213;0.578903;0.643489;EJ
CO2B;Southwest grid;AZ;0.0530192;0.109863;0.12184;0.146162;0.137882;0.147031;0.159061;0.166726;0.180215;0.223157;0.283803;EJ
CO2B;Southwest grid;AZ;0.000855323;0.00269116;0.00259186;0.00278661;0.00286083;0.00317221;0.0035236;0.00379095;0.00430967;0.00549946;0.00696226;EJ
CO2B;Southwest grid;AZ;0.0063589;0.0181768;0.0160614;0.0229632;0.0237037;0.0259542;0.0286738;0.0306326;0.0342504;0.0381836;0.0480138;EJ
CO2B;Southwest grid;CO;0.0729045;0.107314;0.11352;0.127156;0.129691;0.140098;0.150575;0.163473;0.188725;0.224012;0.304152;EJ
CO2B;Southwest grid;CO;0.0494022;0.071986;0.0753711;0.0725134;0.0784399;0.0888802;0.11039;0.12823;0.150817;0.195076;0.244081;EJ
CO2B;Southwest grid;CO;0.00073582;0.00115798;0.00106914;0.00107437;0.00119591;0.00140029;0.00171903;0.00191244;0.00219816;0.00276172;0.00336631;EJ
CO2B;Southwest grid;CO;0.00517358;0.00831235;0.00897395;0.00419701;0.00455526;0.00563687;0.00725002;0.00828708;0.00998222;0.0172124;0.0214121;EJ
CO2B;Southwest grid;NM;0.0596975;0.0839926;0.0773336;0.0686605;0.0602177;0.0699528;0.0848043;0.0955433;0.113159;0.148266;0.202746;EJ
CO2B;Southwest grid;NM;0.0452085;0.049922;0.0548302;0.0543963;0.0532264;0.0591989;0.0679162;0.0742637;0.0842453;0.107428;0.136189;EJ
CO2B;Southwest grid;NM;0.00075982;0.000500493;0.000883551;0.000877973;0.000914277;0.00102399;0.00115548;0.00124886;0.00142063;0.0018045;0.00225986;EJ
CO2B;Southwest grid;NM;0.00552759;0.00417788;0.00650902;0.00643986;0.00689295;0.00791536;0.00919251;0.010075;0.0116088;0.0154955;0.0192999;EJ
CO2B;Southwest grid;WY;0.089663;0.119132;0.125786;0.146345;0.162579;0.182595;0.191529;0.201838;0.238496;0.316511;0.434992;EJ
CO2B;Southwest grid;WY;0.0606603;0.0559191;0.0562609;0.0408185;0.0596161;0.0753914;0.0859944;0.0907019;0.109141;0.140076;0.1685;EJ
CO2B;Southwest grid;WY;0.000802922;6.49991E-06;0.000123693;1.38996E-05;1.31249E-05;1.35711E-05;1.23349E-05;1.17945E-05;1.21702E-05;0.000014767;1.81981E-05;EJ
CO2B;Southwest grid;WY;0.00564789;0.000697196;0.00206694;0.000620486;0.000733946;0.000885934;0.00103892;0.00114641;0.00133106;0.00168776;0.00204206;EJ
CO2B;Southwest grid;electricity;0.630777;0.871228;0.933649;0.95057;0.996828;1.12201;1.28209;1.39281;1.58812;2.01609;2.52133;EJ
CO2B;Texas grid;TX;0.567865;0.873511;0.913215;1.0015;1.03372;1.13491;1.24404;1.34815;1.52059;1.98421;2.8148;EJ
CO2B;Texas grid;TX;0.298218;0.45873;0.479581;0.525945;0.542867;0.596004;0.653314;0.707989;0.798548;1.04202;1.47821;EJ
CO2B;Texas grid;TX;0.00451556;0.00694599;0.00726171;0.00796375;0.00821997;0.00902457;0.00989234;0.0107202;0.0120914;0.0157781;0.0223827;EJ
CO2B;Texas grid;TX;0.032512;0.0500112;0.0522843;0.057339;0.0591838;0.0649769;0.0712248;0.0771856;0.0870584;0.113602;0.161156;EJ
CO2B;Texas grid;electricity;0.903111;1.3892;1.45234;1.59275;1.64399;1.80491;1.97847;2.14404;2.41829;3.15561;4.47655;EJ
CO2B_W;Alaska grid;AK;0.0108474;0.0171245;0.0171345;0.0164115;0.0078416;0.00806473;0.0108582;0.0135595;0.0169952;0.0247706;0.0358941;EJ
CO2B_W;Alaska grid;AK;0.00569657;0.00899306;0.00899831;0.00861863;0.00411807;0.00423525;0.00570227;0.00712086;0.00892515;0.0130085;0.01885;EJ
CO2B_W;Alaska grid;AK;8.62563E-05;0.000136171;0.00013625;0.000130501;6.23549E-05;6.41292E-05;8.63426E-05;0.000107823;0.000135143;0.000196971;0.000285423;EJ
CO2B_W;Alaska grid;AK;0.000621045;0.000980431;0.000981003;0.00093961;0.000448955;0.00046173;0.000621667;0.000776322;0.000973028;0.00141819;0.00205505;EJ
CO2B_W;Alaska grid;electricity;0.0172513;0.0272342;0.0272501;0.0261003;0.012471;0.0128258;0.0172685;0.0215645;0.0270285;0.0393943;0.0570846;EJ
CO2B_W;California grid;CA;0.322906;0.433815;0.437179;0.43526;0.377664;0.39508;0.456777;0.549655;0.666337;0.918943;1.28393;EJ
CO2B_W;California grid;CA;0.169576;0.227821;0.229587;0.22858;0.198333;0.207479;0.239879;0.288655;0.349931;0.482589;0.674266;EJ
CO2B_W;California grid;CA;0.00256768;0.00344962;0.00347636;0.0034611;0.00300311;0.0031416;0.0036322;0.00437075;0.00529858;0.00730726;0.0102096;EJ
CO2B_W;California grid;CA;0.0184873;0.0248372;0.0250298;0.0249199;0.0216224;0.0226195;0.0261518;0.0314694;0.0381498;0.0526122;0.073509;EJ
CO2B_W;California grid;electricity;0.513537;0.689923;0.695272;0.692221;0.600622;0.628321;0.72644;0.874151;1.05972;1.46145;2.04192;EJ
CO2B_W;Central East grid;IN;0.228022;0.29706;0.286143;0.233337;0.268775;0.2911;0.303412;0.31016;0.364666;0.473202;0.59438;EJ
CO2B_W;Central East grid;IN;0.136272;0.180175;0.172961;0.144314;0.163991;0.176041;0.183486;0.180482;0.194712;0.236709;0.291447;EJ
CO2B_W;Central East grid;IN;0.00164567;0.00185997;0.00070919;0.00229013;0.00232829;0.00247688;0.0025812;0.00275902;0.00305374;0.00375366;0.00461047;EJ
CO2B_W;Central East grid;IN;0.0137628;0.0100433;0.0176069;0.0169528;0.017381;0.0181917;0.0186879;0.0194454;0.0210891;0.0234585;0.0287464;EJ
CO2B_W;Central East grid;KY;0.170908;0.224373;0.23409;0.211492;0.198919;0.208281;0.178311;0.155976;0.168385;0.204284;0.242147;EJ
CO2B_W;Central East grid;KY;0.096288;0.130042;0.135082;0.106732;0.114841;0.127998;0.148585;0.17139;0.205268;0.270042;0.336539;EJ
CO2B_W;Central East grid;KY;0.00100014;0.000916386;0.00502413;0.00217572;0.00246819;0.00268358;0.00300617;0.00316055;0.00360913;0.00457186;0.0057218;EJ
CO2B_W;Central East grid;KY;0.00734733;0.0201171;0.00991006;0.00683585;0.00810233;0.0093598;0.0113481;0.013022;0.0157945;0.022604;0.0284093;EJ
CO2B_W;Central East grid;MI;0.241349;0.305198;0.28439;0.281104;0.300767;0.318493;0.422285;0.515663;0.574282;0.71013;0.89751;EJ
CO2B_W;Central East grid;MI;0.0938353;0.111871;0.110506;0.125318;0.118144;0.118581;0.122711;0.142093;0.160273;0.191746;0.238168;EJ
CO2B_W;Central East grid;MI;0.00350445;0.0068515;0.00145888;0.00176247;0.00194569;0.00210524;0.00233313;0.00246367;0.00280205;0.00353132;0.00442298;EJ
CO2B_W;Central East grid;MI;0.0220257;0.036668;0.0301152;0.0189248;0.0198322;0.0211312;0.0227109;0.0239369;0.0267002;0.0322593;0.0400064;EJ
CO2B_W;Central East grid;OH;0.302803;0.375633;0.351891;0.271903;0.288514;0.317084;0.365385;0.404938;0.452314;0.556601;0.675597;EJ
CO2B_W;Central East grid;OH;0.157382;0.194036;0.17795;0.156912;0.154702;0.162912;0.16804;0.16788;0.17919;0.212953;0.260339;EJ
CO2B_W;Central East grid;OH;0.00165937;0.00148538;0.00318295;0.00289479;0.00290949;0.00308803;0.00320052;0.00342658;0.00378127;0.00463091;0.00564776;EJ
CO2B_W;Central East grid;OH;0.0126291;0.0126425;0.018136;0.0226134;0.0238818;0.0256393;0.0272064;0.0285968;0.0318966;0.0413824;0.0509696;EJ
CO2B_W;Central East grid;WV;0.169693;0.210752;0.188016;0.18202;0.19028;0.202635;0.1664;0.138152;0.15027;0.183753;0.223097;EJ
CO2B_W;Central East grid;WV;0.100604;0.12593;0.10959;0.0863326;0.103327;0.116914;0.131195;0.138961;0.158532;0.206069;0.256102;EJ
CO2B_W;Central East grid;WV;0.00103894;0.000122798;0.000316296;0.000258879;0.000266271;0.000282561;0.000296128;0.000315796;0.000350748;0.000433465;0.000531955;EJ
CO2B_W;Central East grid;WV;0.00794475;0.0014286;0.00121028;0.00222342;0.00221173;0.00225923;0.00225025;0.0023033;0.00241753;0.00212858;0.00260011;EJ
CO2B_W;Central East grid;electricity;1.76971;2.24721;2.13829;1.8764;1.98359;2.12726;2.28343;2.42512;2.71939;3.38424;4.18699;EJ
CO2B_W;Central Northeast grid;IL;0.360721;0.522778;0.539101;0.524715;0.705947;0.749518;0.868121;0.932583;1.03895;1.27141;1.4683;EJ
CO2B_W;Central Northeast grid;IL;0.123054;0.186783;0.200863;0.180994;0.221738;0.233772;0.250248;0.269526;0.303122;0.362491;0.436008;EJ
CO2B_W;Central Northeast grid;IL;0.00195618;0.0026127;0.00202986;0.00232037;0.00301847;0.00321069;0.00342706;0.00356467;0.00402738;0.00488967;0.00588743;EJ
CO2B_W;Central Northeast grid;IL;0.0164336;0.0184737;0.0182438;0.0205651;0.0243773;0.0253167;0.026076;0.0266614;0.0290451;0.0300868;0.0360977;EJ
CO2B_W;Central Northeast grid;MO;0.110565;0.179545;0.176803;0.164408;0.209758;0.228394;0.219737;0.23697;0.284897;0.329864;0.438715;EJ
CO2B_W;Central Northeast grid;MO;0.104298;0.156664;0.158564;0.144498;0.208249;0.226005;0.245751;0.255967;0.307222;0.388165;0.471364;EJ
CO2B_W;Central Northeast grid;MO;0.00152349;0.0014254;0.00186566;0.00120468;0.00167239;0.00181533;0.00204699;0.00220222;0.00257277;0.00321894;0.0039396;EJ
CO2B_W;Central Northeast grid;MO;0.00962499;0.0100022;0.0143691;0.00749945;0.0109613;0.0120171;0.0136604;0.0147571;0.0174294;0.0232736;0.0284664;EJ
CO2B_W;Central Northeast grid;WI;0.099485;0.131991;0.134942;0.122782;0.149984;0.160309;0.142504;0.123473;0.148798;0.197969;0.266234;EJ
CO2B_W;Central Northeast grid;WI;0.0723925;0.0946984;0.0874;0.100885;0.129667;0.137967;0.150133;0.153548;0.163026;0.194225;0.233921;EJ
CO2B_W;Central Northeast grid;WI;0.00105899;0.0025962;0.00287024;0.00293106;0.00378329;0.00402488;0.00430954;0.00451501;0.00511005;0.00619858;0.00745419;EJ
CO2B_W;Central Northeast grid;WI;0.00661973;0.0192911;0.0161007;0.0184194;0.0256753;0.0278328;0.0307055;0.0326112;0.0378389;0.0496514;0.0598607;EJ
CO2B_W;Central Northeast grid;electricity;0.907732;1.32686;1.35315;1.29122;1.69483;1.81018;1.95672;2.05638;2.34204;2.86144;3.45624;EJ
CO2B_W;Central Northwest grid;IA;0.0685927;0.10196;0.127008;0.124799;0.129784;0.141278;0.156133;0.161069;0.182855;0.218538;0.269612;EJ
CO2B_W;Central Northwest grid;IA;0.0444723;0.0604826;0.079813;0.0688615;0.0718406;0.0775915;0.0818165;0.0782756;0.0833639;0.09585;0.115725;EJ
CO2B_W;Central Northwest grid;IA;0.000700548;0.00117512;0.00106915;0.000759456;0.000796751;0.000873214;0.000950608;0.000978946;0.00110915;0.00144068;0.00173645;EJ
CO2B_W;Central Northwest grid;IA;0.00461936;0.00783381;0.00878183;0.010677;0.010722;0.0111062;0.0114562;0.0115682;0.0122092;0.00746519;0.0092077;EJ
CO2B_W;Central Northwest grid;MN;0.108172;0.130744;0.12791;0.12892;0.132037;0.143843;0.173286;0.174801;0.203816;0.278417;0.345059;EJ
CO2B_W;Central Northwest grid;MN;0.0490476;0.0598591;0.0577772;0.0698879;0.0683625;0.0706327;0.069563;0.0679118;0.0765752;0.0950404;0.114672;EJ
CO2B_W;Central Northwest grid;MN;0.000791455;0.00144463;0.0021224;0.00218927;0.00226042;0.0024193;0.0025289;0.00254035;0.00278755;0.00351724;0.00424221;EJ
CO2B_W;Central Northwest grid;MN;0.00662108;0.0114932;0.0125736;0.00800428;0.0078326;0.00810664;0.0089488;0.00918927;0.0108093;0.018708;0.0235297;EJ
CO2B_W;Central Northwest grid;ND;0.0617405;0.0755087;0.0800012;0.0875451;0.0919127;0.0977886;0.0919411;0.0952867;0.106926;0.138472;0.170842;EJ
CO2B_W;Central Northwest grid;ND;0.0460597;0.0538462;0.0560418;0.0582525;0.0638128;0.0705715;0.0782532;0.0788661;0.0881658;0.121085;0.150524;EJ
CO2B_W;Central Northwest grid;ND;0.000553538;0;7.74962E-05;0.000323681;0.000327656;0.000353504;0.00038792;0.000412285;0.000487644;0.000660893;0.000845909;EJ
CO2B_W;Central Northwest grid;ND;0.00373744;0.000272704;0.00230238;0.00394494;0.00394743;0.00407029;0.00419074;0.00424999;0.00455599;0.00332514;0.00420993;EJ
CO2B_W;Central Northwest grid;NE;0.0595541;0.0831658;0.0967211;0.103563;0.110619;0.124215;0.133214;0.140673;0.16323;0.228636;0.274721;EJ
CO2B_W;Central Northwest grid;NE;0.0221591;0.0357435;0.0412003;0.0438783;0.0488069;0.0565474;0.0706365;0.0848476;0.106557;0.151017;0.18492;EJ
CO2B_W;Central Northwest grid;NE;0.000409528;0.000442809;0.000287686;0.000189889;0.000214202;0.000244006;0.000299204;0.000325034;0.000412347;0.000560194;0.000699413;EJ
CO2B_W;Central Northwest grid;NE;0.00265733;0.00260784;0.00150239;0.0024997;0.00346669;0.0045925;0.00550784;0.00591032;0.00737395;0.0134387;0.0157444;EJ
CO2B_W;Central Northwest grid;SD;0.0194122;0.0186498;0.0296035;0.0270258;0.0302301;0.0307537;0.0313447;0.0324399;0.0334719;0.0318452;0.0345859;EJ
CO2B_W;Central Northwest grid;SD;0.00498383;0.00539754;0.00739299;0.0069165;0.00691071;0.007127;0.00743004;0.00743524;0.00785274;0.00750048;0.00911243;EJ
CO2B_W;Central Northwest grid;SD;6.94048E-05;0.000197904;0.000110995;0.000289783;0.000333797;0.000387075;0.000492489;0.000548427;0.000692433;0.00094509;0.00118183;EJ
CO2B_W;Central Northwest grid;SD;0.000541006;0.00126782;0.00124739;0.00188912;0.00234761;0.00291948;0.00344202;0.00367849;0.00457324;0.00835646;0.00999008;EJ
CO2B_W;Central Northwest grid;electricity;0.504895;0.652093;0.733544;0.750417;0.786565;0.85542;0.931823;0.961007;1.09782;1.42482;1.74116;EJ
CO2B_W;Central Southwest grid;KS;0.105472;0.150733;0.16475;0.15516;0.146992;0.156209;0.17222;0.190098;0.213832;0.262703;0.346662;EJ
CO2B_W;Central Southwest grid;KS;0.0293783;0.0302056;0.0279105;0.0189608;0.0174213;0.0185344;0.0208399;0.0228975;0.0253778;0.0219097;0.0286112;EJ
CO2B_W;Central Southwest grid;KS;0.000277254;0.000119914;0.000206594;0.000126393;0.000110056;0.000119653;0.000138378;0.000153724;0.00017204;0.000210922;0.000271239;EJ
CO2B_W;Central Southwest grid;KS;0.00323147;0.00523555;0.00167453;0.00699024;0.00611662;0.00652217;0.00727788;0.00794216;0.008784;0.00868616;0.0114381;EJ
CO2B_W;Central Southwest grid;OK;0.085084;0.128715;0.134922;0.138455;0.105843;0.111182;0.119947;0.130351;0.146497;0.188397;0.251186;EJ
CO2B_W;Central Southwest grid;OK;0.0706932;0.116549;0.129464;0.135233;0.115356;0.121888;0.132594;0.145388;0.163851;0.214989;0.285353;EJ
CO2B_W;Central Southwest grid;OK;0.00123801;0.00210221;0.00217634;0.00220838;0.00190043;0.00200659;0.00218488;0.00239442;0.00269323;0.00337614;0.00448273;EJ
CO2B_W;Central Southwest grid;OK;0.00767841;0.0107637;0.0154826;0.00982013;0.0083589;0.00878681;0.0094496;0.0104045;0.0118459;0.0171407;0.0227905;EJ
CO2B_W;Central Southwest grid;electricity;0.303052;0.444424;0.476587;0.466955;0.402098;0.42525;0.464652;0.509629;0.573054;0.717413;0.950795;EJ
CO2B_W;Florida grid;FL;0.291153;0.489432;0.51457;0.534768;0.527917;0.544128;0.504071;0.54477;0.577629;0.633101;0.794381;EJ
CO2B_W;Florida grid;FL;0.152901;0.257028;0.27023;0.280837;0.277239;0.285752;0.264716;0.28609;0.303346;0.332477;0.417174;EJ
CO2B_W;Florida grid;FL;0.00231519;0.00389187;0.00409176;0.00425237;0.00419789;0.0043268;0.00400828;0.00433191;0.0045932;0.0050343;0.00631676;EJ
CO2B_W;Florida grid;FL;0.0166694;0.0280214;0.0294607;0.0306171;0.0302248;0.0311529;0.0288596;0.0311897;0.033071;0.0362469;0.0454807;EJ
CO2B_W;Florida grid;electricity;0.463038;0.778373;0.818352;0.850474;0.839578;0.865359;0.801656;0.866382;0.918639;1.00686;1.26335;EJ
CO2B_W;Hawaii grid;HI;0.0228011;0.0244049;0.0240449;0.0226419;0.0241669;0.0236531;0.0220253;0.0220083;0.0232446;0.0268377;0.0361005;EJ
CO2B_W;Hawaii grid;HI;0.0119741;0.0128164;0.0126273;0.0118905;0.0126914;0.0124216;0.0115667;0.0115578;0.0122071;0.014094;0.0189584;EJ
CO2B_W;Hawaii grid;HI;0.00018131;0.000194063;0.0001912;0.000180044;0.00019217;0.000188085;0.000175141;0.000175006;0.000184837;0.000213409;0.000287064;EJ
CO2B_W;Hawaii grid;HI;0.00130543;0.00139726;0.00137664;0.00129632;0.00138363;0.00135421;0.00126101;0.00126004;0.00133082;0.00153654;0.00206686;EJ
CO2B_W;Hawaii grid;electricity;0.036262;0.0388127;0.03824;0.0360088;0.0384341;0.037617;0.0350281;0.0350012;0.0369674;0.0426817;0.0574129;EJ
CO2B_W;Mid-Atlantic grid;DC;0;0;0;5.90985E-05;3.79894E-05;5.66298E-05;0.000115358;0.000153722;0.000222647;0.000323877;0.000474002;EJ
CO2B_W;Mid-Atlantic grid;DC;0.00152164;0.000935204;0;5.90985E-05;0.00012698;0.000181018;0.000251429;0.000321603;0.000384915;0.000474852;0.000605663;EJ
CO2B_W;Mid-Atlantic grid;DC;0;0;0.000489698;0;0;0;0;0;0;0;0;EJ
CO2B_W;Mid-Atlantic grid;DC;0.00038041;0.000233802;0.000489697;0;0;0;0;0;0;0;0;EJ
CO2B_W;Mid-Atlantic grid;DE;0.00997114;0.00994564;0.00760194;0.00537546;0.00378501;0.0036803;0.00335037;0.00272141;0.0028404;0.00348949;0.00476818;EJ
CO2B_W;Mid-Atlantic grid;DE;0.0175378;0.0156738;0.0129634;0.0172376;0.0164125;0.0163366;0.0169482;0.0183617;0.0193016;0.0215417;0.0260967;EJ
CO2B_W;Mid-Atlantic grid;DE;0.000312313;0.000340109;0.000282899;0.00034999;0.00036741;0.00040461;0.000468296;0.000539964;0.00061947;0.00076855;0.000956787;EJ
CO2B_W;Mid-Atlantic grid;DE;0.00316888;0.00259002;0.00219539;0.00255563;0.00267756;0.00292559;0.00340168;0.00392391;0.00450156;0.00561959;0.00699796;EJ
CO2B_W;Mid-Atlantic grid;MD;0.0558954;0.116956;0.107399;0.102507;0.10401;0.110699;0.11571;0.111708;0.119326;0.170752;0.24066;EJ
CO2B_W;Mid-Atlantic grid;MD;0.0579655;0.0731097;0.0545349;0.0358973;0.0437042;0.0508775;0.0640874;0.0834787;0.104916;0.14149;0.175185;EJ
CO2B_W;Mid-Atlantic grid;MD;0.000823634;0.000546915;0.000958195;0.000307791;0.000325369;0.000342647;0.000401873;0.000475045;0.000554268;0.000692525;0.00085825;EJ
CO2B_W;Mid-Atlantic grid;MD;0.00738569;0.00621175;0.00340068;0.00257963;0.0027252;0.00287683;0.00330331;0.00384902;0.0044454;0.00516835;0.00637407;EJ
CO2B_W;Mid-Atlantic grid;NJ;0.105027;0.142282;0.151325;0.152713;0.162931;0.169542;0.18285;0.193315;0.203406;0.2372;0.292323;EJ
CO2B_W;Mid-Atlantic grid;NJ;0.0319772;0.0598384;0.0737044;0.104954;0.100197;0.0990257;0.100075;0.104084;0.105737;0.114501;0.138299;EJ
CO2B_W;Mid-Atlantic grid;NJ;0.00139986;0.00329699;0.00166249;0.00217064;0.00226924;0.00236356;0.00266412;0.00305508;0.00350587;0.00435175;0.00536989;EJ
CO2B_W;Mid-Atlantic grid;NJ;0.00948074;0.0198804;0.0175443;0.0167918;0.0175076;0.01832;0.0203519;0.0231654;0.026437;0.0315319;0.0387845;EJ
CO2B_W;Mid-Atlantic grid;PA;0.427586;0.524582;0.538557;0.517234;0.524262;0.554629;0.608077;0.699783;0.800289;0.958855;1.1461;EJ
CO2B_W;Mid-Atlantic grid;PA;0.205294;0.267294;0.281487;0.250365;0.257073;0.273979;0.296585;0.322944;0.361031;0.441783;0.54435;EJ
CO2B_W;Mid-Atlantic grid;PA;0.00222319;0.00212786;0.00300699;0.0033572;0.00335988;0.00355762;0.00370268;0.0039428;0.0042748;0.00508608;0.00620854;EJ
CO2B_W;Mid-Atlantic grid;PA;0.0138491;0.0165295;0.0224519;0.0226094;0.0226073;0.0238904;0.0250493;0.0267544;0.0290878;0.0361523;0.0442764;EJ
CO2B_W;Mid-Atlantic grid;electricity;0.951799;1.26237;1.28005;1.23712;1.26438;1.33369;1.44739;1.60258;1.79088;2.17978;2.67869;EJ
CO2B_W;New England grid;CT;0.0934867;0.0848491;0.0856725;0.0896919;0.0843767;0.0888687;0.0972506;0.104641;0.104528;0.116157;0.134998;EJ
CO2B_W;New England grid;CT;0.0328379;0.0302216;0.0293127;0.0371986;0.0333956;0.0352866;0.0399419;0.0439559;0.0486222;0.0564662;0.0677782;EJ
CO2B_W;New England grid;CT;0.000590806;0.000408253;0.000455598;0.000597799;0.000535954;0.000582579;0.000686046;0.000769019;0.00086273;0.00103553;0.00126425;EJ
CO2B_W;New England grid;CT;0.00383289;0.0033494;0.00327909;0.00361498;0.00315853;0.00347689;0.00419423;0.00477223;0.00542673;0.00732384;0.00895888;EJ
CO2B_W;New England grid;MA;0.0641502;0.0873027;0.075609;0.0589622;0.044298;0.0482276;0.0578434;0.0538468;0.0671695;0.091524;0.135108;EJ
CO2B_W;New England grid;MA;0.0702771;0.0691759;0.0650357;0.0496495;0.044015;0.0471053;0.0546119;0.0611323;0.0686963;0.0813917;0.098545;EJ
CO2B_W;New England grid;MA;0.00100141;0.000994929;0.0010135;0.000782598;0.00070841;0.000777208;0.000936694;0.00106307;0.00120504;0.00145907;0.00178275;EJ
CO2B_W;New England grid;MA;0.00777749;0.00767851;0.00730037;0.00674276;0.00619569;0.00669662;0.00784164;0.0087535;0.00977586;0.0105588;0.0128747;EJ
CO2B_W;New England grid;ME;0.0323918;0.0275363;0.0228725;0.0247983;0.0218679;0.0230087;0.0273264;0.0332001;0.0396334;0.0482186;0.0722153;EJ
CO2B_W;New England grid;ME;0.00917269;0.0212265;0.0169001;0.00902977;0.00790977;0.00911611;0.0118282;0.0134224;0.0147835;0.0193682;0.0255492;EJ
CO2B_W;New England grid;ME;0.000148902;0.000323342;0.000222799;8.92998E-05;7.79498E-05;8.16117E-05;8.99047E-05;9.79744E-05;0.000107569;0.000126954;0.000155829;EJ
