scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
CO2B_W;New England grid;ME;0.000870521;0.0020466;0.00160389;0.000527597;0.000452968;0.000479574;0.000542077;0.000600909;0.000670502;0.000905785;0.00111021;EJ
CO2B_W;New England grid;NH;0.0331293;0.0642323;0.0639579;0.0553214;0.0553197;0.0644004;0.0836098;0.108064;0.126204;0.150048;0.15004;EJ
CO2B_W;New England grid;NH;0.0110844;0.020597;0.0160592;0.0160177;0.0143917;0.0161042;0.0197114;0.0222281;0.0249442;0.030709;0.0379777;EJ
CO2B_W;New England grid;NH;0.000167202;0.000303139;0.000212899;0.0002134;0.000188117;0.000199753;0.000225487;0.00024775;0.000273282;0.000322793;0.00039339;EJ
CO2B_W;New England grid;NH;0.000970623;0.0020936;0.00153229;0.00126049;0.00108816;0.0011717;0.00136223;0.00152468;0.00171079;0.00230919;0.00281757;EJ
CO2B_W;New England grid;RI;0.000228304;0.00662524;0.00615821;0.00814359;0.00578735;0.00561863;0.00553347;0.00508895;0.00492967;0.00665174;0.0104991;EJ
CO2B_W;New England grid;RI;0.00332547;0.010784;0.0177999;0.014963;0.0134658;0.0140298;0.0154066;0.0166717;0.0181866;0.0205948;0.0244219;EJ
CO2B_W;New England grid;RI;1.48002E-05;0.000283337;0.000304399;0.000249499;0.000222608;0.000240406;0.000279734;0.000311632;0.000347689;0.000415004;0.000505674;EJ
CO2B_W;New England grid;RI;0.000373809;0.0014827;0.00219059;0.00154189;0.00134936;0.00147418;0.00175473;0.00198193;0.00223911;0.00296019;0.00361407;EJ
CO2B_W;New England grid;VT;0.0184985;0.0203442;0.0235901;0.00613377;0.00630476;0.00650863;0.00736373;0.00824051;0.00920826;0.00988202;0.0130034;EJ
CO2B_W;New England grid;VT;0.000329807;0.000757804;0.000812402;0.000781389;0.00128224;0.00262719;0.00498053;0.00700617;0.00945059;0.0133386;0.0166377;EJ
CO2B_W;New England grid;VT;3.00003E-07;1.00013E-07;2.99999E-07;9.99998E-08;9.25393E-08;9.87395E-08;1.11775E-07;1.16866E-07;1.22878E-07;1.36698E-07;1.63681E-07;EJ
CO2B_W;New England grid;VT;2.33006E-05;0.0000035;2.09999E-06;0.000227699;0.000233838;0.000248966;0.000274535;0.000291567;0.000311354;0.000130464;0.00015942;EJ
CO2B_W;New England grid;electricity;0.384684;0.46262;0.441898;0.386539;0.346626;0.376331;0.443595;0.497912;0.559287;0.671897;0.820411;EJ
CO2B_W;New York grid;NY;0.303311;0.353485;0.327878;0.330518;0.334183;0.357452;0.414783;0.462768;0.508515;0.614879;0.761949;EJ
CO2B_W;New York grid;NY;0.159286;0.185635;0.172187;0.173574;0.175499;0.187718;0.217826;0.243026;0.26705;0.322908;0.400143;EJ
CO2B_W;New York grid;NY;0.00241187;0.00281084;0.00260722;0.00262822;0.00265736;0.00284239;0.00329828;0.00367984;0.00404361;0.0048894;0.00605887;EJ
CO2B_W;New York grid;NY;0.0173655;0.0202381;0.018772;0.0189232;0.019133;0.0204652;0.0237476;0.0264949;0.029114;0.0352037;0.0436239;EJ
CO2B_W;New York grid;electricity;0.482375;0.562168;0.521444;0.525644;0.531473;0.568478;0.659655;0.735968;0.808722;0.97788;1.21177;EJ
CO2B_W;Northwest grid;ID;0.0234667;0.031583;0.0363954;0.0435104;0.0494338;0.0530969;0.0608253;0.066617;0.0733939;0.0825849;0.100901;EJ
CO2B_W;Northwest grid;ID;0.00776809;0.00380812;0.0039743;0.0103529;0.00936937;0.00949656;0.00894171;0.00763868;0.0061537;0.00562042;0.00682232;EJ
CO2B_W;Northwest grid;ID;0;0.000171104;0.000102998;0.000280592;0.000283643;0.000295654;0.000283443;0.000278013;0.000282553;0.000322725;0.000373808;EJ
CO2B_W;Northwest grid;ID;7.26009E-05;0.00126091;0.00102149;0.00186757;0.00218317;0.00240817;0.00258008;0.00272372;0.0029264;0.00340036;0.00391201;EJ
CO2B_W;Northwest grid;MT;0.0492112;0.0610983;0.0592293;0.0616754;0.0725832;0.0996088;0.158868;0.215052;0.272445;0.397979;0.522095;EJ
CO2B_W;Northwest grid;MT;0.0413286;0.0487889;0.0538243;0.051865;0.0595402;0.0752471;0.0835934;0.086292;0.0950589;0.107782;0.126374;EJ
CO2B_W;Northwest grid;MT;0.000871985;3.10008E-06;0.00129448;6.70981E-05;6.34742E-05;6.34382E-05;5.46965E-05;4.98471E-05;4.79868E-05;0.000054186;6.44007E-05;EJ
CO2B_W;Northwest grid;MT;0.00617948;0.000594006;0.00138349;0.000523392;0.000587934;0.000626706;0.000631534;0.000646628;0.000680481;0.000693758;0.000801042;EJ
CO2B_W;Northwest grid;NV;0.0286587;0.0370162;0.0367784;0.0405426;0.0407616;0.0442636;0.0510409;0.0560309;0.0642429;0.0846646;0.105456;EJ
CO2B_W;Northwest grid;NV;0.0395712;0.0933075;0.0743907;0.0815273;0.0807452;0.0806322;0.0897435;0.0995575;0.10632;0.129788;0.170465;EJ
CO2B_W;Northwest grid;NV;0.00112038;0.00224686;0.00150888;0.00218604;0.00291592;0.00347777;0.00467768;0.00566094;0.00669194;0.00834774;0.0105248;EJ
CO2B_W;Northwest grid;NV;0.0082607;0.0158742;0.0155625;0.020068;0.0240782;0.027464;0.0344417;0.0403714;0.046815;0.0554187;0.0696654;EJ
CO2B_W;Northwest grid;OR;0.131456;0.121993;0.138254;0.150169;0.171129;0.179977;0.195915;0.208324;0.223227;0.239987;0.281095;EJ
CO2B_W;Northwest grid;OR;0.0399179;0.0372655;0.0447721;0.0472037;0.0419583;0.0408256;0.0391725;0.0362213;0.0314348;0.0296311;0.0355727;EJ
CO2B_W;Northwest grid;OR;0.000155597;0.00131693;0.000916285;0.00118287;0.00119271;0.00124127;0.00118768;0.00116488;0.00118316;0.00135071;0.00156483;EJ
CO2B_W;Northwest grid;OR;0.00117061;0.0092955;0.00827935;0.00667399;0.0071635;0.00772827;0.00792622;0.00814914;0.00858446;0.0108336;0.0128434;EJ
CO2B_W;Northwest grid;UT;0.0432116;0.0529226;0.0448622;0.0377884;0.0406586;0.0549516;0.0657828;0.0807506;0.101192;0.148916;0.195325;EJ
CO2B_W;Northwest grid;UT;0.0618667;0.0926074;0.10529;0.10979;0.167101;0.209122;0.27397;0.336091;0.409971;0.527424;0.65079;EJ
CO2B_W;Northwest grid;UT;0.00166157;0.000187505;0.000501492;0.000584484;0.000727653;0.000843177;0.00105754;0.00122442;0.00140268;0.00171073;0.00209234;EJ
CO2B_W;Northwest grid;UT;0.0118043;0.00143612;0.00392618;0.00379574;0.00498209;0.00595667;0.00779997;0.00925838;0.010825;0.0143356;0.0176009;EJ
CO2B_W;Northwest grid;WA;0.255891;0.3133;0.317584;0.337313;0.401506;0.437524;0.489481;0.527165;0.570963;0.637218;0.762645;EJ
CO2B_W;Northwest grid;WA;0.0888756;0.0487237;0.0502274;0.0516402;0.0488452;0.0412589;0.0412445;0.0401986;0.0366344;0.0354628;0.0432303;EJ
CO2B_W;Northwest grid;WA;0.000419993;0.000988025;0.000710188;0.00103457;0.000987765;0.00099217;0.000865021;0.000797801;0.000772468;0.000868023;0.00102513;EJ
CO2B_W;Northwest grid;WA;0.00296484;0.00691667;0.00607406;0.00548801;0.00543749;0.00559323;0.00512821;0.00491725;0.00491034;0.00642763;0.00782355;EJ
CO2B_W;Northwest grid;electricity;0.845905;0.982705;1.00686;1.06713;1.23423;1.3827;1.62521;1.83518;2.07616;2.53082;3.12906;EJ
CO2B_W;Southeast grid;AL;0.173578;0.314997;0.330269;0.340043;0.341466;0.359576;0.351338;0.346568;0.345277;0.407204;0.540003;EJ
CO2B_W;Southeast grid;AL;0.10761;0.168258;0.19258;0.181914;0.185666;0.198095;0.21229;0.244785;0.275039;0.329291;0.427806;EJ
CO2B_W;Southeast grid;AL;0.000889357;0.00205071;0.00128778;0.00277001;0.00291302;0.00317413;0.00347506;0.00394964;0.00438755;0.00518538;0.00673114;EJ
CO2B_W;Southeast grid;AL;0.0066026;0.013767;0.0215895;0.0186959;0.0195554;0.0213703;0.0234857;0.0268995;0.0300404;0.0373894;0.0486036;EJ
CO2B_W;Southeast grid;AR;0.0898256;0.110005;0.136506;0.139617;0.157731;0.16956;0.181765;0.216539;0.257023;0.341555;0.44643;EJ
CO2B_W;Southeast grid;AR;0.0465696;0.0557703;0.0761995;0.0553407;0.0600413;0.0646802;0.0638513;0.0668181;0.0724136;0.0842893;0.108882;EJ
CO2B_W;Southeast grid;AR;0.000762749;0.000960406;0.000444694;0.000763876;0.000730567;0.000720624;0.000703617;0.000744218;0.000790838;0.000905309;0.00117041;EJ
CO2B_W;Southeast grid;AR;0.00538363;0.00653073;0.00740343;0.00516045;0.00498413;0.00494302;0.00471572;0.00500325;0.00533875;0.00641338;0.00832425;EJ
CO2B_W;Southeast grid;GA;0.219304;0.302712;0.304491;0.270693;0.279254;0.293924;0.280739;0.296334;0.331225;0.394897;0.495269;EJ
CO2B_W;Southeast grid;GA;0.127143;0.168946;0.17344;0.163337;0.166253;0.174903;0.174669;0.185321;0.198165;0.22693;0.294254;EJ
CO2B_W;Southeast grid;GA;0.00102127;0.00143971;0.000891887;0.00247552;0.00244213;0.00254396;0.00251886;0.00268386;0.00286101;0.00328158;0.0042988;EJ
CO2B_W;Southeast grid;GA;0.00770807;0.00979324;0.0135423;0.0173048;0.0170411;0.0177331;0.0176399;0.0188252;0.0200616;0.0232744;0.0304495;EJ
CO2B_W;Southeast grid;LA;0.0886236;0.111731;0.14706;0.141002;0.133899;0.146345;0.162126;0.182552;0.216684;0.256039;0.323481;EJ
CO2B_W;Southeast grid;LA;0.098241;0.137084;0.125824;0.146771;0.145944;0.151316;0.15379;0.169035;0.182447;0.210233;0.272362;EJ
CO2B_W;Southeast grid;LA;0.00440718;0.00559153;0.0072984;0.00238043;0.00242874;0.00258096;0.00268282;0.00303822;0.00340222;0.00404502;0.00530845;EJ
CO2B_W;Southeast grid;LA;0.0297099;0.0401105;0.0268495;0.0160667;0.0163666;0.017456;0.0180661;0.0205936;0.0232451;0.0291812;0.0383388;EJ
CO2B_W;Southeast grid;MS;0.0445461;0.072092;0.0826829;0.0736043;0.0765457;0.0811115;0.0843884;0.0938654;0.104505;0.0774505;0.104782;EJ
CO2B_W;Southeast grid;MS;0.0345335;0.0735208;0.095415;0.137466;0.134398;0.136742;0.131585;0.132355;0.132636;0.140468;0.177712;EJ
CO2B_W;Southeast grid;MS;0.00107627;0.00266472;0.00103019;0.00230633;0.00229644;0.00240667;0.00233713;0.00242054;0.00257276;0.00293676;0.00375912;EJ
CO2B_W;Southeast grid;MS;0.00781637;0.0188931;0.0178005;0.0155661;0.0154542;0.0162126;0.0157313;0.0162713;0.0173348;0.0207384;0.0266543;EJ
CO2B_W;Southeast grid;NC;0.203508;0.320665;0.327776;0.309891;0.315801;0.335223;0.33989;0.383891;0.414822;0.44692;0.605051;EJ
CO2B_W;Southeast grid;NC;0.095457;0.141945;0.140287;0.129938;0.132698;0.14146;0.14193;0.149217;0.159564;0.183061;0.236517;EJ
CO2B_W;Southeast grid;NC;0.00078055;0.000521703;0.000863488;0.00188274;0.00186032;0.00194047;0.00188676;0.00195369;0.00204245;0.0023082;0.00296679;EJ
CO2B_W;Southeast grid;NC;0.00592896;0.00370982;0.00616464;0.0188287;0.0190803;0.0198203;0.0197369;0.0204112;0.0212216;0.0180316;0.0229133;EJ
CO2B_W;Southeast grid;SC;0.213211;0.288049;0.290368;0.288696;0.308818;0.322598;0.323867;0.335506;0.339095;0.360902;0.451206;EJ
CO2B_W;Southeast grid;SC;0.0459948;0.0827551;0.0896949;0.068049;0.0717834;0.0787788;0.0872324;0.102493;0.117735;0.144536;0.189987;EJ
CO2B_W;Southeast grid;SC;0.000447729;0.000887506;0.000643391;0.000946571;0.000988951;0.00107282;0.00116435;0.00131866;0.00146191;0.0017197;0.00224423;EJ
CO2B_W;Southeast grid;SC;0.0033023;0.00627273;0.00696763;0.00640852;0.0066629;0.00724736;0.0078961;0.00900857;0.0100373;0.0124063;0.0162157;EJ
CO2B_W;Southeast grid;TN;0.170223;0.249569;0.228426;0.232496;0.225714;0.235353;0.247809;0.302937;0.355967;0.419603;0.50103;EJ
CO2B_W;Southeast grid;TN;0.0961507;0.101064;0.0785075;0.0426628;0.0468179;0.0534179;0.058394;0.0678626;0.0799058;0.100153;0.131134;EJ
CO2B_W;Southeast grid;TN;0.000761449;0.000109701;0.000530092;0.000473985;0.000477609;0.000505368;0.00050401;0.000528372;0.000559225;0.000640835;0.000820981;EJ
CO2B_W;Southeast grid;TN;0.00574765;0.000903404;0.00212698;0.0035462;0.00357514;0.00376813;0.00376455;0.00393482;0.00414681;0.00456171;0.0058437;EJ
CO2B_W;Southeast grid;VA;0.134597;0.18478;0.173556;0.182681;0.165817;0.177391;0.197277;0.203024;0.200347;0.281706;0.405976;EJ
CO2B_W;Southeast grid;VA;0.0506531;0.0971276;0.0894639;0.11366;0.109363;0.114508;0.115427;0.122119;0.129092;0.149302;0.195398;EJ
CO2B_W;Southeast grid;VA;0.000488331;0.00131661;0.00308176;0.00173495;0.00180596;0.00192144;0.00197643;0.00213872;0.00231799;0.00272351;0.00349923;EJ
CO2B_W;Southeast grid;VA;0.00437166;0.0119263;0.0132716;0.0117105;0.0120753;0.0128874;0.0131569;0.0142392;0.0154245;0.018977;0.0244107;EJ
CO2B_W;Southeast grid;electricity;2.12698;3.10852;3.21433;3.14688;3.18875;3.37329;3.44981;3.75519;4.07919;4.74926;6.15983;EJ
CO2B_W;Southwest grid;AZ;0.17436;0.237379;0.270427;0.255546;0.272423;0.309474;0.374613;0.410661;0.45345;0.567815;0.626761;EJ
CO2B_W;Southwest grid;AZ;0.0530192;0.109863;0.12184;0.146162;0.137573;0.146543;0.158989;0.166436;0.17957;0.220082;0.279709;EJ
CO2B_W;Southwest grid;AZ;0.000855323;0.00269116;0.00259186;0.00278661;0.00285404;0.00316195;0.00352639;0.00378321;0.0042909;0.00542401;0.00686532;EJ
CO2B_W;Southwest grid;AZ;0.0063589;0.0181768;0.0160614;0.0229632;0.0236617;0.0258923;0.0286961;0.0305768;0.0341161;0.0376638;0.0473399;EJ
CO2B_W;Southwest grid;CO;0.0729045;0.107314;0.11352;0.127156;0.129614;0.140057;0.150923;0.162199;0.18642;0.218765;0.296758;EJ
CO2B_W;Southwest grid;CO;0.0494022;0.071986;0.0753711;0.0725134;0.0782435;0.0885719;0.110317;0.127608;0.149727;0.191926;0.240116;EJ
CO2B_W;Southwest grid;CO;0.00073582;0.00115798;0.00106914;0.00107437;0.00119375;0.00139709;0.00172089;0.0019069;0.00218615;0.00272333;0.00331345;EJ
CO2B_W;Southwest grid;CO;0.00517358;0.00831235;0.00897395;0.00419701;0.00453897;0.00561214;0.00726752;0.00826341;0.00991912;0.0169591;0.0210692;EJ
CO2B_W;Southwest grid;NM;0.0596975;0.0839926;0.0773336;0.0686605;0.0608285;0.0711674;0.087852;0.100734;0.119124;0.15501;0.213645;EJ
CO2B_W;Southwest grid;NM;0.0452085;0.049922;0.0548302;0.0543963;0.0532543;0.0592959;0.0681798;0.0749207;0.0851261;0.107655;0.13662;EJ
CO2B_W;Southwest grid;NM;0.00075982;0.000500493;0.000883551;0.000877973;0.000912394;0.00102157;0.00115773;0.00124763;0.00141601;0.00178259;0.00223474;EJ
CO2B_W;Southwest grid;NM;0.00552759;0.00417788;0.00650902;0.00643986;0.00687569;0.00789112;0.00920335;0.0100541;0.0115585;0.0153146;0.019086;EJ
CO2B_W;Southwest grid;WY;0.089663;0.119132;0.125786;0.146345;0.162565;0.182809;0.193645;0.200352;0.235134;0.309004;0.426181;EJ
CO2B_W;Southwest grid;WY;0.0606603;0.0559191;0.0562609;0.0408185;0.0593787;0.0750409;0.0863322;0.0899944;0.107649;0.137094;0.164556;EJ
CO2B_W;Southwest grid;WY;0.000802922;6.49991E-06;0.000123693;1.38996E-05;1.31161E-05;1.35571E-05;1.23534E-05;1.17189E-05;1.20537E-05;1.45501E-05;0.000017912;EJ
CO2B_W;Southwest grid;WY;0.00564789;0.000697196;0.00206694;0.000620486;0.000731398;0.000882354;0.00103805;0.00114184;0.00132299;0.00166271;0.00201116;EJ
CO2B_W;Southwest grid;electricity;0.630777;0.871228;0.933649;0.95057;0.994661;1.11883;1.28347;1.38989;1.58102;1.9889;2.48628;EJ
CO2B_W;Texas grid;TX;0.567865;0.873511;0.913215;1.0015;1.0344;1.13591;1.24343;1.34158;1.50455;1.92232;2.71334;EJ
CO2B_W;Texas grid;TX;0.298218;0.45873;0.479581;0.525945;0.543222;0.596533;0.652994;0.704539;0.790126;1.00952;1.42493;EJ
CO2B_W;Texas grid;TX;0.00451556;0.00694599;0.00726171;0.00796375;0.00822535;0.00903257;0.0098875;0.010668;0.0119639;0.0152859;0.021576;EJ
CO2B_W;Texas grid;TX;0.032512;0.0500112;0.0522843;0.057339;0.0592225;0.0650345;0.07119;0.0768094;0.0861402;0.110058;0.155347;EJ
CO2B_W;Texas grid;electricity;0.903111;1.3892;1.45234;1.59275;1.64507;1.80651;1.9775;2.13359;2.39278;3.05718;4.31519;EJ
Reference;Alaska grid;AK;0.0108474;0.0171245;0.0171345;0.0164115;0.0078415;0.00806453;0.0105959;0.0132343;0.0155535;0.0179286;0.0206594;EJ
Reference;Alaska grid;AK;0.00569657;0.00899306;0.00899831;0.00861863;0.00411802;0.00423514;0.00556451;0.00695006;0.00816803;0.00941533;0.0108494;EJ
Reference;Alaska grid;AK;8.62563E-05;0.000136171;0.00013625;0.000130501;6.23541E-05;6.41276E-05;8.42566E-05;0.000105236;0.000123679;0.000142565;0.00016428;EJ
Reference;Alaska grid;AK;0.000621045;0.000980431;0.000981003;0.00093961;0.000448949;0.000461719;0.000606647;0.000757701;0.000890485;0.00102647;0.00118281;EJ
Reference;Alaska grid;electricity;0.0172513;0.0272342;0.0272501;0.0261003;0.0124708;0.0128255;0.0168513;0.0210473;0.0247357;0.028513;0.0328559;EJ
Reference;California grid;CA;0.322906;0.433815;0.437179;0.43526;0.377923;0.395845;0.435908;0.480899;0.530954;0.608469;0.65186;EJ
Reference;California grid;CA;0.169576;0.227821;0.229587;0.22858;0.198469;0.20788;0.22892;0.252547;0.278834;0.319541;0.342329;EJ
Reference;California grid;CA;0.00256768;0.00344962;0.00347636;0.0034611;0.00300517;0.00314768;0.00346625;0.00382402;0.00422205;0.00483843;0.00518347;EJ
Reference;California grid;CA;0.0184873;0.0248372;0.0250298;0.0249199;0.0216372;0.0226633;0.024957;0.0275329;0.0303987;0.0348367;0.037321;EJ
Reference;California grid;electricity;0.513537;0.689923;0.695272;0.692221;0.601034;0.629536;0.693251;0.764803;0.844409;0.967685;1.03669;EJ
Reference;Central East grid;IN;0.228022;0.29706;0.286143;0.233337;0.268752;0.291046;0.335253;0.370002;0.413916;0.446328;0.465542;EJ
Reference;Central East grid;IN;0.136272;0.180175;0.172961;0.144314;0.163977;0.176009;0.197722;0.213065;0.23066;0.242719;0.248684;EJ
Reference;Central East grid;IN;0.00164567;0.00185997;0.00070919;0.00229013;0.0023281;0.00247611;0.00273784;0.00299134;0.00324962;0.00346394;0.00359675;EJ
Reference;Central East grid;IN;0.0137628;0.0100433;0.0176069;0.0169528;0.0173798;0.0181888;0.0197744;0.0211922;0.0225887;0.0218779;0.0228995;EJ
Reference;Central East grid;KY;0.170908;0.224373;0.23409;0.211492;0.198905;0.208246;0.229187;0.242641;0.268983;0.297213;0.337423;EJ
Reference;Central East grid;KY;0.096288;0.130042;0.135082;0.106732;0.114827;0.127966;0.151714;0.171465;0.196613;0.224735;0.257554;EJ
Reference;Central East grid;KY;0.00100014;0.000916386;0.00502413;0.00217572;0.00246788;0.00268266;0.00312329;0.00348007;0.00383689;0.00413482;0.00457567;EJ
Reference;Central East grid;KY;0.00734733;0.0201171;0.00991006;0.00683585;0.00810117;0.00935718;0.0116118;0.0138437;0.0161924;0.0197022;0.0218762;EJ
Reference;Central East grid;MI;0.241349;0.305198;0.28439;0.281104;0.300731;0.318408;0.350947;0.399403;0.440849;0.488265;0.540271;EJ
Reference;Central East grid;MI;0.0938353;0.111871;0.110506;0.125318;0.118135;0.11856;0.12339;0.13833;0.151402;0.160181;0.170053;EJ
Reference;Central East grid;MI;0.00350445;0.0068515;0.00145888;0.00176247;0.00194541;0.00210437;0.0024265;0.00269727;0.00297043;0.00319906;0.0035336;EJ
Reference;Central East grid;MI;0.0220257;0.036668;0.0301152;0.0189248;0.0198304;0.0211267;0.0237264;0.0260098;0.0283711;0.0297842;0.0321632;EJ
Reference;Central East grid;OH;0.302803;0.375633;0.351891;0.271903;0.288483;0.317009;0.364296;0.396053;0.421561;0.439313;0.462281;EJ
Reference;Central East grid;OH;0.157382;0.194036;0.17795;0.156912;0.154689;0.162883;0.178864;0.187056;0.194153;0.199209;0.209747;EJ
Reference;Central East grid;OH;0.00165937;0.00148538;0.00318295;0.00289479;0.00290934;0.00308731;0.00339902;0.00370994;0.00402818;0.00429233;0.00445196;EJ
Reference;Central East grid;OH;0.0126291;0.0126425;0.018136;0.0226134;0.0238794;0.0256336;0.0289284;0.0316839;0.0343752;0.038126;0.0402708;EJ
Reference;Central East grid;WV;0.169693;0.210752;0.188016;0.18202;0.190267;0.202632;0.229616;0.254801;0.273067;0.27676;0.278539;EJ
Reference;Central East grid;WV;0.100604;0.12593;0.10959;0.0863326;0.103315;0.116895;0.140929;0.163367;0.182105;0.196097;0.208418;EJ
Reference;Central East grid;WV;0.00103894;0.000122798;0.000316296;0.000258879;0.000266262;0.000283831;0.000315013;0.000344426;0.000374257;0.000399006;0.000414037;EJ
Reference;Central East grid;WV;0.00794475;0.0014286;0.00121028;0.00222342;0.00221164;0.00226058;0.00237097;0.00247634;0.0025801;0.00203154;0.00210873;EJ
Reference;Central East grid;electricity;1.76971;2.24721;2.13829;1.8764;1.9834;2.12686;2.40033;2.64461;2.89187;3.09783;3.3144;EJ
Reference;Central Northeast grid;IL;0.360721;0.522778;0.539101;0.524715;0.70563;0.748884;0.815016;0.890195;0.957427;1.03963;1.13383;EJ
Reference;Central Northeast grid;IL;0.123054;0.186783;0.200863;0.180994;0.221664;0.233623;0.244972;0.260799;0.277439;0.290494;0.326453;EJ
Reference;Central Northeast grid;IL;0.00195618;0.0026127;0.00202986;0.00232037;0.00301665;0.00320722;0.00345554;0.00373141;0.00400141;0.00419823;0.00458946;EJ
Reference;Central Northeast grid;IL;0.0164336;0.0184737;0.0182438;0.0205651;0.0243688;0.0253011;0.026492;0.027943;0.0293681;0.0264291;0.0285554;EJ
Reference;Central Northeast grid;MO;0.110565;0.179545;0.176803;0.164408;0.20963;0.228266;0.258092;0.290568;0.316184;0.299095;0.337423;EJ
Reference;Central Northeast grid;MO;0.104298;0.156664;0.158564;0.144498;0.208105;0.225785;0.251881;0.280643;0.308196;0.326105;0.354361;EJ
Reference;Central Northeast grid;MO;0.00152349;0.0014254;0.00186566;0.00120468;0.00167258;0.00181631;0.00200575;0.00223863;0.00248238;0.00267634;0.00308331;EJ
Reference;Central Northeast grid;MO;0.00962499;0.0100022;0.0143691;0.00749945;0.0109557;0.012009;0.0134158;0.0150979;0.0168486;0.0194107;0.0221272;EJ
Reference;Central Northeast grid;WI;0.099485;0.131991;0.134942;0.122782;0.149938;0.160217;0.157686;0.158979;0.175157;0.191724;0.222677;EJ
Reference;Central Northeast grid;WI;0.0723925;0.0946984;0.0874;0.100885;0.129628;0.137888;0.149506;0.162132;0.175195;0.187128;0.208765;EJ
Reference;Central Northeast grid;WI;0.00105899;0.0025962;0.00287024;0.00293106;0.00378102;0.00402059;0.00432574;0.00468333;0.00503654;0.00529529;0.00579706;EJ
Reference;Central Northeast grid;WI;0.00661973;0.0192911;0.0161007;0.0184194;0.0256614;0.0278076;0.0305589;0.0336633;0.0367295;0.0417832;0.0463001;EJ
Reference;Central Northeast grid;electricity;0.907732;1.32686;1.35315;1.29122;1.69405;1.80882;1.95741;2.13067;2.30406;2.43397;2.69396;EJ
Reference;Central Northwest grid;IA;0.0685927;0.10196;0.127008;0.124799;0.129869;0.1413;0.163861;0.184343;0.20383;0.205644;0.21825;EJ
Reference;Central Northwest grid;IA;0.0444723;0.0604826;0.079813;0.0688615;0.071888;0.0776197;0.0874889;0.0981314;0.107514;0.107924;0.112853;EJ
Reference;Central Northwest grid;IA;0.000700548;0.00117512;0.00106915;0.000759456;0.000797525;0.000873881;0.000999751;0.00109291;0.00121943;0.00133863;0.00139239;EJ
Reference;Central Northwest grid;IA;0.00461936;0.00783381;0.00878183;0.010677;0.0107245;0.0111079;0.0117605;0.012205;0.0128165;0.00663456;0.00712942;EJ
Reference;Central Northwest grid;MN;0.108172;0.130744;0.12791;0.12892;0.132142;0.14384;0.160972;0.14625;0.168792;0.200242;0.222521;EJ
Reference;Central Northwest grid;MN;0.0490476;0.0598591;0.0577772;0.0698879;0.0684042;0.070653;0.0712249;0.0604679;0.0661343;0.0739249;0.0822488;EJ
Reference;Central Northwest grid;MN;0.000791455;0.00144463;0.0021224;0.00218927;0.00226232;0.00242069;0.00269122;0.00284963;0.0030792;0.00329548;0.00338477;EJ
Reference;Central Northwest grid;MN;0.00662108;0.0114932;0.0125736;0.00800428;0.00783585;0.008109;0.00973348;0.0107828;0.0122448;0.0160222;0.017493;EJ
Reference;Central Northwest grid;ND;0.0617405;0.0755087;0.0800012;0.0875451;0.0919614;0.0978084;0.11367;0.139326;0.150506;0.159262;0.160912;EJ
Reference;Central Northwest grid;ND;0.0460597;0.0538462;0.0560418;0.0582525;0.0638664;0.0706039;0.0835672;0.0960085;0.106773;0.119958;0.124454;EJ
Reference;Central Northwest grid;ND;0.000553538;0;7.74962E-05;0.000323681;0.000327941;0.000353753;0.000398376;0.000436657;0.00049475;0.00056055;0.00061902;EJ
Reference;Central Northwest grid;ND;0.00373744;0.000272704;0.00230238;0.00394494;0.00394831;0.00407092;0.00429283;0.004458;0.00470661;0.00280813;0.0030541;EJ
Reference;Central Northwest grid;NE;0.0595541;0.0831658;0.0967211;0.103563;0.110826;0.124542;0.14118;0.159859;0.181043;0.219096;0.235931;EJ
Reference;Central Northwest grid;NE;0.0221591;0.0357435;0.0412003;0.0438783;0.0488975;0.0566578;0.071363;0.0860209;0.0993698;0.119698;0.130271;EJ
Reference;Central Northwest grid;NE;0.000409528;0.000442809;0.000287686;0.000189889;0.000214411;0.000244254;0.000296476;0.000341537;0.000408136;0.000483002;0.000564425;EJ
Reference;Central Northwest grid;NE;0.00265733;0.00260784;0.00150239;0.0024997;0.00347933;0.00460338;0.00566085;0.00648426;0.00770239;0.0130091;0.0134408;EJ
Reference;Central Northwest grid;SD;0.0194122;0.0186498;0.0296035;0.0270258;0.0302347;0.0307559;0.03211;0.0343364;0.0352576;0.0315817;0.0316092;EJ
Reference;Central Northwest grid;SD;0.00498383;0.00539754;0.00739299;0.0069165;0.00691347;0.00712888;0.00764319;0.00813557;0.00852422;0.00693068;0.00665121;EJ
Reference;Central Northwest grid;SD;6.94048E-05;0.000197904;0.000110995;0.000289783;0.000334203;0.000387447;0.000479039;0.000560175;0.000678283;0.000809619;0.000951288;EJ
Reference;Central Northwest grid;SD;0.000541006;0.00126782;0.00124739;0.00188912;0.00235411;0.00292503;0.00357935;0.00409248;0.00486418;0.00823449;0.00864825;EJ
Reference;Central Northwest grid;electricity;0.504895;0.652093;0.733544;0.750417;0.787281;0.856005;0.972972;1.05618;1.17596;1.29746;1.38238;EJ
Reference;Central Southwest grid;KS;0.105472;0.150733;0.16475;0.15516;0.147309;0.156796;0.177149;0.195009;0.211889;0.220057;0.230932;EJ
Reference;Central Southwest grid;KS;0.0293783;0.0302056;0.0279105;0.0189608;0.0174497;0.0185793;0.0210499;0.0233821;0.0256499;0.0194911;0.0208242;EJ
