scenario;region;sector;input;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;end-use sector
CO2B;WI;comm hot water;gas;0.0124624;0.00626384;0.00724747;0.0078735;0.007902858;0.007931072;0.007624858;0.00707833;0.006367323;0.004717406;0.003777517;EJ;buildings
CO2B;WI;comm hot water;refined liquids;0.0016377;1.52E-04;1.57E-04;7.33E-04;7.10E-04;6.86E-04;6.26E-04;5.33E-04;4.06E-04;2.27E-04;1.58E-04;EJ;buildings
CO2B;WI;comm lighting;electricity;0.018899;0.0264053;0.017297;0.0189634;0.018271097;0.017124054;0.01505876;0.012186713;0.012131423;0.01222639;0.012475879;EJ;buildings
CO2B;WI;comm non-building;electricity;0.0073308;0.0086219;0.0116492;0.0144971;0.015263;0.0159859;0.0166975;0.0173033;0.0179192;0.0184496;0.0189684;EJ;buildings
CO2B;WI;comm office;electricity;0.0035939;0.0062034;0.0087301;0.00586731;0.00569009;0.00604496;0.00636061;0.00663603;0.00691816;0.00715803;0.00739102;EJ;buildings
CO2B;WI;comm other;electricity;0.0030063;0.0109417;0.0138055;0.0175492;0.0204111;0.0211697;0.0213791;0.020841;0.0219578;0.0258675;0.0291115;EJ;buildings
CO2B;WI;comm other;gas;0.0019178;0.0020768;0.0012977;0.0084929;0.00749679;0.00757862;0.00725428;0.00645528;0.00583894;0.00472684;0.00390207;EJ;buildings
CO2B;WI;comm other;refined liquids;0.0013869;4.93E-04;0.00112;0.0044139;0.00400029;0.00473384;0.00637809;0.00902388;0.00982841;0.0081349;0.00680149;EJ;buildings
CO2B;WI;comm refrigeration;electricity;0.0022218;0.00891801;0.0107443;0.00705909;0.006986396;0.007009407;0.007022685;0.006923271;0.007170103;0.007381691;0.007587133;EJ;buildings
CO2B;WI;comm ventilation;electricity;0.002719334;0.01124101;0.01219939;0.0110665;0.011612946;0.012186464;0.012570318;0.0128745;0.01305831;0.013145222;0.012803697;EJ;buildings
CO2B;WI;other industrial energy use;biomass;0.0605129;0.0656356;0.0628636;0.0486142;0.051560757;0.054069747;0.057804714;0.058588394;0.05817757;0.038697385;0.012775055;EJ;industry
CO2B;WI;other industrial energy use;coal;0.041974;0.0310113;0.0291294;0.0213099;0.022493646;0.023368154;0.023551697;0.023285844;0.021370916;0.007329698;0.001588036;EJ;industry
CO2B;WI;other industrial energy use;electricity;0.0686159;0.0887237;0.081946;0.0803232;0.0833139;0.0948866;0.099947;0.10606684;0.11789987;0.16513411;0.23554239;EJ;industry
CO2B;WI;other industrial energy use;gas;0.1008835;0.109314;0.0932055;0.1073036;0.114321653;0.119109684;0.122431258;0.122893513;0.122099403;0.107941081;0.071566066;EJ;industry
CO2B;WI;other industrial energy use;hydrogen;0;0;0;0;0;8.09E-06;4.11E-05;6.47E-05;1.21E-04;6.59E-04;0.001599176;EJ;industry
CO2B;WI;other industrial energy use;refined liquids;0.026212099;0.0297956;0.016443599;0.0150984;0.015434745;0.015991739;0.016095685;0.016816133;0.016360199;0.011934009;0.00664961;EJ;industry
CO2B;WI;other industrial feedstocks;refined liquids;0.0473746;0.0930517;0.0853801;0.0880408;0.0929137;0.100125;0.104382;0.10729;0.110787;0.114094;0.119797;EJ;industry
CO2B;WI;process heat cement;biomass;5.26E-05;7.52E-05;4.88E-05;4.88E-05;6.38E-05;7.61E-05;5.35E-05;6.14E-05;6.95E-05;6.02E-05;5.25E-05;EJ;industry
CO2B;WI;process heat cement;coal;0.00347438;0.00496199;0.00322007;0.00322007;0.00420529;0.004852555;0.003395044;0.003202424;0.00182737;8.37E-04;3.43E-04;EJ;industry
CO2B;WI;process heat cement;gas;1.58E-04;2.26E-04;1.46E-04;1.46E-04;1.86E-04;2.08E-04;1.45E-04;1.46E-04;1.55E-04;1.47E-04;1.43E-04;EJ;industry
CO2B;WI;process heat cement;hydrogen;0;0;0;0;0;2.47E-07;1.76E-07;3.00E-06;4.38E-05;1.20E-04;2.17E-04;EJ;industry
CO2B;WI;process heat cement;refined liquids;0.00157926;0.00225545;0.00146367;0.00146367;0.001151882;0.00108768;0.001388904;0.001557319;0.002796409;0.00341379;0.003759623;EJ;industry
CO2B;WI;resid clothes dryers;electricity;0.0032307;0.0050698;0.0038398;0.003188;0.003375648;0.003556264;0.003672854;0.00374441;0.003957744;0.004181268;0.004440126;EJ;buildings
CO2B;WI;resid clothes dryers;gas;8.33E-04;0.0018092;8.19E-04;4.10E-04;4.16E-04;4.19E-04;4.10E-04;3.73E-04;3.56E-04;3.08E-04;2.43E-04;EJ;buildings
CO2B;WI;resid clothes washers;electricity;0;7.01E-04;6.15E-04;4.71E-04;4.11E-04;3.73E-04;3.33E-04;2.78E-04;2.95E-04;3.12E-04;3.28E-04;EJ;buildings
CO2B;WI;resid computers;electricity;0;0.0013025;0.0025394;0.00178432;0.00160375;0.00135054;0.00113259;9.50E-04;7.85E-04;8.18E-04;8.51E-04;EJ;buildings
CO2B;WI;resid cooking;electricity;0.00190031;0.00204402;0.00203589;0.00169775;0.001914048;0.002161137;0.002458515;0.002746771;0.003118656;0.003401793;0.003724394;EJ;buildings
CO2B;WI;resid cooking;gas;0.00283226;0.00542775;0.00353218;0.00172275;0.001654746;0.001576402;0.001430237;0.001252135;9.79E-04;8.24E-04;6.28E-04;EJ;buildings
CO2B;WI;resid cooking;refined liquids;3.18E-04;1.50E-04;5.88E-04;3.91E-04;3.74E-04;3.55E-04;3.22E-04;2.99E-04;2.58E-04;2.29E-04;1.82E-04;EJ;buildings
CO2B;WI;resid cooling;electricity;0.0038257;0.0090579;0.004293;0.00637131;0.006973161;0.007346976;0.007605716;0.007879567;0.008193443;0.008570397;0.008972763;EJ;buildings
CO2B;WI;resid dishwashers;electricity;0;0.0019237;0.0019097;0.0015354;0.001598178;0.001641753;0.001651384;0.00165601;0.001660903;0.001733238;0.001807466;EJ;buildings
CO2B;WI;resid freezers;electricity;0.00266048;0.00168335;0.00152056;0.0012491;0.001310792;0.001380772;0.001449884;0.001510174;0.001573153;0.001638228;0.001702857;EJ;buildings
CO2B;WI;resid furnace fans;electricity;0;0.0011823;0.0023787;0.00176778;0.00167634;0.00158392;0.00150595;0.00144018;0.00138073;0.00143926;0.00149734;EJ;buildings
CO2B;WI;resid heating;biomass;0.0123129;0.0270411;0.020643;0.0239564;0.02297043;0.0227007;0.02309211;0.02050804;0.016108596;0.011388606;0.007326161;EJ;buildings
CO2B;WI;resid heating;coal;6.52E-05;5.35E-04;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;WI;resid heating;electricity;0.0070247;0.0061125;0.0097953;0.0150751;0.019708662;0.022697882;0.026056671;0.030814624;0.036693616;0.043712588;0.050283193;EJ;buildings
CO2B;WI;resid heating;gas;0.0869851;0.0951586;0.0895792;0.1011224;0.09499708;0.09050074;0.08225308;0.07088377;0.057387189;0.0428551;0.030364711;EJ;buildings
CO2B;WI;resid heating;refined liquids;0.0364878;0.0301671;0.0222289;0.0137865;0.012788723;0.01200488;0.010707875;0.009077838;0.007126976;0.005111504;0.003415742;EJ;buildings
CO2B;WI;resid hot water;electricity;0.0074454;0.00711171;0.00679551;0.00939066;0.011600887;0.013481522;0.01518719;0.017055445;0.017911123;0.0196535;0.021860182;EJ;buildings
CO2B;WI;resid hot water;gas;0.0175506;0.0232835;0.0200802;0.01932999;0.018087481;0.017528593;0.016844644;0.014587548;0.013887621;0.011530628;0.008737546;EJ;buildings
CO2B;WI;resid hot water;refined liquids;0.0027043;0.00529491;0.0028177;0.002502989;0.002224956;0.002025916;0.00177237;0.001343039;0.001226828;9.53E-04;6.48E-04;EJ;buildings
CO2B;WI;resid lighting;electricity;0.0117824;0.0145682;0.0128373;0.007765511;0.005231469;0.00208153;0.001844197;0.001814051;0.001885206;0.001953471;0.002025437;EJ;buildings
CO2B;WI;resid other;electricity;0.0085517;0.0202392;0.0212145;0.0178673;0.0196987;0.0209039;0.0220503;0.0230391;0.0242986;0.0259347;0.0273783;EJ;buildings
CO2B;WI;resid other;gas;8.33E-04;0;0.004126;0.0019689;0.00145971;0.00150356;0.00160437;0.00165826;0.00158565;0.0012;9.40E-04;EJ;buildings
CO2B;WI;resid other;refined liquids;9.54E-04;7.24E-04;9.18E-04;6.94E-04;4.96E-04;5.09E-04;5.34E-04;6.01E-04;5.74E-04;4.19E-04;3.26E-04;EJ;buildings
CO2B;WI;resid refrigerators;electricity;0.00893179;0.00789531;0.0072814;0.00586598;0.006115283;0.006406467;0.006679936;0.006915406;0.007159066;0.007448746;0.007737352;EJ;buildings
CO2B;WI;resid televisions;electricity;0.0036107;0.0059916;0.0065072;0.00512655;0.00486565;0.0047975;0.00507067;0.00530871;0.00556079;0.00579902;0.00603661;EJ;buildings
CO2B;WI;trn_aviation_intl;electricity;0;0;0;0;0;0;0;7.91E-10;8.42E-09;1.47E-07;2.16E-06;EJ;transportation
CO2B;WI;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;6.93E-10;1.65E-08;4.99E-07;1.05E-05;EJ;transportation
CO2B;WI;trn_aviation_intl;refined liquids;0.00170239;0.00343429;0.00272159;0.00227575;0.00238356;0.00231029;0.00219595;0.00214244;0.00218366;0.00211006;0.00207113;EJ;transportation
CO2B;WI;trn_freight;electricity;0;0;0;0;0;1.25E-04;5.36E-04;0.00102683;0.00132616;0.00156658;0.00168011;EJ;transportation
CO2B;WI;trn_freight;hydrogen;0;0;0;0;0;1.75E-04;6.48E-04;0.00124914;0.00161483;0.0019101;0.00205011;EJ;transportation
CO2B;WI;trn_freight;refined liquids;0.00722562;0.008380553;0.00863494;0.00895802;0.00948279;0.009322153;0.007855522;0.00598272;0.00520927;0.00476957;0.00430686;EJ;transportation
CO2B;WI;trn_freight_road;electricity;0;0;0;0;0;1.22E-04;9.09E-04;0.003149827;0.007309501;0.016655209;0.03301937;EJ;transportation
CO2B;WI;trn_freight_road;hydrogen;0;0;0;0;0;4.54E-05;3.86E-04;0.001370957;0.00330749;0.008049104;0.013055224;EJ;transportation
CO2B;WI;trn_freight_road;refined liquids;0.1093934;0.1250018;0.1307593;0.1356526;0.14476019;0.146337475;0.136818579;0.124685138;0.107174735;0.070692948;0.033990551;EJ;transportation
CO2B;WI;trn_pass;electricity;0;0;0;1.20E-06;2.49E-05;5.46E-05;8.73E-05;1.65E-04;3.11E-04;8.98E-04;0.002373963;EJ;transportation
CO2B;WI;trn_pass;hydrogen;0;0;0;0;0;0;0;9.08E-06;3.44E-05;1.90E-04;6.75E-04;EJ;transportation
CO2B;WI;trn_pass;refined liquids;0.006813279;0.013475699;0.010767899;0.009078289;0.009539882;0.009967865;0.009537449;0.009226087;0.008914797;0.006936337;0.004271014;EJ;transportation
CO2B;WI;trn_pass_road;electricity;0;0;0;0;0;1.25E-05;5.82E-05;1.66E-04;2.89E-04;3.91E-04;4.48E-04;EJ;transportation
CO2B;WI;trn_pass_road;gas;0;1.36E-04;1.18E-04;1.90E-04;2.64E-04;2.55E-04;1.79E-04;1.20E-04;8.96E-05;6.61E-05;5.03E-05;EJ;transportation
CO2B;WI;trn_pass_road;hydrogen;0;0;0;0;0;1.90E-05;8.34E-05;2.23E-04;3.64E-04;4.61E-04;4.92E-04;EJ;transportation
CO2B;WI;trn_pass_road;refined liquids;0.00419516;0.00479375;0.00501456;0.00520226;0.007529024;0.008574374;0.007201223;0.005784144;0.004507711;0.003463914;0.002744497;EJ;transportation
CO2B;WI;trn_pass_road_LDV;electricity;0;0;0;0;0;1.75E-04;2.87E-04;3.22E-04;3.70E-04;4.39E-04;5.04E-04;EJ;transportation
CO2B;WI;trn_pass_road_LDV;refined liquids;7.01E-04;9.27E-04;9.25E-04;9.38E-04;9.67E-04;6.19E-04;4.67E-04;4.95E-04;5.14E-04;4.97E-04;4.81E-04;EJ;transportation
CO2B;WI;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00335396;0.01501077;0.023970518;0.032123657;0.038867468;0.04653853;EJ;transportation
CO2B;WI;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;3.37E-04;0.003121457;0.005286366;0.007971416;0.011200244;0.0161523;EJ;transportation
CO2B;WI;trn_pass_road_LDV_4W;refined liquids;0.199265686;0.263268882;0.262817582;0.266594082;0.257913445;0.230641607;0.183642872;0.150267377;0.122708574;0.10664831;0.08922529;EJ;transportation
CO2B;WI;trn_shipping_intl;refined liquids;1.38E-05;0.00117139;0;0;0;0;0;0;0;0;0;EJ;transportation
CO2B;WV;cement;electricity;2.60E-04;3.57E-04;2.30E-04;2.30E-04;2.55E-04;2.80E-04;2.21E-04;2.20E-04;2.18E-04;2.05E-04;2.01E-04;EJ;industry
CO2B;WV;comm cooking;electricity;2.15E-04;3.07E-04;4.70E-04;1.36E-04;1.53E-04;1.83E-04;2.28E-04;2.88E-04;3.58E-04;4.69E-04;5.77E-04;EJ;buildings
CO2B;WV;comm cooking;gas;0.001029117;0.001585092;0.00272329;0.00135782;0.00132046;0.001294819;0.001199688;0.001076245;9.52E-04;7.42E-04;6.12E-04;EJ;buildings
CO2B;WV;comm cooling;electricity;0.001272689;0.001760589;0.002031822;0.001784378;0.001764763;0.001728579;0.001659133;0.00159304;0.001542231;0.001476118;0.001481572;EJ;buildings
CO2B;WV;comm cooling;gas;5.78E-05;9.26E-05;4.44E-05;2.79E-05;2.68E-05;2.54E-05;2.37E-05;2.21E-05;2.04E-05;1.68E-05;1.49E-05;EJ;buildings
CO2B;WV;comm heating;biomass;2.97E-04;0.00161529;0.0023608;0.00113851;0.001089164;0.001110442;0.001256399;0.001183206;9.45E-04;5.10E-04;3.16E-04;EJ;buildings
CO2B;WV;comm heating;coal;0.00931554;0.00154369;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;WV;comm heating;electricity;0.001522889;0.002357889;0.0015771;0.002152012;0.002364479;0.00253837;0.002821437;0.003345711;0.00410139;0.005710821;0.006382252;EJ;buildings
CO2B;WV;comm heating;gas;0.0149555;0.0203101;0.0188211;0.0162843;0.01491114;0.01416868;0.012765405;0.010958378;0.008879418;0.004579301;0.003341527;EJ;buildings
CO2B;WV;comm heating;refined liquids;0.00409857;0.00171839;0.0015248;0.00119721;0.00110441;0.001049;9.41E-04;7.98E-04;6.14E-04;2.77E-04;1.86E-04;EJ;buildings
CO2B;WV;comm hot water;electricity;0.0014084;7.58E-04;3.66E-04;7.60E-04;8.39E-04;9.29E-04;0.001042112;0.001158502;0.001308931;0.001604346;0.001814317;EJ;buildings
CO2B;WV;comm hot water;gas;0.00328041;0.00280326;0.00333271;0.00292271;0.002785249;0.002679178;0.00248477;0.002224731;0.001917384;0.001311016;0.001017785;EJ;buildings
CO2B;WV;comm hot water;refined liquids;4.43E-04;5.84E-05;4.93E-05;2.05E-04;1.91E-04;1.78E-04;1.59E-04;1.33E-04;1.00E-04;5.39E-05;3.75E-05;EJ;buildings
CO2B;WV;comm lighting;electricity;0.0069951;0.0083723;0.0056694;0.0059455;0.00549742;0.004967787;0.004245723;0.00330425;0.003248471;0.003230021;0.00325587;EJ;buildings
CO2B;WV;comm non-building;electricity;0.0026805;0.0028301;0.0037958;0.0046349;0.0045933;0.00460957;0.00470469;0.0048085;0.00491705;0.0049982;0.0050825;EJ;buildings
CO2B;WV;comm office;electricity;0.0012229;0.0020489;0.0033784;0.00221169;0.00202392;0.00206447;0.00211952;0.00217844;0.00224009;0.00228612;0.00233291;EJ;buildings
CO2B;WV;comm other;electricity;0.0011042;0.0031664;0.0043738;0.0053514;0.00590833;0.00590825;0.00588633;0.00572705;0.00602477;0.00708434;0.00793712;EJ;buildings
CO2B;WV;comm other;gas;0.0024527;5.17E-04;4.46E-04;0.0031516;0.00269918;0.00262968;0.00250712;0.00225433;0.00204014;0.00164892;0.00135905;EJ;buildings
CO2B;WV;comm other;refined liquids;3.25E-04;2.06E-04;4.26E-04;0.0017382;0.00149524;0.00162092;0.00198449;0.00263647;0.00279549;0.0023022;0.00192266;EJ;buildings
CO2B;WV;comm refrigeration;electricity;7.25E-04;0.00327408;0.00423529;0.00266731;0.002506148;0.002413415;0.00235501;0.002274558;0.002325757;0.002363788;0.002402696;EJ;buildings
CO2B;WV;comm ventilation;electricity;0.001152433;0.003288978;0.003938289;0.003462512;0.003419532;0.003435838;0.003457652;0.003485243;0.003488476;0.003465469;0.003346325;EJ;buildings
CO2B;WV;other industrial energy use;biomass;0.001392301;0.0014559;0.0015591;9.92E-04;0.001044375;0.001084723;0.001085162;0.001093084;0.001089453;7.63E-04;2.79E-04;EJ;industry
CO2B;WV;other industrial energy use;coal;0.1102168;0.0472573;0.0530011;0.0323275;0.033914882;0.03496193;0.034927847;0.034548871;0.031851964;0.01189759;0.002819448;EJ;industry
CO2B;WV;other industrial energy use;electricity;0.0370603;0.039674;0.0410512;0.0443915;0.0410052;0.04557957;0.045501956;0.046901373;0.052327783;0.077093111;0.109370494;EJ;industry
CO2B;WV;other industrial energy use;gas;0.0509371;0.0365363;0.0344555;0.0780539;0.082286773;0.084846859;0.084761517;0.084828427;0.08462696;0.077504619;0.05583434;EJ;industry
CO2B;WV;other industrial energy use;hydrogen;0;0;0;0;0;3.66E-06;3.01E-06;1.17E-05;5.43E-05;4.45E-04;0.001046744;EJ;industry
CO2B;WV;other industrial energy use;refined liquids;0.027232901;0.0227248;0.0171544;0.0101367;0.010027306;0.010269044;0.010283156;0.010611623;0.010374441;0.008010427;0.004804746;EJ;industry
CO2B;WV;other industrial feedstocks;refined liquids;0.00935829;0.0088302;0.0224749;0.0287109;0.0290596;0.0306538;0.0306201;0.0309203;0.0315278;0.0318057;0.0328226;EJ;industry
CO2B;WV;process heat cement;biomass;1.92E-05;2.74E-05;1.78E-05;1.78E-05;2.24E-05;2.62E-05;1.83E-05;2.06E-05;2.31E-05;1.98E-05;1.72E-05;EJ;industry
CO2B;WV;process heat cement;coal;0.00126505;0.00180671;0.00117246;0.00117246;0.001477775;0.001676402;0.001164717;0.00108673;6.10E-04;2.79E-04;1.18E-04;EJ;industry
CO2B;WV;process heat cement;gas;5.75E-05;8.21E-05;5.33E-05;5.33E-05;6.55E-05;7.20E-05;4.99E-05;4.89E-05;4.73E-05;4.21E-05;3.92E-05;EJ;industry
CO2B;WV;process heat cement;hydrogen;0;0;0;0;0;9.42E-08;6.68E-08;1.18E-06;1.76E-05;4.59E-05;7.88E-05;EJ;industry
CO2B;WV;process heat cement;refined liquids;5.75E-04;8.21E-04;5.33E-04;5.33E-04;4.13E-04;3.91E-04;4.80E-04;5.29E-04;9.39E-04;0.001125282;0.001220298;EJ;industry
CO2B;WV;resid clothes dryers;electricity;0.0012313;0.0020838;0.001613;0.0013287;0.001364779;0.001415006;0.001435925;0.001442739;0.001508858;0.001574483;0.001653233;EJ;buildings
CO2B;WV;resid clothes dryers;gas;3.20E-04;4.04E-04;1.76E-04;1.49E-04;1.49E-04;1.49E-04;1.45E-04;1.33E-04;1.26E-04;1.09E-04;8.54E-05;EJ;buildings
CO2B;WV;resid clothes washers;electricity;0;2.88E-04;2.58E-04;1.96E-04;1.69E-04;1.51E-04;1.33E-04;1.08E-04;1.14E-04;1.19E-04;1.24E-04;EJ;buildings
CO2B;WV;resid computers;electricity;0;5.35E-04;0.0010667;7.44E-04;6.46E-04;5.35E-04;4.43E-04;3.69E-04;3.03E-04;3.13E-04;3.23E-04;EJ;buildings
CO2B;WV;resid cooking;electricity;7.24E-04;8.40E-04;8.55E-04;7.08E-04;7.56E-04;8.27E-04;9.19E-04;0.001010902;0.001129128;0.001212698;0.001308724;EJ;buildings
CO2B;WV;resid cooking;gas;0.00108873;0.00121156;7.58E-04;6.28E-04;5.89E-04;5.53E-04;4.95E-04;4.30E-04;3.33E-04;2.79E-04;2.12E-04;EJ;buildings
CO2B;WV;resid cooking;refined liquids;2.47E-05;1.98E-05;1.03E-04;7.48E-05;7.00E-05;6.54E-05;5.88E-05;5.49E-05;4.75E-05;4.22E-05;3.37E-05;EJ;buildings
CO2B;WV;resid cooling;electricity;0.00291489;0.00410309;0.00342691;0.0033874;0.003589637;0.003722065;0.00379809;0.003900178;0.004021267;0.004163956;0.004320388;EJ;buildings
CO2B;WV;resid dishwashers;electricity;0;7.91E-04;8.02E-04;6.40E-04;6.49E-04;6.57E-04;6.51E-04;6.45E-04;6.39E-04;6.60E-04;6.82E-04;EJ;buildings
CO2B;WV;resid freezers;electricity;0.00101404;6.92E-04;6.39E-04;5.21E-04;5.28E-04;5.46E-04;5.67E-04;5.86E-04;6.06E-04;6.26E-04;6.46E-04;EJ;buildings
CO2B;WV;resid furnace fans;electricity;0;4.86E-04;9.99E-04;7.37E-04;6.76E-04;6.27E-04;5.89E-04;5.59E-04;5.32E-04;5.50E-04;5.68E-04;EJ;buildings
CO2B;WV;resid heating;biomass;0.00272159;0.010066;0.0181546;0.00777644;0.007051744;0.006614457;0.006166585;0.005168244;0.003888031;0.0026616;0.001677024;EJ;buildings
CO2B;WV;resid heating;coal;0.0023302;1.35E-04;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;WV;resid heating;electricity;0.00481409;0.0074597;0.01070261;0.01240045;0.013083228;0.013391092;0.013685488;0.014199823;0.014805548;0.015601859;0.016398875;EJ;buildings
CO2B;WV;resid heating;gas;0.025525899;0.0218648;0.0202594;0.019474702;0.017475697;0.016097102;0.014053858;0.011475967;0.008681518;0.006059079;0.004001369;EJ;buildings
CO2B;WV;resid heating;refined liquids;0.00523519;0.0047517;0.0040449;0.00253741;0.002272343;0.002089689;0.00183054;0.00153051;0.001202287;8.78E-04;6.13E-04;EJ;buildings
CO2B;WV;resid hot water;electricity;0.00404075;0.00573559;0.00616642;0.0067491;0.00727631;0.007818938;0.008265883;0.008486205;0.008550247;0.008761044;0.009100831;EJ;buildings
CO2B;WV;resid hot water;gas;0.005930423;0.006580489;0.005442111;0.0046116;0.004046455;0.003718098;0.003388145;0.002660831;0.002462987;0.001953867;0.001399693;EJ;buildings
CO2B;WV;resid hot water;refined liquids;2.66E-04;5.00E-04;2.46E-04;2.30E-04;2.14E-04;2.22E-04;2.55E-04;3.52E-04;4.00E-04;3.72E-04;3.15E-04;EJ;buildings
CO2B;WV;resid lighting;electricity;0.0044907;0.0059879;0.0053926;0.003236389;0.002147187;8.22E-04;7.20E-04;7.02E-04;7.25E-04;7.45E-04;7.66E-04;EJ;buildings
CO2B;WV;resid other;electricity;0.0032594;0.0083187;0.0089117;0.0074468;0.00784077;0.0081611;0.00849372;0.00881153;0.00921603;0.00971495;0.0101522;EJ;buildings
CO2B;WV;resid other;gas;3.20E-04;0;8.86E-04;7.17E-04;5.25E-04;5.30E-04;5.68E-04;5.94E-04;5.65E-04;4.23E-04;3.30E-04;EJ;buildings
CO2B;WV;resid other;refined liquids;7.40E-05;9.56E-05;1.60E-04;1.33E-04;9.35E-05;9.41E-05;9.94E-05;1.13E-04;1.08E-04;7.84E-05;6.09E-05;EJ;buildings
CO2B;WV;resid refrigerators;electricity;0.00340422;0.00324508;0.00305868;0.00244479;0.002467115;0.002537134;0.002611985;0.002684649;0.00275838;0.002846905;0.002935253;EJ;buildings
CO2B;WV;resid televisions;electricity;0.0013762;0.0024627;0.0027335;0.00213664;0.00196125;0.00189894;0.00198167;0.00206038;0.00214317;0.0022165;0.00228996;EJ;buildings
CO2B;WV;trn_aviation_intl;electricity;0;0;0;0;0;0;0;0;8.20E-10;1.40E-08;1.99E-07;EJ;transportation
CO2B;WV;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;0;1.68E-09;4.81E-08;9.66E-07;EJ;transportation
CO2B;WV;trn_aviation_intl;refined liquids;3.25E-04;2.86E-04;2.40E-04;2.45E-04;2.49E-04;2.40E-04;2.25E-04;2.18E-04;2.20E-04;2.09E-04;2.02E-04;EJ;transportation
CO2B;WV;trn_freight;electricity;0;0;0;0;0;4.77E-05;2.00E-04;3.78E-04;4.82E-04;5.61E-04;5.95E-04;EJ;transportation
CO2B;WV;trn_freight;hydrogen;0;0;0;0;0;6.72E-05;2.44E-04;4.65E-04;5.92E-04;6.89E-04;7.29E-04;EJ;transportation
CO2B;WV;trn_freight;refined liquids;0.00341122;0.00432937;0.00353341;0.00350541;0.00363625;0.003543716;0.002943684;0.002219896;0.001911132;0.001727091;0.001544828;EJ;transportation
CO2B;WV;trn_freight_road;electricity;0;0;0;0;0;4.66E-05;3.36E-04;0.00113916;0.002607268;0.005850738;0.011448497;EJ;transportation
CO2B;WV;trn_freight_road;hydrogen;0;0;0;0;0;1.82E-05;1.49E-04;5.19E-04;0.001230834;0.002918837;0.00466204;EJ;transportation
CO2B;WV;trn_freight_road;refined liquids;0.05165636;0.06555988;0.0535064;0.05308292;0.055598839;0.055754261;0.051438263;0.046428707;0.039572355;0.026022186;0.012713228;EJ;transportation
CO2B;WV;trn_pass;electricity;0;1.30E-05;1.31E-05;0;6.19E-06;1.39E-05;2.19E-05;3.47E-05;5.69E-05;1.22E-04;2.75E-04;EJ;transportation
CO2B;WV;trn_pass;hydrogen;0;0;0;0;0;0;0;9.61E-07;3.53E-06;1.85E-05;6.42E-05;EJ;transportation
CO2B;WV;trn_pass;refined liquids;0.0013872;0.0012787;0.001069102;0.001085301;0.001111696;0.00116308;0.001106808;0.001070698;0.001026037;8.01E-04;5.32E-04;EJ;transportation
CO2B;WV;trn_pass_road;electricity;0;0;0;0;0;5.31E-06;2.58E-05;7.75E-05;1.40E-04;1.95E-04;2.30E-04;EJ;transportation
CO2B;WV;trn_pass_road;gas;0;7.52E-04;8.97E-04;0.00165928;0.002346792;0.002306763;0.001697973;0.001206283;9.43E-04;7.19E-04;5.51E-04;EJ;transportation
CO2B;WV;trn_pass_road;hydrogen;0;0;0;0;0;8.08E-06;3.71E-05;1.04E-04;1.77E-04;2.30E-04;2.52E-04;EJ;transportation
CO2B;WV;trn_pass_road;refined liquids;0.00198098;0.00251417;0.00205198;0.00203568;0.002990005;0.003502224;0.003079097;0.002611081;0.002133632;0.001696017;0.001368496;EJ;transportation
CO2B;WV;trn_pass_road_LDV;electricity;0;0;0;0;0;5.06E-05;8.32E-05;9.29E-05;1.06E-04;1.24E-04;1.41E-04;EJ;transportation
CO2B;WV;trn_pass_road_LDV;refined liquids;2.79E-04;3.08E-04;3.09E-04;2.89E-04;2.83E-04;1.79E-04;1.35E-04;1.43E-04;1.48E-04;1.41E-04;1.36E-04;EJ;transportation
CO2B;WV;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;8.74E-04;0.004276021;0.006767143;0.008966596;0.010629218;0.012674988;EJ;transportation
CO2B;WV;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;8.99E-05;9.18E-04;0.001535183;0.00227925;0.003114731;0.004458467;EJ;transportation
CO2B;WV;trn_pass_road_LDV_4W;refined liquids;0.079321094;0.087428394;0.087865294;0.082264794;0.075536007;0.065710825;0.051767577;0.042045979;0.034051092;0.029846559;0.025050792;EJ;transportation
CO2B;WY;comm cooking;electricity;1.65E-04;1.22E-04;3.07E-04;9.15E-05;9.76E-05;1.27E-04;1.76E-04;2.44E-04;3.28E-04;4.64E-04;6.19E-04;EJ;buildings
CO2B;WY;comm cooking;gas;3.09E-04;4.83E-04;0.001573446;0.001134488;0.001090948;0.001131158;0.001122569;0.001073013;0.001005171;8.29E-04;6.97E-04;EJ;buildings
CO2B;WY;comm cooling;electricity;3.86E-04;5.06E-04;6.51E-04;5.23E-04;5.06E-04;5.26E-04;5.46E-04;5.63E-04;5.80E-04;5.90E-04;6.15E-04;EJ;buildings
CO2B;WY;comm cooling;gas;0;5.30E-06;5.10E-06;6.90E-06;6.61E-06;6.68E-06;6.78E-06;6.78E-06;6.61E-06;5.74E-06;5.16E-06;EJ;buildings
