scenario;region;sector;input;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;end-use sector
NDC_W;MI;comm hot water;electricity;0.0039284;0.0020101;9.44E-04;0.0022044;0.002718278;0.00321816;0.0038328;0.005459571;0.006989032;0.008850583;0.009837944;EJ;buildings
NDC_W;MI;comm hot water;gas;0.0343644;0.0146892;0.0156247;0.0166088;0.01675659;0.01687618;0.014253161;0.012420586;0.010585866;0.008058131;0.007271984;EJ;buildings
NDC_W;MI;comm hot water;refined liquids;0.0019563;1.78E-04;2.42E-04;0.0012082;0.001178272;0.001144877;9.92E-04;8.38E-04;6.35E-04;3.71E-04;2.82E-04;EJ;buildings
NDC_W;MI;comm lighting;electricity;0.0302276;0.0466649;0.0285503;0.0308654;0.029679349;0.027747462;0.024003801;0.019266786;0.019277248;0.019638397;0.020235;EJ;buildings
NDC_W;MI;comm non-building;electricity;0.0139228;0.0156251;0.0202206;0.0249927;0.0262258;0.0273759;0.0284815;0.0296705;0.0308496;0.0318922;0.0329002;EJ;buildings
NDC_W;MI;comm office;electricity;0.0057482;0.010963;0.0144099;0.00954977;0.00925595;0.00980962;0.010249;0.0107609;0.0112642;0.0117031;0.012121;EJ;buildings
NDC_W;MI;comm other;electricity;0.0048083;0.0193369;0.0227873;0.0285634;0.0332533;0.0344878;0.0391506;0.0392124;0.0408813;0.0446274;0.0482318;EJ;buildings
NDC_W;MI;comm other;gas;0.0052882;0.0048703;0.0027976;0.0179153;0.0161784;0.0163468;0.0132616;0.0122971;0.0113486;0.0103653;0.00956284;EJ;buildings
NDC_W;MI;comm other;refined liquids;0.0016567;5.77E-04;0.0017279;0.0072734;0.00671859;0.00788768;0.00874681;0.0122427;0.014074;0.01355;0.012919;EJ;buildings
NDC_W;MI;comm refrigeration;electricity;0.00355359;0.0157605;0.0177345;0.0114895;0.011344597;0.011345887;0.011336194;0.011211297;0.011651062;0.012042139;0.012421187;EJ;buildings
NDC_W;MI;comm ventilation;electricity;0.004349466;0.0198656;0.02013639;0.01801231;0.018830469;0.019679226;0.020034983;0.020490995;0.020819368;0.021057798;0.020621315;EJ;buildings
NDC_W;MI;other industrial energy use;biomass;0.0360133;0.036101;0.036855;0.0439648;0.047280392;0.049979417;0.046115079;0.046508235;0.042965329;0.030287502;0.018107531;EJ;industry
NDC_W;MI;other industrial energy use;coal;0.1045607;0.0613896;0.0557479;0.0481408;0.05148563;0.053847892;0.041452972;0.037387351;0.028536462;0.013926552;0.006473339;EJ;industry
NDC_W;MI;other industrial energy use;electricity;0.123543;0.121464;0.107931;0.102931;0.1054394;0.1203405;0.120703;0.1409402;0.1732779;0.2246466;0.2794005;EJ;industry
NDC_W;MI;other industrial energy use;gas;0.2475717;0.1906412;0.1225818;0.145139;0.156302634;0.163529096;0.155875708;0.160053846;0.157430057;0.145018438;0.122019049;EJ;industry
NDC_W;MI;other industrial energy use;hydrogen;0;0;0;0;0;1.02E-05;9.50E-06;1.53E-04;4.64E-04;0.001153921;0.002052699;EJ;industry
NDC_W;MI;other industrial energy use;refined liquids;0.044701;0.029173;0.0168941;0.0170648;0.01744862;0.01813585;0.015508303;0.01611577;0.015784289;0.013188291;0.010433938;EJ;industry
NDC_W;MI;other industrial feedstocks;refined liquids;0.0507866;0.0897208;0.0635273;0.0822999;0.0871982;0.0942;0.0885873;0.0944326;0.10018;0.105587;0.111208;EJ;industry
NDC_W;MI;process heat cement;biomass;7.46E-05;1.07E-04;6.91E-05;6.91E-05;9.07E-05;1.09E-04;6.51E-05;7.01E-05;6.36E-05;5.28E-05;4.58E-05;EJ;industry
NDC_W;MI;process heat cement;coal;0.00492205;0.00702952;0.00456179;0.00456179;0.00597781;0.0069291;0.004105279;0.00435686;0.002538735;0.001154425;4.62E-04;EJ;industry
NDC_W;MI;process heat cement;gas;2.24E-04;3.20E-04;2.07E-04;2.07E-04;2.64E-04;2.96E-04;1.76E-04;1.84E-04;1.76E-04;1.67E-04;1.62E-04;EJ;industry
NDC_W;MI;process heat cement;hydrogen;0;0;0;0;0;4.33E-07;2.83E-07;3.97E-07;1.35E-04;3.14E-04;4.70E-04;EJ;industry
NDC_W;MI;process heat cement;refined liquids;0.00223729;0.00319523;0.00207354;0.00207354;0.001691873;0.001625422;0.001708025;0.00177911;0.003641;0.004932014;0.005646136;EJ;industry
NDC_W;MI;resid clothes dryers;electricity;0.0050443;0.0081508;0.0060651;0.0051424;0.005480683;0.005810542;0.00590033;0.006211916;0.006683628;0.007155214;0.007635033;EJ;buildings
NDC_W;MI;resid clothes dryers;gas;0.0027747;0.0056138;0.0023119;0.0011463;0.001181717;0.001209047;0.001083936;9.02E-04;8.15E-04;7.29E-04;6.56E-04;EJ;buildings
NDC_W;MI;resid clothes washers;electricity;0;0.0011276;9.71E-04;7.60E-04;6.66E-04;6.06E-04;5.43E-04;4.56E-04;4.86E-04;5.15E-04;5.44E-04;EJ;buildings
NDC_W;MI;resid computers;electricity;0;0.0020941;0.0040111;0.00287808;0.00259533;0.00218711;0.00183559;0.00154722;0.00128444;0.00134348;0.00140206;EJ;buildings
NDC_W;MI;resid cooking;electricity;0.00296717;0.00328614;0.00321571;0.00273858;0.003152309;0.003625769;0.004427666;0.00528395;0.006292645;0.006877325;0.007468931;EJ;buildings
NDC_W;MI;resid cooking;gas;0.00943371;0.0168417;0.00997214;0.00481437;0.004708741;0.004576943;0.00392908;0.003240522;0.002350823;0.002053346;0.001751381;EJ;buildings
NDC_W;MI;resid cooking;refined liquids;4.21E-04;2.92E-04;8.80E-04;5.71E-04;5.56E-04;5.38E-04;4.74E-04;4.14E-04;3.38E-04;3.15E-04;2.85E-04;EJ;buildings
NDC_W;MI;resid cooling;electricity;0.00646641;0.0160491;0.00724919;0.010987;0.012081695;0.012757407;0.012986609;0.013625334;0.014269317;0.015030807;0.015801102;EJ;buildings
NDC_W;MI;resid dishwashers;electricity;0;0.0030928;0.0030164;0.0024767;0.002589924;0.002666348;0.00265183;0.002671884;0.002690224;0.002826976;0.002965419;EJ;buildings
NDC_W;MI;resid freezers;electricity;0.00415406;0.00270622;0.00240181;0.00201481;0.002119747;0.002234279;0.002350131;0.002459174;0.002571861;0.00268882;0.002805191;EJ;buildings
NDC_W;MI;resid furnace fans;electricity;0;0.0019008;0.0037572;0.00285154;0.0027129;0.00256544;0.00243802;0.00234528;0.00225803;0.00236324;0.00246745;EJ;buildings
NDC_W;MI;resid heating;biomass;0.0230481;0.0274793;0.0189125;0.0307628;0.03031332;0.03076776;0.026585002;0.021354725;0.015545046;0.010235025;0.006275148;EJ;buildings
NDC_W;MI;resid heating;coal;0.0034614;2.52E-04;0;0;0;0;0;0;0;0;0;EJ;buildings
NDC_W;MI;resid heating;electricity;0.0095219;0.0082969;0.0129729;0.020389;0.028370667;0.033879239;0.042054918;0.055410124;0.070027558;0.085362689;0.098890903;EJ;buildings
NDC_W;MI;resid heating;gas;0.251522;0.2492892;0.2120492;0.2369518;0.22736378;0.22021298;0.19571576;0.16572861;0.13152132;0.09895965;0.072715498;EJ;buildings
NDC_W;MI;resid heating;refined liquids;0.0419893;0.0497795;0.0278793;0.0168744;0.015975674;0.015227652;0.013622735;0.011615684;0.009242345;0.006859444;0.004819852;EJ;buildings
NDC_W;MI;resid hot water;electricity;0.0116251;0.0114335;0.0107336;0.0151476;0.01925154;0.02272973;0.027680595;0.033907832;0.036521591;0.039823302;0.043627706;EJ;buildings
NDC_W;MI;resid hot water;gas;0.05845631;0.07224618;0.05668938;0.05401979;0.05239903;0.05213349;0.047168108;0.038255697;0.035882881;0.032506619;0.02892033;EJ;buildings
NDC_W;MI;resid hot water;refined liquids;0.0035847;0.010348678;0.004214689;0.0036538;0.003374344;0.003195414;0.00285563;0.00225196;0.00216276;0.001953753;0.001692809;EJ;buildings
NDC_W;MI;resid lighting;electricity;0.0183967;0.0234216;0.0202769;0.012526;0.008448521;0.003368965;0.002953945;0.00291448;0.003057843;0.003193053;0.003327758;EJ;buildings
NDC_W;MI;resid other;electricity;0.0133525;0.0325388;0.0335088;0.0288206;0.0323104;0.0343577;0.0370621;0.0391293;0.0414509;0.0440349;0.046502;EJ;buildings
NDC_W;MI;resid other;gas;0.0027747;0;0.0116483;0.0055022;0.00429046;0.00442572;0.00406249;0.00409207;0.00396876;0.00356689;0.00324504;EJ;buildings
NDC_W;MI;resid other;refined liquids;0.0012641;0.001415;0.0013735;0.0010132;7.61E-04;7.82E-04;6.95E-04;7.31E-04;7.35E-04;6.58E-04;6.07E-04;EJ;buildings
NDC_W;MI;resid refrigerators;electricity;0.0139459;0.0126933;0.0115012;0.009462;0.00988939;0.010366887;0.01081464;0.011242055;0.011682146;0.012207346;0.012732521;EJ;buildings
NDC_W;MI;resid televisions;electricity;0.0056377;0.0096328;0.0102782;0.00826918;0.00787368;0.0077701;0.00820054;0.00863984;0.00909127;0.00952197;0.00994791;EJ;buildings
NDC_W;MI;trn_aviation_intl;electricity;0;0;0;0;0;0;0;3.10E-09;2.96E-08;3.37E-07;3.38E-06;EJ;transportation
NDC_W;MI;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;2.52E-09;5.35E-08;1.14E-06;1.69E-05;EJ;transportation
NDC_W;MI;trn_aviation_intl;refined liquids;0.0120381;0.0041224;0.00432277;0.00458375;0.00484938;0.00473425;0.0040566;0.0040613;0.0042498;0.00433753;0.00443084;EJ;transportation
NDC_W;MI;trn_freight;electricity;0;0;0;0;0;1.54E-04;7.02E-04;0.001373238;0.001756583;0.002061031;0.002278307;EJ;transportation
NDC_W;MI;trn_freight;hydrogen;0;0;0;0;0;2.16E-04;8.56E-04;0.001669368;0.002113388;0.00242849;0.002621444;EJ;transportation
NDC_W;MI;trn_freight;refined liquids;0.007792975;0.011215587;0.010252746;0.01153186;0.012312827;0.012218922;0.009359412;0.007335256;0.00646907;0.006045949;0.005708423;EJ;transportation
NDC_W;MI;trn_freight_road;electricity;0;0;0;0;0;1.52E-04;0.002457747;0.007731484;0.014929897;0.024763833;0.038641679;EJ;transportation
NDC_W;MI;trn_freight_road;hydrogen;0;0;0;0;0;5.93E-05;0.001260411;0.003886777;0.007326448;0.012122172;0.015839165;EJ;transportation
NDC_W;MI;trn_freight_road;refined liquids;0.1166251;0.1661196;0.1513812;0.163315;0.17622377;0.179018031;0.138366739;0.12174784;0.102282624;0.074826431;0.047628698;EJ;transportation
NDC_W;MI;trn_pass;electricity;0;1.47E-05;1.39E-05;1.80E-05;5.93E-05;1.11E-04;1.59E-04;3.81E-04;7.74E-04;0.001903747;0.004166444;EJ;transportation
NDC_W;MI;trn_pass;hydrogen;0;0;0;0;0;0;0;3.18E-05;1.07E-04;4.27E-04;0.00122365;EJ;transportation
NDC_W;MI;trn_pass;refined liquids;0.046328598;0.016220699;0.016944299;0.017975099;0.019122397;0.020185544;0.01542209;0.015479765;0.015516848;0.013557487;0.010166487;EJ;transportation
NDC_W;MI;trn_pass_road;electricity;0;0;0;0;0;1.56E-05;8.36E-05;2.38E-04;4.07E-04;5.31E-04;5.91E-04;EJ;transportation
NDC_W;MI;trn_pass_road;gas;0;0.00101079;9.87E-04;0.00106059;0.001492742;0.001449226;0.001002571;6.74E-04;4.95E-04;3.75E-04;3.01E-04;EJ;transportation
NDC_W;MI;trn_pass_road;hydrogen;0;0;0;0;0;2.38E-05;1.20E-04;3.21E-04;5.14E-04;6.28E-04;6.50E-04;EJ;transportation
NDC_W;MI;trn_pass_road;refined liquids;0.00447245;0.00637066;0.00580536;0.00626306;0.009158568;0.01054972;0.008821113;0.007109652;0.005521108;0.004314982;0.003571841;EJ;transportation
NDC_W;MI;trn_pass_road_LDV;electricity;0;0;0;0;0;3.29E-04;5.86E-04;6.57E-04;7.43E-04;8.51E-04;9.61E-04;EJ;transportation
NDC_W;MI;trn_pass_road_LDV;refined liquids;0.00143758;0.00182209;0.00163639;0.00167689;0.00178186;0.00116354;8.14E-04;8.70E-04;9.20E-04;9.43E-04;9.67E-04;EJ;transportation
NDC_W;MI;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00623033;0.03102074;0.05208201;0.07008491;0.08114922;0.09041806;EJ;transportation
NDC_W;MI;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;6.40E-04;0.006566303;0.011583864;0.017332074;0.023197134;0.031088829;EJ;transportation
NDC_W;MI;trn_pass_road_LDV_4W;refined liquids;0.408464771;0.517688965;0.464943069;0.476436668;0.465796445;0.418837102;0.317784214;0.2491536;0.195198945;0.17365599;0.15579604;EJ;transportation
NDC_W;MI;trn_shipping_intl;electricity;0;0;0;0;0;0;0;3.98E-07;1.61E-06;1.13E-05;4.54E-05;EJ;transportation
NDC_W;MI;trn_shipping_intl;hydrogen;0;0;0;0;0;0;0;2.60E-06;1.16E-05;1.07E-04;5.42E-04;EJ;transportation
NDC_W;MI;trn_shipping_intl;refined liquids;7.94E-04;0.00228729;0.00276154;0.00310491;0.003137576;0.00319847;0.00233601;0.002343481;0.002320305;0.00209101;0.001476359;EJ;transportation
NDC_W;MN;cement;electricity;7.47E-04;0.00102653;6.60E-04;6.60E-04;7.59E-04;8.39E-04;5.57E-04;5.96E-04;6.25E-04;6.42E-04;6.65E-04;EJ;industry
NDC_W;MN;comm cooking;electricity;2.89E-04;8.57E-04;0.001917327;6.25E-04;7.44E-04;8.86E-04;9.78E-04;0.001382372;0.001768122;0.002197441;0.002444382;EJ;buildings
NDC_W;MN;comm cooking;gas;0.00342696;0.0035487;0.00482206;0.00270878;0.002729781;0.002702841;0.002187861;0.001745816;0.001348436;8.93E-04;7.08E-04;EJ;buildings
NDC_W;MN;comm cooling;electricity;0.001603688;0.003612789;0.004413211;0.004223;0.004394059;0.004463196;0.004268655;0.004184217;0.004123309;0.004053323;0.004131178;EJ;buildings
NDC_W;MN;comm cooling;gas;9.40E-06;3.68E-04;1.25E-04;2.76E-05;2.80E-05;2.76E-05;2.51E-05;2.28E-05;2.03E-05;1.65E-05;1.50E-05;EJ;buildings
NDC_W;MN;comm heating;biomass;0.0015752;0.002272;0.002425;0.0045425;0.00468291;0.00504708;0.004137387;0.003199725;0.002234467;8.28E-04;4.69E-04;EJ;buildings
NDC_W;MN;comm heating;coal;0.0066648;0.0010954;6.87E-04;1.38E-04;1.06E-04;8.91E-05;6.88E-05;4.85E-05;3.14E-05;0;0;EJ;buildings
NDC_W;MN;comm heating;electricity;0.0018911;0.0083205;0.0051496;0.00715609;0.008576009;0.009685435;0.010881157;0.015906726;0.021139318;0.029342782;0.032398125;EJ;buildings
NDC_W;MN;comm heating;gas;0.051637;0.0744582;0.0693288;0.0713443;0.0693016;0.06837926;0.05681069;0.046342826;0.035476758;0.01741415;0.013349954;EJ;buildings
NDC_W;MN;comm heating;refined liquids;0.0077359;0.008355;0.0082436;0.0039042;0.003837234;0.00379072;0.003204153;0.002639872;0.001989203;9.24E-04;6.62E-04;EJ;buildings
NDC_W;MN;comm hot water;electricity;0.0017155;0.0015019;8.34E-04;0.00227169;0.002750179;0.003204703;0.003685132;0.005017345;0.006241194;0.007688403;0.008330266;EJ;buildings
NDC_W;MN;comm hot water;gas;0.0138779;0.00903788;0.00989528;0.0100793;0.010186621;0.010204544;0.008425509;0.007018499;0.005687752;0.003971403;0.003490089;EJ;buildings
NDC_W;MN;comm hot water;refined liquids;0.00594901;3.50E-04;4.86E-04;0.00167379;0.001635709;0.001582037;0.001332409;0.001061491;7.37E-04;3.42E-04;2.22E-04;EJ;buildings
NDC_W;MN;comm lighting;electricity;0.0131541;0.0244035;0.0165041;0.0187515;0.018103474;0.016963133;0.014698331;0.011783603;0.01172368;0.011884623;0.012173941;EJ;buildings
NDC_W;MN;comm non-building;electricity;0.0065607;0.0079587;0.010872;0.0137953;0.014589;0.0152468;0.0157845;0.0163338;0.0168759;0.0173418;0.0177837;EJ;buildings
NDC_W;MN;comm office;electricity;0.001778;0.0057312;0.009122;0.00624154;0.00605412;0.00640216;0.0066625;0.00696349;0.00725668;0.0075063;0.00773612;EJ;buildings
NDC_W;MN;comm other;electricity;0.0018572;0.0107565;0.0134521;0.0169406;0.0194181;0.0201799;0.0227616;0.0225562;0.0232836;0.025158;0.0267765;EJ;buildings
NDC_W;MN;comm other;gas;0.0054759;0.0043474;0.0018027;0.0064123;0.00585327;0.00589534;0.00456176;0.00423682;0.00386579;0.00345147;0.00315843;EJ;buildings
NDC_W;MN;comm other;refined liquids;0.0013181;6.12E-04;0.0016545;0.0051994;0.00477284;0.00536858;0.00528332;0.00698484;0.00776021;0.00725916;0.00685266;EJ;buildings
NDC_W;MN;comm refrigeration;electricity;0.00146772;0.0102833;0.0106644;0.00664439;0.006600295;0.006607606;0.006581906;0.006470213;0.006681635;0.00686413;0.00703867;EJ;buildings
NDC_W;MN;comm ventilation;electricity;0.001394956;0.009669645;0.0114421;0.010615611;0.011166026;0.011671815;0.011855975;0.012065978;0.01220308;0.01229541;0.01201671;EJ;buildings
NDC_W;MN;other industrial energy use;biomass;0.0276356;0.034921;0.034613;0.029643;0.032183388;0.033979696;0.031592305;0.031002307;0.027932754;0.017772457;0.010174413;EJ;industry
NDC_W;MN;other industrial energy use;coal;0.0211254;0.0195576;0.0207016;0.0137671;0.014816896;0.015461868;0.011507083;0.010037457;0.007353121;0.003194338;0.00148541;EJ;industry
NDC_W;MN;other industrial energy use;electricity;0.0813949;0.0747879;0.0755627;0.0673352;0.0704818;0.0798869;0.08399212;0.0990516;0.12026692;0.15692946;0.18801024;EJ;industry
NDC_W;MN;other industrial energy use;gas;0.0639442;0.0603364;0.1005618;0.0940002;0.101943945;0.106397194;0.103968817;0.104133118;0.101653581;0.090728448;0.074379775;EJ;industry
NDC_W;MN;other industrial energy use;hydrogen;0;0;0;0;0;5.84E-06;1.48E-05;1.14E-04;2.69E-04;6.12E-04;9.94E-04;EJ;industry
NDC_W;MN;other industrial energy use;refined liquids;0.0302179;0.0320149;0.0272186;0.0193591;0.019921132;0.020596698;0.017173882;0.017781915;0.017150036;0.013456438;0.010378416;EJ;industry
NDC_W;MN;other industrial feedstocks;refined liquids;0.0776505;0.110012;0.0893995;0.100483;0.107525;0.11578;0.112822;0.120409;0.128232;0.136115;0.140884;EJ;industry
NDC_W;MN;process heat cement;biomass;5.51E-05;7.87E-05;5.11E-05;5.11E-05;6.72E-05;7.99E-05;4.62E-05;4.99E-05;4.63E-05;3.90E-05;3.42E-05;EJ;industry
NDC_W;MN;process heat cement;coal;0.00363736;0.00519477;0.00337113;0.00337113;0.00443334;0.005100548;0.002921401;0.003110013;0.001840291;8.16E-04;3.11E-04;EJ;industry
NDC_W;MN;process heat cement;gas;1.65E-04;2.36E-04;1.53E-04;1.53E-04;1.96E-04;2.17E-04;1.25E-04;1.31E-04;1.23E-04;1.14E-04;1.10E-04;EJ;industry
NDC_W;MN;process heat cement;hydrogen;0;0;0;0;0;2.29E-07;1.44E-07;2.04E-07;7.10E-05;1.74E-04;2.61E-04;EJ;industry
NDC_W;MN;process heat cement;refined liquids;0.00165335;0.00236126;0.00153233;0.00153233;0.001182772;0.001094786;0.001215083;0.001269324;0.002602966;0.003595186;0.00414013;EJ;industry
NDC_W;MN;resid clothes dryers;electricity;0.0031031;0.0049329;0.0036515;0.0032586;0.003445994;0.00361798;0.003633701;0.003753224;0.004006638;0.004266299;0.00451736;EJ;buildings
NDC_W;MN;resid clothes dryers;gas;6.24E-04;0.0012748;5.35E-04;2.15E-04;2.23E-04;2.29E-04;2.02E-04;1.64E-04;1.45E-04;1.28E-04;1.14E-04;EJ;buildings
NDC_W;MN;resid clothes washers;electricity;0;6.82E-04;5.85E-04;4.81E-04;4.22E-04;3.82E-04;3.41E-04;2.87E-04;3.06E-04;3.26E-04;3.44E-04;EJ;buildings
NDC_W;MN;resid computers;electricity;0;0.0012674;0.0024149;0.00182384;0.00165723;0.00140042;0.00117383;9.90E-04;8.22E-04;8.59E-04;8.96E-04;EJ;buildings
NDC_W;MN;resid cooking;electricity;0.00182528;0.00198878;0.00193601;0.00173548;0.001924769;0.002117484;0.002375391;0.002639243;0.002931794;0.00311827;0.003296501;EJ;buildings
NDC_W;MN;resid cooking;gas;0.00212187;0.00382446;0.00230851;9.03E-04;8.73E-04;8.28E-04;6.72E-04;5.15E-04;3.25E-04;2.70E-04;2.22E-04;EJ;buildings
NDC_W;MN;resid cooking;refined liquids;2.23E-04;1.87E-04;4.60E-04;1.69E-04;1.63E-04;1.54E-04;1.27E-04;1.03E-04;7.37E-05;6.57E-05;5.76E-05;EJ;buildings
NDC_W;MN;resid cooling;electricity;0.00441679;0.00805012;0.00423411;0.00508879;0.005599984;0.005906888;0.006002096;0.006304947;0.006615766;0.006988639;0.007346442;EJ;buildings
NDC_W;MN;resid dishwashers;electricity;0;0.0018718;0.0018161;0.0015694;0.001642837;0.001689695;0.001680163;0.001697505;0.001714153;0.00180589;0.001894925;EJ;buildings
NDC_W;MN;resid freezers;electricity;0.00255547;0.00163781;0.00144604;0.00127671;0.001357176;0.001434661;0.00150624;0.001575485;0.001646494;0.001720264;0.001792456;EJ;buildings
NDC_W;MN;resid furnace fans;electricity;0;0.0011504;0.002262;0.00180692;0.00173202;0.0016419;0.00155769;0.00149911;0.00144336;0.0015104;0.00157545;EJ;buildings
NDC_W;MN;resid heating;biomass;0.0094344;0.0115353;0.0142052;0.0143954;0.01388617;0.01373675;0.011791364;0.009374307;0.006749316;0.004397514;0.00266431;EJ;buildings
NDC_W;MN;resid heating;coal;0.0016656;9.56E-05;0;0;0;0;0;0;0;0;0;EJ;buildings
NDC_W;MN;resid heating;electricity;0.0053449;0.00668659;0.0125499;0.0171476;0.021698102;0.024521516;0.028180619;0.033811662;0.039791125;0.046024595;0.051355695;EJ;buildings
NDC_W;MN;resid heating;gas;0.0825186;0.0917653;0.089188;0.0925124;0.08720615;0.08304031;0.072489624;0.059523264;0.045341054;0.032354924;0.022347959;EJ;buildings
NDC_W;MN;resid heating;refined liquids;0.023928501;0.020716899;0.019903;0.013039;0.012140369;0.011397506;0.009973485;0.008188302;0.00619375;0.004315508;0.002810497;EJ;buildings
NDC_W;MN;resid hot water;electricity;0.00464199;0.00653161;0.00779308;0.00939417;0.011476466;0.013243953;0.015714581;0.018565297;0.019748088;0.021222405;0.022729942;EJ;buildings
NDC_W;MN;resid hot water;gas;0.0161581;0.0261878;0.02281109;0.0198493;0.019161442;0.018855154;0.0163406;0.012350828;0.011282592;0.009914785;0.008643651;EJ;buildings
NDC_W;MN;resid hot water;refined liquids;0.003242989;0.005296811;0.0018668;0.0017587;0.001606449;0.001490341;0.001256484;8.71E-04;7.91E-04;6.69E-04;5.40E-04;EJ;buildings
NDC_W;MN;resid lighting;electricity;0.0113171;0.0141749;0.0122078;0.007937189;0.005387575;0.002175699;0.001905654;0.001878352;0.001967701;0.002054193;0.002137413;EJ;buildings
NDC_W;MN;resid other;electricity;0.008214;0.0196927;0.0201741;0.0182625;0.0199035;0.0211768;0.0225606;0.0237133;0.0249543;0.0262307;0.027434;EJ;buildings
NDC_W;MN;resid other;gas;6.24E-04;0;0.0026965;0.0010324;8.15E-04;8.34E-04;7.13E-04;7.29E-04;7.02E-04;6.13E-04;5.58E-04;EJ;buildings
NDC_W;MN;resid other;refined liquids;6.69E-04;9.07E-04;7.18E-04;3.00E-04;2.28E-04;2.32E-04;1.92E-04;2.05E-04;2.05E-04;1.78E-04;1.65E-04;EJ;buildings
NDC_W;MN;resid refrigerators;electricity;0.0085791;0.00768207;0.00692428;0.0059957;0.006329942;0.006655409;0.006932881;0.007206187;0.007485122;0.007817455;0.008143705;EJ;buildings
NDC_W;MN;resid televisions;electricity;0.0034681;0.0058298;0.006188;0.00523991;0.00502706;0.00497263;0.00523649;0.00551816;0.00580659;0.00608266;0.00634913;EJ;buildings
NDC_W;MN;trn_aviation_intl;electricity;0;0;0;0;0;0;0;4.04E-09;3.89E-08;4.56E-07;4.54E-06;EJ;transportation
NDC_W;MN;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;3.04E-09;6.61E-08;1.46E-06;2.15E-05;EJ;transportation
NDC_W;MN;trn_aviation_intl;refined liquids;0.00614322;0.0152067;0.0107144;0.00588062;0.00621955;0.0059967;0.00514277;0.00514151;0.00537836;0.0054983;0.00561834;EJ;transportation
NDC_W;MN;trn_freight;electricity;0;0;0;0;0;1.11E-04;5.11E-04;9.99E-04;0.001280746;0.001505308;0.001637682;EJ;transportation
NDC_W;MN;trn_freight;hydrogen;0;0;0;0;0;1.56E-04;6.12E-04;0.001196069;0.001521342;0.001752122;0.001875448;EJ;transportation
NDC_W;MN;trn_freight;refined liquids;0.00534611;0.008550234;0.007990169;0.00827387;0.008786842;0.008607329;0.006592792;0.005164795;0.004565765;0.004306404;0.004102639;EJ;transportation
NDC_W;MN;trn_freight_road;electricity;0;0;0;0;0;1.09E-04;0.001882125;0.005830764;0.011207412;0.018752909;0.02928444;EJ;transportation
NDC_W;MN;trn_freight_road;hydrogen;0;0;0;0;0;4.14E-05;8.80E-04;0.0027059;0.005124684;0.00853001;0.011031105;EJ;transportation
NDC_W;MN;trn_freight_road;refined liquids;0.08095634;0.1250612;0.1177723;0.1195622;0.128193411;0.128829199;0.098403954;0.086456981;0.072462353;0.052409219;0.032814733;EJ;transportation
NDC_W;MN;trn_pass;electricity;0;7.36E-05;6.43E-05;9.96E-05;1.37E-04;1.76E-04;2.12E-04;4.72E-04;9.40E-04;0.002416741;0.005264037;EJ;transportation
NDC_W;MN;trn_pass;hydrogen;0;0;0;0;0;0;0;3.96E-05;1.35E-04;5.48E-04;0.0015233;EJ;transportation
NDC_W;MN;trn_pass;refined liquids;0.023702498;0.058459496;0.041273597;0.022807498;0.024169015;0.024970612;0.0191407;0.01913198;0.01912595;0.016532258;0.012114648;EJ;transportation
NDC_W;MN;trn_pass_road;electricity;0;0;0;0;0;1.21E-05;6.54E-05;1.84E-04;3.13E-04;4.06E-04;4.49E-04;EJ;transportation
NDC_W;MN;trn_pass_road;gas;0;8.06E-04;6.04E-04;5.51E-04;7.93E-04;7.78E-04;5.52E-04;3.71E-04;2.72E-04;2.05E-04;1.64E-04;EJ;transportation
NDC_W;MN;trn_pass_road;hydrogen;0;0;0;0;0;1.84E-05;9.34E-05;2.47E-04;3.93E-04;4.77E-04;4.91E-04;EJ;transportation
NDC_W;MN;trn_pass_road;refined liquids;0.00310466;0.00479601;0.00451643;0.00458515;0.006856254;0.008014264;0.006857446;0.005527236;0.004268183;0.003310581;0.002720544;EJ;transportation
NDC_W;MN;trn_pass_road_LDV;electricity;0;0;0;0;0;1.70E-04;2.98E-04;3.34E-04;3.79E-04;4.35E-04;4.91E-04;EJ;transportation
NDC_W;MN;trn_pass_road_LDV;refined liquids;6.60E-04;9.85E-04;9.11E-04;9.27E-04;9.59E-04;6.01E-04;4.09E-04;4.39E-04;4.65E-04;4.77E-04;4.90E-04;EJ;transportation
NDC_W;MN;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00343817;0.0175563;0.0292963;0.03930483;0.045452386;0.05040892;EJ;transportation
NDC_W;MN;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;3.50E-04;0.003550901;0.006238376;0.009333015;0.012484878;0.016660841;EJ;transportation
NDC_W;MN;trn_pass_road_LDV_4W;refined liquids;0.187551687;0.279943879;0.258727881;0.263411982;0.257807382;0.231281403;0.174728737;0.136082586;0.105701153;0.09340086;0.08336134;EJ;transportation
NDC_W;MN;trn_shipping_intl;electricity;0;0;0;0;0;0;0;2.32E-07;9.44E-07;7.01E-06;2.72E-05;EJ;transportation
NDC_W;MN;trn_shipping_intl;hydrogen;0;0;0;0;0;0;0;1.27E-06;5.84E-06;5.64E-05;2.77E-04;EJ;transportation
